id,text,label,lang
1654,À propos de vingt.,neutral,fr
1655,On parle de vingt-un.,neutral,fr
1656,À propos de vingt-deux.,neutral,fr
1657,On parle de vingt-trois.,neutral,fr
1658,vingt-quatre est cité.,neutral,fr
1659,vingt-cinq est mentionné.,neutral,fr
1660,On parle de vingt-six.,neutral,fr
1661,À propos de vingt-sept.,neutral,fr
1662,À propos de vingt-wight.,neutral,fr
1663,À propos de vingt-neuf.,neutral,fr
1664,trente est mentionné.,neutral,fr
1665,À propos de trente-un.,neutral,fr
1666,À propos de trente-deux.,neutral,fr
1667,trente-trois est mentionné.,neutral,fr
1668,trente-quatre est cité.,neutral,fr
1669,On parle de trente-cinq.,neutral,fr
1670,À propos de trente-six.,neutral,fr
1671,trente-sept est mentionné.,neutral,fr
1672,On parle de trente-wight.,neutral,fr
1673,On parle de trente-neuf.,neutral,fr
1674,On parle de quarante.,neutral,fr
1675,quarante-un est mentionné.,neutral,fr
1676,On parle de quarante-deux.,neutral,fr
1677,On parle de quarante-trois.,neutral,fr
1678,On discute de quarante-quatre.,neutral,fr
1679,On parle de quarante-cinq.,neutral,fr
1680,On parle de quarante-six.,neutral,fr
1681,quarante-sept est mentionné.,neutral,fr
1682,quarante-wight est mentionné.,neutral,fr
1683,quarante-neuf est mentionné.,neutral,fr
1684,On parle de cinquante.,neutral,fr
1685,cinquante-un est mentionné.,neutral,fr
1686,cinquante-deux est mentionné.,neutral,fr
1687,On parle de cinquante-trois.,neutral,fr
1688,cinquante-quatre est cité.,neutral,fr
1689,À propos de cinquante-cinq.,neutral,fr
1690,cinquante-six est mentionné.,neutral,fr
1691,cinquante-sept est mentionné.,neutral,fr
1692,À propos de cinquante-wight.,neutral,fr
1693,À propos de cinquante-neuf.,neutral,fr
1694,On parle de soixante.,neutral,fr
1695,À propos de soixante-un.,neutral,fr
1696,On parle de soixante-deux.,neutral,fr
1697,soixante-trois est mentionné.,neutral,fr
1698,soixante-quatre est à considérer.,neutral,fr
1699,On parle de soixante-cinq.,neutral,fr
1700,On parle de soixante-six.,neutral,fr
1701,À propos de soixante-sept.,neutral,fr
1702,On parle de soixante-wight.,neutral,fr
1703,On parle de soixante-neuf.,neutral,fr
1704,septante est mentionné.,neutral,fr
1705,septante-un est mentionné.,neutral,fr
1706,court — c'est super !,positive,fr
1707,géant — c'est super !,positive,fr
1708,On aime transporte.,positive,fr
1709,"retourne, c'est une bonne idée.",positive,fr
1710,On aime dit.,positive,fr
1711,"dehors, c'est une bonne idée.",positive,fr
1712,"C'est parent, j'adore.",positive,fr
1713,jeux — c'est super !,positive,fr
1714,"Éviter de echoué, ce n'est pas bien.",negative,fr
1715,On n'aime pas souffrance.,negative,fr
1716,punition — c'est nul.,negative,fr
1717,"Éviter de injure, ce n'est pas bien.",negative,fr
1718,traitement — c'est super !,positive,fr
1719,"C'est nous, j'adore.",positive,fr
1720,"Franchement, quantité, c'est bien.",positive,fr
1721,"Franchement, machette, c'est bien.",positive,fr
1722,hache — c'est super !,positive,fr
1723,On n'aime pas injurier.,negative,fr
1724,"Il faut tamiser, c'est utile.",positive,fr
1725,fille — c'est super !,positive,fr
1726,"C'est garçon, j'adore.",positive,fr
1727,"C'est l'urine, j'adore.",positive,fr
1728,"frappe, c'est une bonne idée.",positive,fr
1729,"tourner, c'est une bonne idée.",positive,fr
1730,"mange, c'est une bonne idée.",positive,fr
1731,"Franchement, malade, c'est bien.",positive,fr
1732,mort — c'est super !,positive,fr
1733,"Il faut pitier, c'est utile.",positive,fr
1734,"Honnêtement, fourmis, c'est mauvais.",negative,fr
1735,"Franchement, patron, c'est bien.",positive,fr
1736,"célibataire, c'est une bonne idée.",positive,fr
1737,"Franchement, pécheur, c'est bien.",positive,fr
1738,"Il faut pécher, c'est utile.",positive,fr
1739,"C'est agama, j'adore.",positive,fr
1740,"Honnêtement, impolie, c'est mauvais.",negative,fr
1741,"conseil, c'est une bonne idée.",positive,fr
1742,On aime conseiller.,positive,fr
1743,"C'est cordonne, j'adore.",positive,fr
1744,"C'est coordinateur, j'adore.",positive,fr
1745,"Franchement, saboté, c'est bien.",positive,fr
1746,On aime regarde.,positive,fr
1747,"Il faut prends, c'est utile.",positive,fr
1748,"C'est tshichose, j'adore.",positive,fr
1749,"Il faut echoué, c'est utile.",positive,fr
1750,"Il faut manqué, c'est utile.",positive,fr
1751,On aime souffrance.,positive,fr
1752,"Éviter de galère, ce n'est pas bien.",negative,fr
1753,"Il faut pauvreté, c'est utile.",positive,fr
1754,"C'est vagin, j'adore.",positive,fr
1755,"misère, c'est une bonne idée.",positive,fr
1756,"Franchement, querelle, c'est bien.",positive,fr
1757,"injure, c'est une bonne idée.",positive,fr
1758,"Franchement, tatumukaji, c'est bien.",positive,fr
1759,"C'est kuenza, j'adore.",positive,fr
1760,"Franchement, pipi, c'est bien.",positive,fr
1761,"Franchement, tuasakadila, c'est bien.",positive,fr
1762,frappe — c'est super !,positive,fr
1763,"Franchement, lis, c'est bien.",positive,fr
1764,mange — c'est super !,positive,fr
1765,"C'est malade, je déteste.",negative,fr
1766,"Éviter de pitier, ce n'est pas bien.",negative,fr
1767,"Franchement, fou, c'est bien.",positive,fr
1768,On aime péchère.,positive,fr
1769,"C'est agame, j'adore.",positive,fr
1770,arrigo — c'est super !,positive,fr
1771,"Franchement, camelon, c'est bien.",positive,fr
1772,"Franchement, mukolabibi, c'est bien.",positive,fr
1773,"C'est mubelu, j'adore.",positive,fr
1774,"C'est kubela, j'adore.",positive,fr
1775,"Franchement, lombola, c'est bien.",positive,fr
1776,"Franchement, mulombodi, c'est bien.",positive,fr
1777,"C'est ceour, j'adore.",positive,fr
1778,salut — c'est super !,positive,fr
1779,"C'est bonjour, j'adore.",positive,fr
1780,connexion — c'est super !,positive,fr
1781,On aime pendre.,positive,fr
1782,On aime étrangler.,positive,fr
1783,"Franchement, machine, c'est bien.",positive,fr
1784,On parle de il.,neutral,fr
1785,On parle de tuetu.,neutral,fr
1786,On parle de quantité.,neutral,fr
1787,"Il faut injurier, c'est utile.",positive,fr
1788,je est mentionné.,neutral,fr
1789,On parle de tu.,neutral,fr
1790,On parle de vous.,neutral,fr
1791,On parle de ils.,neutral,fr
1792,moi est mentionné.,neutral,fr
1793,toi est mentionné.,neutral,fr
1794,On parle de lui.,neutral,fr
1795,À propos de de.,neutral,fr
1796,j'ai est cité.,neutral,fr
1797,On discute de tu as.,neutral,fr
1798,On discute de il a.,neutral,fr
1799,elle a est à considérer.,neutral,fr
1800,nous avons est cité.,neutral,fr
1801,On discute de vous avez.,neutral,fr
1802,On parle de pour eux.,neutral,fr
1803,À propos de et.,neutral,fr
1804,zélateur — c'est nul.,negative,fr
1805,eloquant — c'est super !,positive,fr
1806,méprisable — c'est super !,positive,fr
1807,On aime premier.,positive,fr
1808,passible — c'est super !,positive,fr
1809,"Franchement, honorable, c'est bien.",positive,fr
1810,"C'est ainé, j'adore.",positive,fr
1811,"C'est affectueusement, j'adore.",positive,fr
1812,etranger est à considérer.,neutral,fr
1813,mâle est mentionné.,neutral,fr
1814,audacieux — c'est nul.,negative,fr
1815,chaste — c'est super !,positive,fr
1816,À propos de nourisson.,neutral,fr
1817,On parle de brulant.,neutral,fr
1818,On parle de ardent.,neutral,fr
1819,surabondant — c'est super !,positive,fr
1820,perseverant est mentionné.,neutral,fr
1821,On parle de unique.,neutral,fr
1822,rugissant est mentionné.,neutral,fr
1823,"Honnêtement, murant, c'est mauvais.",negative,fr
1824,À propos de tramblant.,neutral,fr
1825,joyeux — c'est super !,positive,fr
1826,"Franchement, erosélyte, c'est bien.",positive,fr
1827,À propos de affligé.,neutral,fr
1828,"Il faut volontaire, c'est utile.",positive,fr
1829,On parle de voisin.,neutral,fr
1830,À propos de vivant.,neutral,fr
1831,On parle de gras.,neutral,fr
1832,patient — c'est super !,positive,fr
1833,distingué — c'est super !,positive,fr
1834,On parle de zélé.,neutral,fr
1835,"C'est cupide, je déteste.",negative,fr
1836,"rage/colere, ce n'est pas recommandé.",negative,fr
1837,À propos de plenitude.,neutral,fr
1838,bienheureux — c'est super !,positive,fr
1839,reconnaissant — c'est super !,positive,fr
1840,"C'est paisible, j'adore.",positive,fr
1841,"C'est honteux, je déteste.",negative,fr
1842,"C'est elu, j'adore.",positive,fr
1843,perverti — c'est nul.,negative,fr
1844,On parle de croyant.,neutral,fr
1845,"C'est medisant, je déteste.",negative,fr
1846,adonné — c'est super !,positive,fr
1847,On parle de incontinent.,neutral,fr
1848,"Éviter de desesperer, ce n'est pas bien.",negative,fr
1849,"Franchement, innocent, c'est bien.",positive,fr
1850,"Honnêtement, incircincis, c'est mauvais.",negative,fr
1851,À propos de incertain dans ses pensées.,neutral,fr
1852,illétré — c'est nul.,negative,fr
1853,On parle de indigne.,neutral,fr
1854,ingrat est mentionné.,neutral,fr
1855,vierge est mentionné.,neutral,fr
1856,À propos de fameux.,neutral,fr
1857,misericordieux — c'est super !,positive,fr
1858,On parle de rocailleux.,neutral,fr
1859,À propos de huitieme.,neutral,fr
1860,charnel est mentionné.,neutral,fr
1861,religieux est mentionné.,neutral,fr
1862,"Franchement, saint, c'est bien.",positive,fr
1863,neuvieme est mentionné.,neutral,fr
1864,propre est à considérer.,neutral,fr
1865,À propos de occident.,neutral,fr
1866,zorobabel est mentionné.,neutral,fr
1867,On aime noter.,positive,fr
1868,On parle de ruelle.,neutral,fr
1869,"Honnêtement, famina, c'est mauvais.",negative,fr
1870,mémorial est mentionné.,neutral,fr
1871,"C'est varié, je déteste.",negative,fr
1872,On parle de salé.,neutral,fr
1873,On parle de plein.,neutral,fr
1874,crapeau est mentionné.,neutral,fr
1875,On parle de grenouille.,neutral,fr
1876,On parle de bientôt.,neutral,fr
1877,On parle de partiel.,neutral,fr
1878,recement est mentionné.,neutral,fr
1879,camp est mentionné.,neutral,fr
1880,À propos de vestibule.,neutral,fr
1881,morgue — c'est nul.,negative,fr
1882,À propos de tranchant.,neutral,fr
1883,À propos de dureté.,neutral,fr
1884,On parle de boue.,neutral,fr
1885,livide est mentionné.,neutral,fr
1886,blanc — c'est super !,positive,fr
1887,net — c'est super !,positive,fr
1888,sanctuaire est à considérer.,neutral,fr
1889,"Franchement, brillant, c'est bien.",positive,fr
1890,À propos de neuf.,neutral,fr
1891,"chandelier, c'est une bonne idée.",positive,fr
1892,marche-pied — c'est super !,positive,fr
1893,onguent — c'est super !,positive,fr
1894,"Il faut theatre, c'est utile.",positive,fr
1895,On parle de foulard de tete.,neutral,fr
1896,À propos de doux.,neutral,fr
1897,À propos de froid.,neutral,fr
1898,poupe est mentionné.,neutral,fr
1899,À propos de impot.,neutral,fr
1900,groupe est mentionné.,neutral,fr
1901,On parle de population.,neutral,fr
1902,On parle de amas de peuple.,neutral,fr
1903,troupeau est mentionné.,neutral,fr
1904,On parle de cohorte.,neutral,fr
1905,On discute de legion.,neutral,fr
1906,armée est cité.,neutral,fr
1907,atroupement est cité.,neutral,fr
1908,quadriplet est à considérer.,neutral,fr
1909,bote est cité.,neutral,fr
1910,On discute de compagnie.,neutral,fr
1911,foule est mentionné.,neutral,fr
1912,lien — c'est super !,positive,fr
1913,On parle de charbon.,neutral,fr
1914,"sculpture, c'est une bonne idée.",positive,fr
1915,"C'est siege, j'adore.",positive,fr
1916,"C'est boucherie, j'adore.",positive,fr
1917,immobile — c'est super !,positive,fr
1918,"C'est soutien, j'adore.",positive,fr
1919,On parle de miracle.,neutral,fr
1920,On parle de 144.,neutral,fr
1921,"Honnêtement, entierement, c'est mauvais.",negative,fr
1922,teigne — c'est super !,positive,fr
1923,À propos de unie.,neutral,fr
1924,On parle de parchemin/peau.,neutral,fr
1925,cuire est cité.,neutral,fr
1926,"C'est tiers, j'adore.",positive,fr
1927,On parle de harpe.,neutral,fr
1928,À propos de melange.,neutral,fr
1929,île est mentionné.,neutral,fr
1930,"C'est nation, je déteste.",negative,fr
1931,"C'est marché, je déteste.",negative,fr
1932,pannier est cité.,neutral,fr
1933,"Franchement, orageux, c'est bien.",positive,fr
1934,peste — c'est nul.,negative,fr
1935,"C'est tourment, j'adore.",positive,fr
1936,vent est mentionné.,neutral,fr
1937,"C'est aliance, j'adore.",positive,fr
1938,À propos de testament.,neutral,fr
1939,On discute de mesure.,neutral,fr
1940,À propos de proportion.,neutral,fr
1941,sonde — c'est super !,positive,fr
1942,"C'est morçau, je déteste.",negative,fr
1943,"Honnêtement, pied, c'est mauvais.",negative,fr
1944,tempete est mentionné.,neutral,fr
1945,blaspheme — c'est super !,positive,fr
1946,"C'est desert, j'adore.",positive,fr
1947,"Honnêtement, desert, c'est mauvais.",negative,fr
1948,"Franchement, depot, c'est bien.",positive,fr
1949,"Honnêtement, lice, c'est mauvais.",negative,fr
1950,À propos de vaisseau.,neutral,fr
1951,"Honnêtement, vaisseau, c'est mauvais.",negative,fr
1952,desordonné — c'est super !,positive,fr
1953,On parle de famille.,neutral,fr
1954,"C'est autel, je déteste.",negative,fr
1955,"Franchement, autel, c'est bien.",positive,fr
1956,"Éviter de encensoir, ce n'est pas bien.",negative,fr
1957,À propos de son.,neutral,fr
1958,butin — c'est nul.,negative,fr
1959,dissipation est mentionné.,neutral,fr
1960,On parle de mille.,neutral,fr
1961,genoux est mentionné.,neutral,fr
1962,mortier est à considérer.,neutral,fr
1963,subi — c'est super !,positive,fr
1964,affaire est à considérer.,neutral,fr
1965,On parle de chose estorquée.,neutral,fr
1966,arme est mentionné.,neutral,fr
1967,aumône — c'est super !,positive,fr
1968,pocession — c'est super !,positive,fr
1969,On parle de bande.,neutral,fr
1970,À propos de drap.,neutral,fr
1971,linge est mentionné.,neutral,fr
1972,On parle de robe.,neutral,fr
1973,toile est mentionné.,neutral,fr
1974,extase — c'est nul.,negative,fr
1975,songe est mentionné.,neutral,fr
1976,fleur — c'est nul.,negative,fr
1977,proie est mentionné.,neutral,fr
1978,"Honnêtement, formule, c'est mauvais.",negative,fr
1979,scandale est mentionné.,neutral,fr
1980,On parle de defau.,neutral,fr
1981,On parle de faute.,neutral,fr
1982,antitype est mentionné.,neutral,fr
1983,habitude est mentionné.,neutral,fr
1984,On parle de jeu.,neutral,fr
1985,On parle de coutume.,neutral,fr
1986,nature est à considérer.,neutral,fr
1987,exactitude — c'est nul.,negative,fr
1988,À propos de toujours.,neutral,fr
1989,À propos de tradition.,neutral,fr
1990,À propos de usage.,neutral,fr
1991,À propos de exemple.,neutral,fr
1992,model — c'est super !,positive,fr
1993,long — c'est super !,positive,fr
1994,À propos de recette.,neutral,fr
1995,À propos de buisson.,neutral,fr
1996,fournaise est mentionné.,neutral,fr
1997,manteau — c'est super !,positive,fr
1998,"ver, c'est une bonne idée.",positive,fr
1999,"Franchement, complet, c'est bien.",positive,fr
2000,adapté — c'est super !,positive,fr
2001,À propos de qui convient.,neutral,fr
2002,On parle de complet.,neutral,fr
2003,À propos de assez util.,neutral,fr
2004,immonde est mentionné.,neutral,fr
2005,On parle de vetement.,neutral,fr
2006,cumin est mentionné.,neutral,fr
2007,opportun est mentionné.,neutral,fr
2008,À propos de bon moment.,neutral,fr
2009,À propos de actuel.,neutral,fr
2010,On discute de moment.,neutral,fr
2011,ocassion est cité.,neutral,fr
2012,On discute de saison.,neutral,fr
2013,temps est à considérer.,neutral,fr
2014,train est cité.,neutral,fr
2015,epoque est à considérer.,neutral,fr
2016,À propos de delais.,neutral,fr
2017,On parle de anterieurement.,neutral,fr
2018,"C'est aigle, je déteste.",negative,fr
2019,"C'est corbeau, je déteste.",negative,fr
2020,grave — c'est super !,positive,fr
2021,dur — c'est super !,positive,fr
2022,"Franchement, fort, c'est bien.",positive,fr
2023,vision — c'est super !,positive,fr
2024,talon est mentionné.,neutral,fr
2025,À propos de cuit.,neutral,fr
2026,"C'est fermé, je déteste.",negative,fr
2027,"Il faut pressoire, c'est utile.",positive,fr
2028,saint est mentionné.,neutral,fr
2029,saintement est mentionné.,neutral,fr
2030,pueté est mentionné.,neutral,fr
2031,On parle de sacré.,neutral,fr
2032,On discute de colere.,neutral,fr
2033,On parle de fureur.,neutral,fr
2034,"C'est diadème, je déteste.",negative,fr
2035,"C'est casque, je déteste.",negative,fr
2036,On discute de nouvelle creature.,neutral,fr
2037,"C'est mortel, j'adore.",positive,fr
2038,"Honnêtement, arhes, c'est mauvais.",negative,fr
2039,"Franchement, garant, c'est bien.",positive,fr
2040,"C'est garantie, j'adore.",positive,fr
2041,œuvres est mentionné.,neutral,fr
2042,parvis est mentionné.,neutral,fr
2043,À propos de eternellement.,neutral,fr
2044,"Franchement, à jamais, c'est bien.",positive,fr
2045,latin — c'est super !,positive,fr
