CILUBA,French,English,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation,Afrikaans_Translation
	Zevu,  Eléphant,elephant,Olifant,Indlovu,3.0,Positif,Mot,Elephant,Olifant
	Mulangi,  bouteille,bottle,Bottel,ibhodlela,4.0,Positif,Mot,bottle,bottel
	Mayi,  Eau,water,Water,Amanzi,3.0,Positif,Mot,Water,Water
	Muela,  Machette,machete,Kassie,I-Machete,-4.0,Negatif,Mot,Machete,Kapmes
	Kasuyi,  Hache,ax,Byl,I-ax,-4.0,Negatif,Mot,Ax,Byl
	Tshasu,  Bêche,spade,Graaf,I-spade,2.0,Positif,Mot,Spade,Graaf
	Nteta,  Bâche,tarpaulin,Seil,I-Tarpaulin,2.0,Positif,Mot,Tarpaulin,seildoek
	Bulalu,  Moussa,moussa,Moussa,I-Moussa,1.0,Positif,Mot,Moussa,Moussa
	Kuhenda,  Injurier,to insult,Vloek,Kulimale,-3.0,Negatif,Mot,Insult,Belediging
	Kutata,  Tamiser,sift,Sif,I-Sieve,4.0,Positif,Mot,Sift,Sif
	Tangila,  Regarde,look at,Kyk,Bheka,3.0,Positif,Mot,Look at,Kyk na
	Lala,  Dors,sleep,Slaap,Ukulala,2.0,Positif,Mot,Sleep,Slaap
	Anu,  Seulement,only,Slegs,Kuphela,5.0,Positif,Mot,Only,Slegs
	Angata,  Prends,take,Neem,Thatha,6.0,Positif,Mot,Take,Neem
	Ambula,  Transporte,transports,Dra,Uyaphatha,8.0,Positif,Mot,Transport,Vervoer
	Alunja,  Remet,hands over,Sit Terug,Isaphulelo,9.0,Positif,Mot,Hand over,Oorhandig
	Alukila,  Retourne,returns,Terug,Ukubuyisela,6.0,Positif,Mot,Return,Terugkeer
	Dikasa,  Pieds,feet,Voete,Izinyawo,5.0,Positif,Mot,Feet,Voete
	Amba,  Dit,said,Sê,Kusho,4.0,Positif,Mot,Said,Het gesê
	Ambakaja,  Superposer,superimpose,Superponeer,Mboza,4.0,Positif,Mot,Overlay,Oorleg
	Ambulula,  Répète,repeated,R herhaal,Ukuphindaphinda,1.0,Positif,Mot,Repeated,Herhaal
	Ambelu,  Dehors,out,Buite,Ngaphandle,3.0,Positif,Mot,Out,Uit
	Dilongo,  Assiette,plate,Bord,Ipuleti,2.0,Positif,Mot,Plate,Plaat
	BaLedi,  Parents,parents,Ouers,Abazali,6.0,Positif,Mot,Parents,Ouers
	Banga,  Commence,begin,Begin,Kuyaqala,7.0,Positif,Mot,Begin,Begin
	Tshifulu,  Chapeau,hat,Hoed,Isigqoko,8.0,Positif,Mot,Hat,Hoed
	Tshilamba,  Habit,dress,Klere,Umkhuba,9.0,Positif,Mot,Habit,Gewoonte
	Tshilamba,  Pond,pond,Dam,Ichibi,4.0,Positif,Mot,Pond,Dam
	Tshisamba,  Origine,origin,Oorsprong,Umsuka,3.0,Positif,Mot,Origin,Oorsprong
	Tshikadilu,  Comportement,behavior,Gedrag,Ukuziphatha,2.0,Positif,Mot,Behavior,Gedrag
	Manayi,  Jeu,game,Spel,Ngo-Th,2.0,Positif,Mot,Game,Spel
	Tshibulundu,  Ballon,ball,Bal,Ibhaluni,1.0,Positif,Mot,Ball,Bal
Cingu_mapanga,  Cigale,cicada,Sikada,I-Cicada,1.0,Positif,Mot,Cicada,Sikade
	Kuhanga,  Echoué,failed,Mislukteer,Yehlulekile,3.0,Positif,Mot,Failed,Misluk
	Kuhangila,  Manqué,lack,Gemis,Ilahlekile,-4.0,Negatif,Mot,Lack,Gebrek
	Dikenga,  Souffrance,suffering,Lyding,Ukuhlupheka,-3.0,Negatif,Mot,Suffering,Lyding
	Dikenga,  Galère,galley,Swaarkry,I-Galley,-4.0,Negatif,Mot,Galley,Kombuis
	Dinanga,  Amour,love,Liefde,Uthando,3.0,Positif,Mot,Love,Liefde
	Dignoka,  Punition,punishment,Straf,Isijeziso,2.0,Positif,Mot,Punishment,Straf
	Mubanji,  Riche,rich,Ryk,Ecebile,1.0,Positif,Mot,Rich,Ryk
	Bulanda,  Pauvreté,poverty,Armoede,Ubumpofu,-5.0,Negatif,Mot,Poverty,Armoede
	Budisu,  Orgueil,pride,Trots,Ukuziqhenya,-2.0,Negatif,Mot,Pride,Trots
	Dihoyi,  Misère,misery,Ellende,Ubumpofu,-1.0,Negatif,Mot,Misery,Ellende
	Matandu,  Querelle,quarrel,Rusie,I-quarrel,-1.0,Negatif,Mot,Quarrel,Rusie
	Bulaku,  Injure,insult,Belediging,Ukulimala,-1.0,Negatif,Mot,Insult,Belediging
	Mujika,  Célibataire,Single,Enkellopend,Okungashadile,4.0,Negatif,Mot,Bachelor,Baccalaureus
	Mulobi,  Conducteur,driver,Bestuurder,Umshayeli,5.0,Positif,Mot,Driver,Bestuurder
	Mibi,  Pécher,sin,Sonde,Ukona,-3.0,Negatif,Mot,Sin,Sonde
	Kakone,  ÉcoMotiste,economist,Ekomotoris,I-EcoMotist,7.0,Positif,Mot,EcoMotist,EkoMotis
	Magnimela,  Ingénieur,engineer,Ingenieur,Unjiniyela,7.0,Positif,Mot,Engineer,Ingenieur
	Bihu,Punaise,thumbtack,Gogga,Isinambuzane sombhede,-1.0,Negatif,Mot,Thumbtack,Duimnaald
bilunga,patate,potato,aartappel,amazambane,5.0,Positif,Mot,potato,aartappel
mayi,eau,water,water,Amanzi,8.0,Positif,Mot,water,water
Nsoku,singe,monkey,aap,inkawu,-3.0,Negatif,Mot,monkey,aap
dinanga,amour,love,liefde,uthando,8.0,Positif,Mot,love,liefde
kanemu,respect,respect,respek,inhlonipho,7.0,Positif,Mot,respect,respek
ditumikila,obeissance,obedience,gehoorsaamheid,ukulalela,6.0,Positif,Mot,obedience,gehoorsaamheid
lusa,pardon,pardon,vergifnis,ngiyaxolisa,8.0,Positif,Mot,pardon,verskoning
luaku,viens,come on,kom,woza,5.0,Positif,Mot,come,kom
kuata,prend,takes,neem,kuthatha,7.0,Positif,Mot,takes,neem
lusaa,pitié,pity,genade,isihawu,5.0,Positif,Mot,pity,jammerte
kalulu,lapin,rabbit,haas,unogwaja,4.0,Positif,Mot,rabbit,konyn
nioka,serpent,snake,slang,inyoka,-2.0,Negatif,Mot,snake,slang
mpatu,canard,duck,eend,idada,3.0,Positif,Mot,duck,eend
masanka,joie,joy,vreugde,injabulo,3.0,Positif,Mot,joy,vreugde
bipeta,resultat,result,resultaat,umphumela,3.0,Positif,Mot,result,resultaat
nsuki,cheuveux,hair,hare,i-cheuveux,3.0,Positif,Mot,hair,hare
nkuasa,chaise,chair,stoel,isihlalo,3.0,Positif,Mot,chair,stoel
tshibasa,banc,bench,bankie,ibhentshi,3.0,Positif,Mot,bench,bankie
mapapa,babouche,slippers,pantoffel,ihlibhisi,3.0,Positif,Mot,babouche,babouche
bisabata,chaussure,shoe,skoen,isicathulo,3.0,Positif,Mot,shoe,skoen
dilata,tole,sheet metal,plaatmetaal,i-tole,3.0,Positif,Mot,sheet metal,plaatmetaal
mpusu,chat,cat,kat,Ikati,3.0,Positif,Mot,cat,kat
luremba,caholin,caholin,caholin,i-caholin,3.0,Positif,Mot,caholin,kaholin
nkotshi,veste,jacket,baadjie,ibhantshi,3.0,Positif,Mot,jacket,baadjie
muanya,diasteme,diastema,diastema,i-diastma,3.0,Positif,Mot,diastema,diastema
ndaku,partez,leave,gaan,ukuhamba,3.0,Positif,Mot,leave,vertrek
kambumba,seau,bucket,emmer,ibhakede,3.0,Positif,Mot,bucket,emmer
kabasa,tabouret,stool,stoelgang,isikebhe,3.0,Positif,Mot,stool,stoelgang
mutshioku,fatigue,fatigue,moegheid,ukukhathala,-4.0,Negatif,Mot,fatigue,moegheid
kankudumbua,pigeon,pigeon,duif,ijuba,1.0,Positif,Mot,pigeon,duif
tshibuta,sac,bag,sak,isikhwama,1.0,Positif,Mot,bag,sak
musulu,riviere,river,rivier,umfula,1.0,Positif,Mot,river,rivier
lomba,demande,request,vra,isicelo,1.0,Positif,Verbe,request,versoek
luaku,viens,come on,kom,woza,1.0,Positif,Mot,come,kom
dikisha,repos,rest,rus,ukuphumula,1.0,Positif,Mot,rest,rus
losa,riz,rice,rys,ilayisi,1.0,Positif,Mot,rice,rys
nkunda,haricot,bean,boontjie,ubhontshisi,1.0,Positif,Mot,bean,boontjie
diba,montre,watch,kyk,bukela,1.0,Positif,Mot,watch,kyk
bubanji,richesse,wealth,rykdom,ingcebo,1.0,Positif,Mot,wealth,rykdom
Kunvua,ecouter,listen,luister,lalela,1.0,Positif,Verbe,listen,luister
Kumona,voir,see,sien,buka,1.0,Positif,Verbe,see,sien
Makasa,pied,foot,voet,unyawo,1.0,Positif,Mot,foot,voet
Kulamba,preparer,prepare,voorberei,lungiselela,1.0,Positif,Verbe,prepare,voorberei
Kuteka,deposser,to dispossess,sit neer,ukulahlwa kwempahla,1.0,Positif,Verbe,deposit,deposito
Kuangata,prendre,take,neem,thatha,1.0,Positif,Verbe,take,neem
Kuenda,marcher,to walk,loop,ukuhamba ngezinyawo,1.0,Positif,Verbe,to walk,om te loop
Kuvuala,porter,to carry,dra,ukugqoka,1.0,Positif,Verbe,to carry,om te dra
Kutela,coudre,sew,naai,thunga,1.0,Positif,Verbe,sew,naai
Kusumba,acheter,buy,koop,thenga,1.0,Positif,Verbe,buy,koop
Kuteka,deposer,deposit,deposito,idiphozithi,1.0,Positif,Verbe,deposit,deposito
Kusukula,nettoyer,to clean,skoonmaak,ihlanzekile,1.0,Positif,Verbe,to clean,om skoon te maak
Bisekiseki,legumes,vegetables,groente,amadumbe,1.0,Positif,Mot,vegetables,groente
Nsuwu,soupe,soup,sop,isobho,1.0,Positif,Mot,soup,sop
Kusomba,s'asoire,to sit down,sit,i-s 'osoire,1.0,Positif,Verbe,to sit,om te sit
menji,intelligence,intelligence,intelligente ensie,ubuhlakani,1.0,Positif,Mot,intelligence,intelligensie
Kuendesha,rouler,to roll,ry,ukugibela,1.0,Positif,Verbe,to roll,om te rol
Machinyi,voiture,car,motor,imoto,1.0,Positif,Mot,car,motor
Kadiendelandela,Moto,motorcycle,Motorfiets,Isithuthuthu,1.0,Positif,Mot,Motorcycle,Motorfiets
Dikalu,velo,bike,fiets,ibhayisikili,1.0,Positif,Mot,bike,fiets
Nsuki,cheveux,hair,hare,izinwele,1.0,Positif,Mot,hair,hare
Bilamba,habit,dress,klere,umkhuba,1.0,Positif,Mot,habit,gewoonte
Tshimanu,mure,blackberry,swartbessie,udonga,1.0,Positif,Mot,ripe,ryp
Kuwuyakana,respirer,breathe,asemhaal,phefumula,1.0,Positif,Verbe,breathe,asemhaal
Bukula,farine,flour,meel,ufulawa,1.0,Positif,Mot,flour,meel
Tshiomba,manioc,cassava,kassawe,i-cassava,1.0,Positif,Mot,cassava,kassawe
Matala,Maïs,but,Mielies,Ummbila,1.0,Positif,Mot,But,Maar
Menu,dents,teeth,tande,amazinyo,1.0,Positif,Mot,teeth,tande
Nshinga,fil,thread,draad,ucingo,1.0,Positif,Mot,thread,draad
Mievu,barbe,beard,baard,intshebe,1.0,Positif,Mot,beard,baard
Cilongo,fleur,flower,blom,imbali,1.0,Positif,Mot,flower,blom
Dilongu,assiete,plate,bord,i-asiete,1.0,Positif,Mot,plate,bord
Mbidika,crush,crush,verplettering,i-crush,1.0,Positif,Mot,crush,verplettering
Dikowu,gobelet,cup,koppie,indebe,1.0,Positif,Mot,cup,koppie
Tshiamua,fer,iron,yster,i-ayini,1.0,Positif,Mot,iron,yster
Buanga,médicaments,drugs,medisyne,imithi,1.0,Positif,Mot,drugs,dwelms
Milombu,prière,prayer,gebed,umthandazo,1.0,Positif,Verbe,prayer,gebed
Misambu,chanson,song,liedjie,iculo,1.0,Positif,Mot,song,liedjie
Tshisanji,radio,radio,radio,umsakazo,1.0,Positif,Mot,radio,radio
Kutemeshe,allumer,to light up,skakel aan,vula,1.0,Positif,Verbe,to light up,om op te lig
Bianza,main,hand,hand,isandla,1.0,Positif,Mot,hand,hand
Maboku,bras,arm,arm,ingalo,1.0,Positif,Mot,arm,arm
Kukuata,tenir,hold,hou vas,bamba,1.0,Positif,Verbe,hold,houvas
Nkosthi,veste,jacket,baadjie,ibhantshi,1.0,Positif,Mot,jacket,baadjie
Mutelu,chemise,shirt,hemp,ihembe,1.0,Positif,Mot,shirt,hemp
Nkanzu,robe,dress,rok,ingubo yokugqoka,1.0,Positif,Mot,dress,rok
Bimuma,fruits,fruits,vrugte,izithelo,1.0,Positif,Mot,fruits,vrugte
Mbota,bouton,button,knoop,sunduza inkinobho,1.0,Positif,Mot,button,knoppie
Disu,oeil,eye,oog,iso,1.0,Positif,Mot,eye,oog
Matshi,oreille,ear,oor,indlebe,1.0,Positif,Mot,ear,oor
Diulu,nez,nose,neus,ikhala,1.0,Positif,Mot,nose,neus
Tshifulu,chapeau,hat,hoed,isigqoko,1.0,Positif,Mot,hat,hoed
Kuenda,marcher,to walk,loop,ukuhamba ngezinyawo,1.0,Positif,Verbe,to walk,om te loop
Nshingu,cou,neck,nek,intamo,1.0,Positif,Mot,neck,nek
Mikolu,jambes,legs,bene,imilenze,1.0,Positif,Mot,legs,bene
Nzadi,ongle,nail,nael,izinzipho,1.0,Positif,Mot,nail,spyker
Kumusha,enlever,to remove,neem af,susa,1.0,Positif,Verbe,to remove,om te verwyder
tshivunga,jupons,petticoats,onderrokke,izilwane ezifuywayo,1.0,Positif,Mot,petticoats,onderrokke
nzala,famine,famine,hongersnood,indlala,1.0,Positif,Mot,famine,hongersnood
kumuana,Voir,see,Sien,Buka,1.0,Positif,Verbe,See,Sien
kunyema,Fuir,flee,Vlug,Baleka,1.0,Positif,Verbe,Flee,Vlug
kunaya,Jouer,play,Speel,Dlala,1.0,Positif,Verbe,Play,Speel
kuhotela,Importuner,to bother,Irriteer,Ngenisa,-5.0,Negatif,Verbe,To bother,Om te pla
tshisanji,Radio,radio,Radio,Umsakazo,3.0,Positif,Mot,Radio,Radio
mukaji,Femme,women,Vrou,Owesifazane,3.0,Positif,Mot,Women,Vroue
buimpa,Beauté,beauty,Skoonheid,Ubuhle,3.0,Positif,Mot,Beauty,Skoonheid
ndundu,Ballon,ball,Bal,Ibhaluni,3.0,Positif,Mot,Ball,Bal
bulaba,Terre,earth,Aarde,Umhlaba,3.0,Positif,Mot,Earth,Aarde
duilu,Ciel,sky,Hemel,Isibhakabhaka,3.0,Positif,Mot,Sky,Hemel
dibua,Pierre,rock,Klip,Itshe elikhulu,3.0,Positif,Mot,Rock,Rots
tshinkeunda,Papayer,papaya,Papajaboom,I-papaya,3.0,Positif,Verbe,Papaya,Papaja
tshiadi,Poitrine,chest,Bors,Isifuba,3.0,Positif,Mot,Chest,Bors
tshilama,Pagne,loincloth,Lendedoek,I-Pagne,3.0,Positif,Mot,loincloth,lendendoek
dikohu,Gobelet,cup,Beker,Inkomishi,3.0,Positif,Mot,Cup,Koppie
bisabata,Chaussure,shoe,Skoen,Isicathulo,3.0,Positif,Mot,Shoe,Skoen
tshibuta,Malette,briefcase,Aktetas,Ipotimende,3.0,Positif,Mot,Briefcase,Aktetas
muhanu,Pantalon,pants,Broek,Amabhulukwe,3.0,Positif,Mot,Pants,Broek
mutelu,Chemise,shirt,Hemp,Ihembe,3.0,Positif,Mot,Shirt,Hemp
nzala,Famine,famine,Hongersnood,Indlala,-7.0,Negatif,Mot,Famine,Hongersnood
nkuasa,Chaise,chair,Stoel,Isihlalo,2.0,Positif,Mot,Chair,Stoel
bula,Lit,bed,Bed,Umbhede,2.0,Positif,Mot,Bed,Bed
tshimfuanyi,Visage,face,Gesig,Ubuso,2.0,Positif,Mot,Face,Gesig
malata,Tôles,sheets,Plaatmetaal,Amashidi,2.0,Positif,Mot,Sheet metal,Plaatmetaal
bukula,Farine,flour,Meel,Inhlama,2.0,Positif,Mot,Flour,Meel
mucima,Foie,liver,Lewer,Isibindi,2.0,Positif,Mot,Liver,Lewer
ditabuja,Foi,faith,Geloof,Ukholo,2.0,Positif,Mot,Faith,Geloof
musangu,Fois,times,Tye,Izikhathi,2.0,Positif,Mot,Times,Tye
musambu,Chanson,song,Lied,Ingoma,2.0,Positif,Mot,Song,Liedjie
lubalenga,Rate,missed,Milt,Isilinganiso,2.0,Positif,Mot,Missed,Gemis
moyi,Cœur,heart,Hart,Inhliziyo,2.0,Positif,Mot,Heart,Hart
buloji,Sorcellerie,witchcraft,Heksery,Ubuthakathi,-5.0,Negatif,Mot,Witchcraft,Heksery
Oiseau=nyunyi,Oiseau,bird,Voël,Inyoni,6.0,Positif,Mot,Bird,Voël
nkosa,Souris,mouse,Muis,Igundane,-2.0,Negatif,Mot,Mouse,Muis
nyama,Animaux,animals,Diere,Izilwane ezifuywayo,1.0,Positif,Mot,Animals,Diere
dihota,Bêtise,stupidity,Domheid,Ubuwula,1.0,Positif,Mot,Stupidity,Domheid
kabonkoshi,Crane,skull,Skedel,I-crane,1.0,Positif,Mot,Skull,Skedel
kulala,Dormir,sleep,Slaap,Ukulala,1.0,Positif,Mot,Sleep,Slaap
tshikolowu,Torchon,dishcloth,Skottel,Ithawula,1.0,Positif,Mot,Dishcloth,Skottelgoeddoek
mutshi,Plante,plant,Plant,Isitshalo,1.0,Positif,Mot,Plant,Plant
mbindi,Corps,body,Liggaam,Umzimba,1.0,Positif,Mot,Body,Liggaam
nzembua,Courant,fluent,Hardloop,Qephuza,1.0,Positif,Mot,Fluent,Vlot
ngumu,Information,information,Inligting,Ulwazi,1.0,Positif,Mot,Information,Inligting
kuakula,Parler,talk,Praat,Shumayela,1.0,Positif,Verbe,Talk,Praat
kudia,Manger,eat,Eet,-Dla,1.0,Positif,Verbe,Eat,Eet
kuvila,Nier,deny,Ontken,Phika,1.0,Positif,Verbe,Deny,Weier
maja,Danse,dance,Dans,Gida,1.0,Positif,Verbe,Dance,Dans
kutuadija,Désormais,From now on,Van Nou Af,Kusuka manje,1.0,Positif,Mot,From now on,Van nou af
bulongama,Ordre,order,Bestel,Hlela,1.0,Positif,Mot,Order,Bestelling
tshitalu,Cadavre,corpse,Lyk,Isidumbu,-7.0,Negatif,Mot,Corpse,Lyk
lufu,Mort,dead,Dood,-Fileyo,-9.0,Negatif,Mot,Dead,Dood
nzambi,Dieu,God,God,UNkulunkulu,9.0,Positif,Mot,God,God
musalayi,Militaire,military,Militêr,-Nenkani,-2.0,Negatif,Mot,Military,Militêr
pulushi,Policier,police officer,Polisieman,Iphoyisa lendoda,-1.0,Negatif,Mot,Police officer,Polisiebeampte
kukumbaja,Ajouter,add,Voeg by,Enezelela,3.0,Positif,Verbe,Add,Voeg by
muloji,Sorcier,sorcerer,Towenaar,Iwumbuzane,-7.0,Negatif,Mot,Wizard,Towenaar
mianda,Histoire,history,Storie,Umlando,4.0,Positif,Mot,History,Geskiedenis
kuleja,Montrer,to show,Wys,Ukukhombisa,4.0,Positif,Mot,To show,Om te wys
bindidimbi,Image,picture,Beeld,Isithombe,4.0,Positif,Mot,Picture,Prentjie
ndumba,Pute,whore,Hoer,Isifebe,4.0,Positif,Mot,Whore,Hoer
nzubu,Maison,House,Huis,Ikhaya,4.0,Positif,Mot,Home,Tuis
kulama,Protéger,protect,Beskerm,Vikela,4.0,Positif,Verbe,Protect,Beskerm
nsentedi,Sentinelle,sentinel,Sen tinelle,Isithunywa,4.0,Positif,Mot,Sentinel,Sentinel
nyoka,Serpent,snake,Slang,Inyoka,-5.0,Negatif,Mot,Snake,Slang
bualu,Probleme,issue,Probleem,Izindaba okuphikiswana ngazo,3.0,Positif,Mot,Issue,Probleem
mudimu,Travail,work,Werk,Umsebenzi,3.0,Positif,Mot,Work,Werk
munyinyi,Viande,meat,Vleis,Inyama,3.0,Positif,Mot,Meat,Vleis
tshito,Plâtre,plaster,Pleister,Ukhonkolo,3.0,Positif,Mot,Plaster,Pleister
mputa,Plaie,wound,Wond,Limaza,3.0,Positif,Mot,Wound,Wond
tshimanu,Mur,wall,Muur,Udonga,3.0,Positif,Mot,Wall,Muur
tshingoma,Arme,armed,Wapen,-Hlomile,-3.0,Negatif,Mot,Armed,Gewapen
kulekela,Laisser,to leave,Los,Ukuhamba,5.0,Positif,Mot,To leave,Om te vertrek
kuehuka,Eviter,avoid,Vermy,Xwaya,5.0,Positif,Mot,Avoid,Vermy
muinshi,Pilon,pestle,Stamper,Nguonyana,5.0,Positif,Mot,Pestle,Stamper
muhanji,Malaxeur,mixer,Menger,Okokuxuba,5.0,Positif,Mot,Mixer,Menger
tshinu,Mortier,mortar,Mortier,Isigqulo,5.0,Positif,Mot,Mortar,Mortier
mpuku,Rat,rat,Rot,Igundane,5.0,Positif,Mot,Rat,Rot
mbindi,Corps,body,Liggaam,Umzimba,5.0,Positif,Mot,Body,Liggaam
luhangu,Parcelle,plot,Plot,Isakhiwo sendaba,5.0,Positif,Mot,Plot,Plot
lubilu,Vitesse,speed,Spoed,Isivinini,5.0,Positif,Mot,Speed,Spoed
tshibi,Porte,door,Deur,Isicabha,5.0,Positif,Mot,Door,Deur
disu,Œil,eye,Oog,Ihlo,5.0,Positif,Mot,Eye,Oog
ditshi,Oreille,ear,Oor,Indlebe,5.0,Positif,Mot,Ear,Oor
dinanga,Amour,love,Liefde,Thanda,5.0,Positif,Mot,Love,Liefde
mukanda,Livre,book,Boek,Ibhuku,5.0,Positif,Mot,Book,Boek
mutshi,Arbre,TREE,Boom,Isihlahla,5.0,Positif,Mot,TREE,BOOM
bukondo,Filet,net,Net,Inethi,5.0,Positif,Mot,Net,Netto
bisonsa,Herbes,herbs,Kruie,Amakhakhasi,5.0,Positif,Mot,Herbs,Kruie
mukidi,Canal,channel,Kanaal,Insungubezi,5.0,Positif,Mot,Channel,Kanaal
katumba,Tracteur,tractor,Trekker,Ugandaganda,5.0,Positif,Mot,Tractor,Trekker
mateta,Examen,exam,Ondersoek,Ukuhlola,5.0,Positif,Mot,Exam,Eksamen
lukombo,Balais,brooms,Besems,Imishanelo,5.0,Positif,Mot,Brooms,Besems
lumbombo,Hypocrisie,hypocrisy,Skeugeligheid,Ubuzenyesi,-6.0,Negatif,Mot,Hypocrisy,Skynheiligheid
Akula,parle,speak,praat,khuluma,2.0,Positif,Verbe,speak,praat
Akulula,reparler,talk again,praat weer,Khuluma futhi,2.0,Positif,Verbe,speak again,praat weer
Akaja,Arranger,arrange,Rangskik,Hlela,2.0,Positif,Verbe,Arrange,Rangskik
Akajulula,réarranger,rearrange,herrangskik,hlela kabusha,2.0,Positif,Verbe,rearrange,herrangskik
Ambulula,répète,repeated,herhaal,-phindaphiwe,2.0,Positif,Verbe,repeated,herhaal
Aluja,remet,hands over,sit terug,izandla ngaphezulu,2.0,Positif,Verbe,puts,plaas
Alujulula,réremettre,to hand over,sit weer,amukela,2.0,Positif,Verbe,hand over,oorhandig
Andamuna,repond,answers,antwoorde,ukuphendula,2.0,Positif,Verbe,answers,antwoorde
Ambuluja,dépêcher,hurry,maak gou,shesha,2.0,Positif,Verbe,dispatch,versending
Amba:dire,dire,say,sê,khuluma,2.0,Positif,Verbe,say,sê
Ambulula,répéter,repeat,herhaal,phinda,2.0,Positif,Verbe,repeat,herhaal
Angula,ramasser,pick up,tel op,Phakamisa,2.0,Positif,Verbe,pick up,optel
Angulula,reramasse,recollect,tel weer op,Thatha futhi,2.0,Positif,Verbe,pick up,optel
Ambakaja,superposer,superimpose,superponeer,ukuphukhulumisa,2.0,Positif,Verbe,layer,laag
Andamuna,répondre,answer,antwoord,impendulo,2.0,Positif,Verbe,answer,antwoord
Angata,prend,takes,neem,izakahlela,2.0,Positif,Verbe,takes,neem
Bukenka,lumière,light,lig,-mhlophe,2.0,Positif,Verbe,light,lig
Bikasa,cérémoniecoutumière,customary ceremony,gebruiklike seremonie,Umkhosi Owesiko,2.0,Positif,Mot,customary ceremony,gebruiklike seremonie
Buloba,terre,earth,aarde,inhlabathi,2.0,Positif,Mot,earth,aarde
Binsonji,leslarmes,tears,die trane,izinyembekathi,2.0,Positif,Mot,tears,trane
Bilela,jeu,game,spel,igemu,2.0,Positif,Mot,game,spel
Bilamba,habits,clothes,klere,izingubo,2.0,Positif,Mot,clothes,klere
Biluatu,vêtements,clothes,klere,izingubo,2.0,Positif,Mot,clothes,klere
Busuyi,Caboche,noggin,Knap,Inqwaba,2.0,Positif,Mot,Caboche,Caboche
Bufuki,créature,creature,wese,isilwane,2.0,Positif,Mot,creature,skepsel
Biunvuidi,écouteurs,headphones,oorfone,Ama-headphones,2.0,Positif,Mot,headphones,oorfone
Biuma,dote,dowry,bruidskat,isipho semali,2.0,Positif,Mot,dowry,bruidskat
Binvundu,désordres,disorders,gemors,ukuphaziseka,-8.0,Negatif,Mot,disorders,versteurings
Bilongu,fleurs,flowers,blomme,izimbali,6.0,Positif,Mot,flowers,blomme
Bunia,plier,bend,vou,gobisa,6.0,Positif,Verbe,bend,buig
Bulela,connaissance,awareness,kennis,ukuzwa,6.0,Positif,Mot,awareness,bewustheid
Bujitu,poind,point,gewig,khomba,6.0,Positif,Mot,weight,gewig
Bunsantu,sainteté,holiness,heiligheid,ubungcwele,6.0,Positif,Mot,holiness,heiligheid
Busenji,imbécillité,imbecility,onbevoegdheid,ukumbeílity,-3.0,Negatif,Mot,imbecility,onvermoë
Bantu,lesgens,people,mense,abantu,4.0,Positif,Mot,people,mense
Bansantu,lessaints,lessains,heiliges,Abangcwele,4.0,Positif,Mot,the trials,die proewe
Banjelu,lesanges,angels,engele,izingelosi,4.0,Positif,Mot,angels,engele
Buinvi,levol,theft,diefstal,inyohlilokazi,-7.0,Negatif,Mot,levol,levol
Buikila,ferme,farm,plaas,ipulazi,-5.0,Negatif,Mot,farm,plaas
Butaka,sexe,sex,seks,ubulili,3.0,Positif,Mot,sex,seks
Bualu,lit,bed,bed,umbhede,3.0,Positif,Mot,bed,bed
Bufuka,fertile,fertile,vrugbaar,-zothile,3.0,Positif,Mot,fertile,vrugbaar
Bueja,entre,between,tussen,ngaphakathi,3.0,Positif,Mot,between,tussen
Buatu,bateau,boat,boot,isikebhe,3.0,Positif,Mot,boat,boot
Benga,réfut,refutation,weerlegging,-buyembuliwe,3.0,Positif,Mot,refutation,weerlegging
Bukula,farine,flour,meel,incushuncushu,3.0,Positif,Mot,flour,meel
Busa,l'oseille,sorrel,suring,isingwana sesifulo,3.0,Positif,Mot,sorrel,suuring
Bundu,honte,shame,skaamte,amahloni,-7.0,Negatif,Mot,shame,skaamte
Bintu,choses,things,dinge,izinto,3.0,Positif,Mot,things,dinge
Bilela,blague,joke,grap,ihlaya,3.0,Positif,Mot,joke,grap
Bînenka,trèsbien,Alright,baie goed,Phenduleki,3.0,Positif,Mot,Alright,Goed so
Dîku,famille,family,familie,umndeni,3.0,Positif,Mot,family,familie
Bidia,foufou,crazy,mal,i-foufou,3.0,Positif,Mot,crazy,mal
Dikalu,vélo,bike,fiets,ibhanoyi,3.0,Positif,Mot,bike,fiets
Dikasa,pied,foot,stap,unyawo,3.0,Positif,Mot,foot,voet
Disambila,prière,prayer,gebed,isicelo,3.0,Positif,Mot,prayer,gebed
Dikumi,dix,ten,tien,ishumi,3.0,Positif,Mot,ten,tien
Difu,ventre,belly,maag,isisu,3.0,Positif,Mot,belly,maag
Diakalenga,bonheur,happiness,geluk,injabulo,3.0,Positif,Mot,happiness,geluk
Dîkisha,repot,repot,pot,phisha futhi,3.0,Positif,Mot,repot,oorplant
Dikumbi,parapluie,umbrella,sambreel,isambulela,3.0,Positif,Mot,umbrella,sambreel
Dindila,attente,waiting,wag,-lindizayo,3.0,Positif,Mot,waiting,wag
Disoso,trou,hole,gat,umgodi,3.0,Positif,Mot,hole,gat
Dikela,petittrou,small hole,klein gaatjie,umgodi omncane,3.0,Positif,Mot,smallhole,kleingat
Dilongu,casserole,pan,kastrol,ipani,3.0,Positif,Mot,pan,pan
