CILUBA,French,English,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation
kualukila,revenir,to come back,kom terug,buyela,3.0,Positif,Verbe,to come back
kuakula,parler,talk,praat,khuluma,3.0,Positif,Verbe,talk
kuya,partir,leave,verlaat,ukuhamba,3.0,Positif,Verbe,leave
kunyema,courir,run,hardloop,ukugijima,3.0,Positif,Verbe,run
kuyalubilu,fuir,flee,vlug,baleka,3.0,Positif,Verbe,flee
kudila,pleurer,cry,huil,khala,-4.0,Negatif,Verbe,cry
kunyingalala,regretter,regret,spyt,ukuzisola,-3.0,Negatif,Verbe,regret
kutangalaja,disperser,disperse,versprei,hlakaza,-6.0,Negatif,Verbe,disperse
kuabanya,partager,share,deel,yabelana,3.0,Positif,Verbe,share
kuakaja,ranger,to put away,wegsit,umlindi,5.0,Positif,Verbe,ranger
kuhangila,manque,lack,gebrek,ayikho,-3.0,Negatif,Verbe,lack
kulenga,toucher,to touch,raak,thinta,4.0,Positif,Verbe,to touch
kukuata,attrapper,catch,gryp,bamba,4.0,Positif,Verbe,catch
kuseka,sourir,smile,glimlag,ukumamatheka,3.0,Positif,Verbe,smile
kuakaja,corriger,to correct,korrigeer,ilungile,3.0,Positif,Verbe,to correct
kuhetulula,recevoir,receive,ontvang,thola,3.0,Positif,Verbe,receive
kumuanununa,revoir,goodbye,hersien,ukuphawula,3.0,Positif,Verbe,goodbye
kufunda,accuser,accuse,beskuldig,ukumangalela,-4.0,Negatif,Verbe,accuse
kutalama,vigilant,vigilant,waaksaam,uqaphile,3.0,Positif,Verbe,vigilant
kuangata,prendre,take,neem,thatha,3.0,Positif,Verbe,take
kubenga,refuser,refuse,weier,Enqaba,-5.0,Negatif,Verbe,refuse
kunanga,aimer,to like,liefde,thanda,3.0,Positif,Verbe,to like
kuheta,reception,reception,ontvangs,i-reception,3.0,Positif,Verbe,reception
kusambila,prier,pray,bid,thandaza,3.0,Positif,Verbe,pray
kuenzabibi,pecher,sin,sondig,i-pecher,-3.0,Negatif,Verbe,sin
kuyisha,precher,preach,preek,shumayela,3.0,Positif,Verbe,preach
kumanyisha,informer,inform,inlig,yazisa,3.0,Positif,Verbe,inform
kuamba,communiquer,communicate,kommunikeer,xhumana,3.0,Positif,Verbe,communicate
kuhecha,offrir,to offer,aanbied,isaphulelo,3.0,Positif,Verbe,to offer
kunyingalaja,offenser,offend,aanstoot gee,ukucasula,3.0,Positif,Verbe,offend
kumbuka,quitter,to leave,los,phuma,-4.0,Negatif,Verbe,to leave
kututa,frapper,hit,slaan,hit,-3.0,Negatif,Verbe,hit
kozola,dessiner,draw,trek,dweba,3.0,Positif,Verbe,draw
bubanji,richesse,wealth,rykdom,ingcebo,4.0,Positif,Mot,wealth
disanka,joie,joy,vreugde,injabulo,3.0,Positif,Mot,joy
lukinu,haine,hate,haat,inzondo,-3.0,Negatif,Mot,hate
ciji,mechant,wicked,slegte,i-mechant,-4.0,Negatif,Mot,wicked
kutuma,envoyer,send,stuur,thumela,3.0,Positif,Verbe,send
kusumba,acheter,buy,koop,thenga,3.0,Positif,Verbe,buy
kuambulula,repeter,repeat,herhaal,phinda,3.0,Positif,Verbe,repeat
kuamba,dire,say,sê,bathi,3.0,Positif,Verbe,say
kusokoka,cacher,hide,versteek,fihla,-3.0,Negatif,Verbe,hide
kuleja,exposer,expose,uitstal,dalula,3.0,Positif,Verbe,expose
nkuasa,chaise,chair,stoel,isihlalo,3.0,Positif,Verbe,chair
mesa,table,table,tafel,itafula,3.0,Positif,Mot,table
katambua,tabourer,to tabor,stoelgang,i-tabourer,3.0,Positif,Mot,stool
kukola,grandire,grow up,groei,khulisa,3.0,Positif,Verbe,grow up
kubanda,monter,to go up,klim,Phakamisa,3.0,Positif,Verbe,to go up
kupueka,desandre,desandre,ontsand,i-desander,3.0,Positif,Verbe,desandre
kualukila,reguler,regulate,reguleer,lawula,3.0,Positif,Verbe,regulate
meji,sagesse,wisdom,wysheid,ukuhlakanipha,3.0,Positif,Mot,wisdom
dinanga,amour,love,liefde,uthando,3.0,Positif,Mot,love
lungenji,intelligence,intelligence,intelligensie,ubuhlakani,3.0,Positif,Mot,intelligence
kudila,pleurer,cry,huil,khala,-3.0,Negatif,Verbe,cry
cibuta,sac,bag,sak,isikhwama,3.0,Positif,Mot,bag
lupangu,parcelle,plot,plot,icebo,3.0,Positif,Mot,plot
nzubu,maison,House,huis,indlu,3.0,Positif,Mot,House
citendelelu,eglise,church,kerk,isonto,5.0,Positif,Mot,church
lumuenu,miroir,mirror,spieël,isibuko,4.0,Positif,Mot,mirror
kulombola,diriger,direct,rig,ukuhola,2.0,Positif,Verbe,direct
kutela,proclamer,proclaim,prokl bitter,memezela,4.0,Positif,Verbe,proclaim
kukumbaja,ajouter,add,voeg by,Engeza,6.0,Positif,Verbe,add
kudia,manger,eat,eet,udle,3.0,Positif,Verbe,eat
kuheja,saboter,sabotage,sabotasie,ukucekela phansi,-5.0,Negatif,Verbe,sabotage
kuakula,parler,talk,praat,khuluma,3.0,Positif,Verbe,talk
kulongolola,preparer,prepare,voorberei,lungiselela,6.0,Positif,Verbe,prepare
kuinyika,Motmer,motmer,Moeder,I-Motmer,3.0,Positif,Verbe,Motmer
kuiba,voler,fly,steel,fly,-2.0,Negatif,Verbe,fly
kuangatulula,reprendre,to resume,CV,qhubeka futhi,5.0,Positif,Verbe,to resume
terminer,finir,finish,voltooi,qeda,4.0,Positif,Verbe,finish
cilongelu,ecole,school,skool,isikole,6.0,Positif,Mot,school
kuntetula,copier,copy,kopieer,kopisha,3.0,Positif,Verbe,copy
kukehecha,diminuer,decrease,verminder,nciphisa,-3.0,Negatif,Verbe,decrease
kuambula,transporter,carry,dra,ezokuthutha,3.0,Positif,Verbe,carry
njila,route,road,pad,umgwaqo,4.0,Positif,Mot,road
machinyi,vehucule,vehicle,voertuig,i-vehucule,4.0,Positif,Mot,vehicle
kusambuka,traverser,to cross,oorsteek,isiphambano,4.0,Positif,Verbe,to cross
cilamba,pont,bridge,brug,ibhuloho,3.0,Positif,Mot,bridge
kuikila,atterir,land,land,izwe,4.0,Positif,Verbe,land
cisumbu,groupe,band,groep,Iqembu,5.0,Positif,Mot,band
mukanda,livre,book,boek,bhukha,4.0,Positif,Mot,book
mukandawanzambi,bible,Bible,bybel,ibhayibheli,3.0,Positif,Mot,Bible
mutelu,chemise,shirt,hemp,ihembe,2.0,Positif,Mot,shirt
mupanu,pantalon,pants,broek,ibhulukwe,5.0,Positif,Mot,pants
kusangisha,ransembler,to reassemble,versamel,i-ransemble,3.0,Positif,Verbe,gather
kuakaja,nettoyer,to clean,skoonmaak,ihlanzekile,4.0,Positif,Verbe,to clean
kuteka,placer,place,plek,indawo,4.0,Positif,Verbe,place
kubusha,enlever,to remove,neem af,susa,3.0,Positif,Verbe,to remove
kunvuala,porter,to carry,dra,ukugqoka,2.0,Positif,Verbe,to carry
kuimba,chanter,sing,sing,cula,4.0,Positif,Verbe,sing
kuiba,voler,fly,vlieg,fly,-3.0,Negatif,Verbe,fly
kushituluka,changer,to change,verander,shintsha,5.0,Positif,Verbe,to change
kueza,faire,TO DO,doen,yenza,4.0,Positif,Verbe,TO DO
kuya,Aller,go,Gaan,Hamba,3.0,Positif,Verbe,Go
kunanga,Aimer,to like,Lief hê,Thanda,3.0,Positif,Verbe,To like
kudia,Manger,eat,Eet,Ukudla,3.0,Positif,Verbe,Eat
kunua,Boire,drink,Drink,Ukuphuza,4.0,Positif,Verbe,Drink
kuimba,Chanter,sing,Sing,Cula,5.0,Positif,Verbe,Sing
kuja,Danser,to dance,Dans,Ukudansa,5.0,Positif,Verbe,To dance
kulonga,Étudier,to study,Studeer,Isifundo,5.0,Positif,Verbe,To study
kuakula,Parler,talk,Praat,Khuluma,5.0,Positif,Verbe,Talk
kuteleja,Écouter,listen,Luister,Lalela,3.0,Positif,Verbe,Listen
kutangila,Regarder,look,Kyk,Buka,2.0,Positif,Verbe,Look
kufunda,Écrire,to write,Skryf,Bhala,2.0,Positif,Verbe,To write
kunyema,Courir,run,Hardloop,Ukugijima,1.0,Positif,Verbe,Run
kuenda,Marcher,to walk,Loop,Ukuhamba ngezinyawo,1.0,Positif,Verbe,To walk
kutumpika,Sauter,jump,Spring,Yeqa,3.0,Positif,Verbe,Jump
kuiba,Voler,fly,Vlieg,Ukundiza,-4.0,Negatif,Verbe,Fly
kowela,Nager,swim,Swem,Ukubhukuda,4.0,Positif,Verbe,Swim
shinga,file,file,ry,ifayela,2.0,Positif,Mot,file
kubuka,Voyager,to travel,Reis,Uhambo,2.0,Positif,Verbe,To travel
kubabidila,Prévoir,to expect,Beplan,Qagela,1.0,Positif,Verbe,To expect
kuidila,Attendre,to wait for,Wag weer,Linda,3.0,Positif,Verbe,To wait for
kuakidila,Embrasser,to kiss,Soen,Kiss,3.0,Positif,Verbe,To kiss
kusela,Épouser,marry,Trou,Shada,4.0,Positif,Verbe,Marry
kuedesha,Conduire,to drive,Ry,Shayela,3.0,Positif,Verbe,To drive
tshibuta,sac,bag,Tas,isikhwama,4.0,Positif,Mot,bag
kuloba,Pêcher,sin,Vis,Ukudoba,4.0,Positif,Verbe,Sin
kulota,Rêver,dream,Droom,Iphupho,3.0,Positif,Verbe,Dream
kuindila,Attendre,to wait for,Wag,Linda,2.0,Positif,Verbe,To wait for
kuitaba,Croire,believe,Glo,Kholelwa,1.0,Positif,Verbe,Believe
kuakidila,Recevoir,receive,Ontvang,Thola,3.0,Positif,Verbe,Receive
kufila,Donner,give,Gee,Nikeza,3.0,Positif,Verbe,Give
kupeta,Avoir,to have,Het,Unakho,3.0,Positif,Verbe,To have
kuikala,Être,be,Wees,Ukuba,3.0,Positif,Verbe,Be
kueza,Faire,TO DO,Doen,Enza,3.0,Positif,Verbe,Do
kuakidila,Accueillir,to welcome,Verwelkom,Siyakwamukela,3.0,Positif,Verbe,To welcome
kusomba,Louer,to rent out,Prys,Qasha,2.0,Positif,Verbe,To rent out
kubandisha,Elever,to raise,Verhoog,Phakamisa,3.0,Positif,Verbe,Elevate
kumanya,Savoir,know,Weet,Ulwazi,2.0,Positif,Verbe,Know
kulua,Venir,come,Kom,Iyeza,3.0,Positif,Verbe,Come
kuya,Partir,leave,Verlaat,Shiya,2.0,Positif,Verbe,Leave
kualukila,Rentrer,to return,Terugkeer,Phindela,2.0,Positif,Verbe,To return
kulopoka,Sortir,to go out,Uitgaan,Phuma,4.0,Positif,Verbe,To go out
kuangula,Découvrir,discover,Ontdek,Thola,3.0,Positif,Verbe,Discover
kufuka,Inventer,invent,Uitvind,Ukusungula,4.0,Positif,Verbe,Invent
kuibaka,Construire,build,Bou,Yakha,3.0,Positif,Verbe,Build
kabubula,Détruire,destroy,Vernietig,Cekela phansi,-3.0,Negatif,Verbe,Destroy
kukosa,Casser,to break,Breek,Ikhefu,-3.0,Negatif,Verbe,To break
kukepesha,Réduire,reduce,Verminder,Vala,-4.0,Negatif,Verbe,Reduce
kuvua,Comprendre,to understand,Verstaan,Qonda,3.0,Positif,Verbe,To understand
kulonga,Apprendre,learn,Leer,Funda,4.0,Positif,Verbe,Learn
kulongesha,Enseigner,teach,Onderrig,Ukufundisa,4.0,Positif,Verbe,Teach
kelesha,Proposer,to propose,Voorstel,Phakamisa,3.0,Positif,Verbe,To propose
kubenga,Refuser,refuse,Weier,Enqaba,-3.0,Negatif,Verbe,Refuse
kusungula,Choisir,choose,Kies,Khetha,3.0,Positif,Verbe,Choose
kuva,Écouter,listen,Luister,Lalela,5.0,Positif,Verbe,Listen
kumona,Observer,observe,Neem waar,Buka,2.0,Positif,Verbe,Observe
kuelalungenyi,Réfléchir,to reflect on,Reflekteer,Cabanga,3.0,Positif,Verbe,To reflect on
kudikonkoloja,Méditer,meditate,Mediteer,Zindla,1.0,Positif,Verbe,Meditate
mutelu,Chémise,shirt,Hemp,I-Chemise,5.0,Positif,Verbe,Shirt
makasa,Pieds,feet,Voete,Izinyawo,3.0,Positif,Verbe,Feet
kutekemena,Espérer,hope,Hoop,Ithemba,2.0,Positif,Verbe,Hope
kuseka,Sourire,smile,Glimlag,Mamatheka,6.0,Positif,Verbe,Smile
kudila,Pleurer,cry,Huil,Ukukhala,-3.0,Negatif,Verbe,Cry
kukenya,Rire,laugh,Lag,Hleka,4.0,Positif,Verbe,Laugh
kuelalubila,Crier,shout,Skree,Khala,3.0,Positif,Verbe,Shout
kunungana,Chuchoter,whisper,Fluister,Hlebeza,-4.0,Negatif,Verbe,Whisper
kumanisha,Communiquer,communicate,Kommunikeer,Xhumana,2.0,Positif,Verbe,Communicate
kuvuija,Expliquer,explain,Verduidelik,Chaza,5.0,Positif,Verbe,Explain
kutubisha,Célébrer,celebrate,Vier,Gubha,4.0,Positif,Verbe,Celebrate
kututabikashi,Applaudir,applaud,'n Applous,Shayela ihlombe,2.0,Positif,Verbe,Applaud
kuitaba,Supporter,support,Ondersteun,Usizo,2.0,Positif,Verbe,Support
kubenga,Contester,challenge,Kompeteer,Ukuphikisana,4.0,Positif,Verbe,Challenge
kuditshipa,Jurer,swear,Vloek,Funga,6.0,Positif,Verbe,Swear
kushima,Mentir,lie,Lieg,Amanga,-4.0,Negatif,Verbe,Lie
kuyukila,Dire,say,Sê,Yithi,3.0,Positif,Verbe,Say
kulonda,Raconter,tell,Vertel,Tshela,2.0,Positif,Verbe,Tell
suki,Cheveux,hair,Hare,Izinwele,6.0,Positif,Mot,Hair
kubikila,Appeler,to call,Bel,Shaya ucingo,2.0,Positif,Verbe,To call
kuepuka,Eviter,avoid,Vermy,Gwema,5.0,Positif,Verbe,Avoid
kuakidila,Accueillir,to welcome,Verwelkom,Siyakwamukela,2.0,Positif,Verbe,To welcome
kuelamoyi,Saluer,greet,Groet,Bingelela,1.0,Positif,Verbe,Greet
kukelesha,Encourager,encourage,Moedig aan,Khuthaza,4.0,Positif,Verbe,Encourage
kukoleshangala,Consoler,console,Troos,I-console,2.0,Positif,Verbe,Console
kueza,Agir,act,Tree op,Thatha isinyathelo,3.0,Positif,Verbe,Act
kuadamuna,Réagir,react,Reageer,Phendula,5.0,Positif,Verbe,React
suki,Cheveux,hair,Hare,Izinwele,3.0,Positif,Mot,Hair
kukubaja,Accomplir,accomplish,Bereik,Feza,3.0,Positif,Verbe,Accomplish
kueza,Réaliser,realize,Besef,Finyelela,4.0,Positif,Verbe,Realize
kukuata,Réussir,succeed,Slaag,Phumelela,3.0,Positif,Verbe,Succeed
kubula,Échouer,fail,Misluik,Yehluleka,-3.0,Positif,Verbe,Fail
kulongolo,Améliorer,improve,Verbeter,Thuthukisa,3.0,Positif,Verbe,Improve
kushituluka,Changer,to change,Verander,Shintsha,5.0,Positif,Verbe,To change
kukudimuna,Transformer,transform,Transformeer,Shintsha,2.0,Positif,Verbe,Transform
kushitulula,Modifier,to modify,Wysig,Hlela,3.0,Positif,Verbe,To modify
kukukuila,Adorer,worship,Aanbid,Uthando,5.0,Positif,Verbe,Worship
kukina,Détester,hate,Haat,Inzondo,-4.0,Negatif,Verbe,Hate
kushebula,Ignorer,ignore,Ignoreer,Yeqa,-4.0,Negatif,Verbe,Ignore
kumanyinula,Reconnaître,recognize,Erken,Vuma,3.0,Positif,Verbe,Recognize
kuanyisha,Admirer,admire,Bewonder,Yazisa,2.0,Positif,Verbe,Admire
kunemeka,Respecter,respect,Respekteer,Inhlonipho,1.0,Positif,Verbe,Respect
Mujilu,Artère,artery,Slagaar,Umthambo,4.0,Positif,Mot,Artery
Muedi,Barbe,beard,Baard,Intshebe,4.0,Positif,Mot,Beard
Mukana,Bouche,mouth,Mond,Umlomo,2.0,Positif,Mot,Mouth
Diboko,Bras,arm,Arm,Ingalo,5.0,Positif,Mot,Arm
Bongo,Cerveau,brain,Brein,Ubuchopho,3.0,Positif,Mot,Brain
Lusuki,Cheveu,hair,Hare,Izinwele,2.0,Positif,Mot,Hair
Kampombe,Cheville,ankle,Enkel,I-ankle,5.0,Positif,Mot,Ankle
Lukofi,Cil,eyelash,Wimper,I-Eyelash,3.0,Positif,Mot,Eyelash
Muoyo,Cœur,heart,Hart,Inhliziyo,5.0,Positif,Mot,Heart
Muongo,Colonnevertebrale,spine,Ruggraat,Ikholomu ye-vertebral,3.0,Positif,Mot,Spine
Mbidi,Corps,body,Liggaam,Umzimba,6.0,Positif,Mot,Body
Lubadi,Cote,side,Rib,Isilinganiso,4.0,Positif,Mot,Side
Nsingu,Cou,neck,Nek,Intamo,3.0,Positif,Mot,Neck
Tshibalubalu,Crane,skull,Skedel,I-crane,6.0,Positif,Mot,Skull
Lukenyibu,Coude,elbow,Elmboog,Indololwane,3.0,Positif,Mot,Elbow
Tshibelo,Cuissse,thigh,Dybene,Umhlathi,2.0,Positif,Mot,Thigh
Dino,Dent,tooth,Tand,Amazinyo,1.0,Positif,Mot,Tooth
Munu,Doingt,doingt,Vinger,I-Doatingt,1.0,Positif,Mot,Doingt
Nyima,Dos,back,Rug,Emuva,1.0,Positif,Mot,Back
Dikaya,Epaule,shoulder,Skouer,Ihlombe,1.0,Positif,Mot,Shoulder
Tshifu,Estomac,stomach,Maag,Isisu,3.0,Positif,Mot,Stomach
Ditaku,Fesse,buttock,Boud,I-Buttock,4.0,Positif,Mot,Buttock
Mutshima,Foie,liver,Lewer,Isibindi,3.0,Positif,Mot,Liver
Mpala,Front,forehead,Voorkop,Ingaphambili,3.0,Positif,Mot,Forehead
Tshinu,Genou,knee,Knie,Idolo,5.0,Positif,Mot,Knee
Muminu,Gorge,throat,Keel,Umphimbo,5.0,Positif,Mot,Throat
Lukundu,Hanche,hip,Heup,I-Hip,2.0,Positif,Mot,Hip
Dila,Intestin,intestine,Darm,Isisu,2.0,Positif,Mot,Intestine
Mukolo,Jambe,leg,Been,Umlenze,5.0,Positif,Mot,Leg
Ditama,Joue,plays,Wang,Dlala,2.0,Positif,Mot,Plays
Ludimi,Langue,language,Tong,Ulimi,2.0,Positif,Mot,Language
Tshinsonyi,Larme,tear,Skeur,Khala izinyembezi,5.0,Positif,Mot,Tear
Mushiku,Lèvre,lip,Lip,I-Lip,6.0,Positif,Mot,Lip
Lubanga,Machoire,jaw,Kaak,I-Machoire,4.0,Positif,Mot,Jaw
Tshianza,Main,hand,Hand,Okuyinhloko,3.0,Positif,Mot,Hand
Lubanga,Menton,chin,Ken,I-Chin,4.0,Positif,Mot,Chin
Mumpenya,Moustache,mustache,Snor,I-Mustache,3.0,Positif,Mot,Mustache
Musunyi,Muscle,muscle,Spier,Umsipha,3.0,Positif,Mot,Muscle
Mumpempe,Narine,nostril,Neusgat,Ikhala,3.0,Positif,Mot,Nostril
Bongo,Nerf,nerve,Senuwee,Inzwa,2.0,Positif,Mot,Nerve
Diulu,Nez,nose,Neus,Ikhala,2.0,Positif,Mot,Nose
Muofo,Motbrile,motbrile,Motor,I-Motbrile,5.0,Positif,Mot,Motbrile
Dikoshi,Nuque,neck,Stut,Intamo,3.0,Positif,Mot,Neck
Disu,Œil,eye,Nek,Iso,3.0,Positif,Mot,Eye
Luzadi,Ongle,nail,Oog,Isipikili,3.0,Positif,Mot,Nail
Ditshi,Oreille,ear,Nael,Indlebe,3.0,Positif,Mot,Ear
Muanawankasa,Orteil,toe,Oor,Uzwane,3.0,Positif,Mot,Toe
Mufuba,Os,bone,Toon,OS:,2.0,Positif,Mot,Bone
Tshilafinyeb,Paupière,eyelid,Been,Ijwabu leso,6.0,Positif,Mot,Eyelid
Dikoba,Peau,skin,Ooglid,Isikhumba,5.0,Positif,Mot,Skin
Dikasa,Pied,foot,Vel,Unyawo,8.0,Positif,Mot,Foot
Nshingu,Poignet,wrist,Voet,Isihlakala,9.0,Positif,Mot,Wrist
Dikoma,Poing,fist,Pols,Isibhakela,4.0,Positif,Mot,Fist
Tshiadi,Poitrine,chest,Vuis,Isifuba,3.0,Positif,Mot,Chest
Tshiadi,Pouce,thumb,Borskas,Inch,2.0,Positif,Mot,Thumb
Mijilu,Pouls,pulse,Duim,I-pulse,1.0,Positif,Mot,Pulse
Tshisulusulu,Poumon,lung,Pols,Amaphaphu,6.0,Positif,Mot,Lung
Konyi,Rein,kidney,Long,Izinso,7.0,Positif,Mot,Kidney
Munyengu,Ride,wrinkled,Nier,Ukugibela,5.0,Positif,Mot,Wrinkled
Mate,Salive,saliva,Rimpel,Amathe,3.0,Positif,Mot,Saliva
Dibele,Sein,breast,Speeksel,Ibele,7.0,Positif,Mot,Breast
Dikiki,Sourcil,eyebrow,Borskas,I-Eyebrow,4.0,Positif,Mot,Eyebrow
Mashi,Sang,blood,Wenkbrou,Igazi,3.0,Positif,Mot,Blood
Bitoyikoyi,Squelette,skeleton,Bloed,I-skeleton,3.0,Positif,Mot,Skeleton
Tshisululu,Sueur,sweat,Skelet,Umjuluko,4.0,Positif,Mot,Sweat
Tshikankanya,Talon,heel,Sweet,Isithende,4.0,Positif,Mot,Heel
Mujilu,Veine,vein,Hak,I-Vein,2.0,Positif,Mot,Vein
Difu,Ventre,belly,Aar,Isisu,6.0,Positif,Mot,Belly
Mpala,Visage,face,Maag,Ubuso,4.0,Positif,Mot,Face
Dinda,Matin,Morning,Oggend,Ekuseni,3.0,Positif,Mot,Morning
Mujalamuwadida,Midi,noon,Middag,Emini,6.0,Positif,Mot,Noon
Dilolo,Soir,evening,Aand,Kusihlwa,4.0,Positif,Mot,Evening
Bufuku,Nuit,night,Nag,Ubusuku,-4.0,Negatif,Mot,Night
Dituku,Jour,day,Dag,Usuku,3.0,Positif,Mot,Day
Lubingu,Semaine,week,Week,Iviki,2.0,Positif,Mot,Week
Ngondo,Mois,month,Maand,Inyanga,1.0,Positif,Mot,Month
Tshidimu,Anneé,year,Jaar,Unyaka,2.0,Positif,Mot,Year
Munute,Minute,minute,Minuut,Umzuzu,7.0,Positif,Mot,Minute
Dida,Heure,hour,Uur,Isikhathi,8.0,Positif,Mot,Hour
Makelele,Hier,yesterday,Gister,"IzoloA date such as '23 May 2010', %e is the day, %B the month and %Y the year",9.0,Positif,Mot,Yesterday
Lelo,Aujourd'hui,Today,Vandag,Namuhla,4.0,Positif,Mot,Today
Makelela,Demain,tomorrow,Môre,Kusasa,3.0,Positif,Mot,Tomorrow
Dimwe,Lundi,Monday,Maandag,UMsombuluko,2.0,Positif,Mot,Monday
Dibiidi,Mardi,Tuesday,Dinsdag,ULwesibili,5.0,Positif,Mot,Tuesday
Disatu,Mercredi,Wednesday,Woensdag,ULwesithathu,8.0,Positif,Mot,Wednesday
Dinayi,Jeudi,THURSDAY,Donderdag,ULwesine,4.0,Positif,Mot,THURSDAY
Ditanu,Vendredi,Friday,Vrydag,ULwesihlanu,3.0,Positif,Mot,Friday
Disambombo,Samedi,SATURDAY,Saterdag,UMgqibelo,2.0,Positif,Mot,SATURDAY
Lumingu,Dimanche,Sunday,Sondag,ISonto,3.0,Positif,Mot,Sunday
Nyama,Animal,animal,Dier,Isilwane,2.0,Positif,Mot,Animal
Lubulubulu,Abeille,bee,By,Inyosi,5.0,Positif,Mot,Bee
Muanawamukoko,Agneau,lamb,Lam,IWundlu,7.0,Positif,Mot,Lamb
Mukanku,Aigle,eagle,Arend,Ukhozi,7.0,Positif,Mot,Eagle
Mpunda,Ane,donkey,Donkie,Imbongolo,3.0,Positif,Mot,Donkey
Ntande,Araignée,spider,Spinnekop,Isicabucabu,1.0,Positif,Mot,Spider
Ntuba,Autruche,ostrich,Volstruis,I-Chestnut,2.0,Positif,Mot,Ostrich
Dibata,Canard,duck,Eend,Idada,2.0,Positif,Mot,Duck
Kasha,Cerf,deer,Hert,Izinyamazane,5.0,Positif,Mot,Deer
Mfulansa,Chameau,camel,Kameel,Ikamela,6.0,Positif,Mot,Camel
Mpusu,Chat,cat,Kat,Ikati,7.0,Positif,Mot,Cat
Kabalo,Cheval,horse,Perd,Ihhashi,1.0,Positif,Mot,Horse
Mbuji,Chèvre,goat,Bok,Imbuzi,2.0,Positif,Mot,Goat
Kabwa,Chien,dog,Hond,Inja,4.0,Positif,Mot,Dog
Ngulube,Cochon,pig,Vark,Ingulube,5.0,Positif,Mot,Pig
Nzolo,Coq,rooster,Haan,I-rooster,6.0,Positif,Mot,Rooster
Lukala,Crabe,crab,Krap,Inkalankala,4.0,Positif,Mot,Crab
Tshiula,Crapaud,toad,Padda,Ithoyizi,7.0,Positif,Mot,Toad
Ngandu,Crocodile,crocodile,Krokodil,Ingwenya,7.0,Positif,Mot,Crocodile
Kabundi,Ecureuil,squirrel,Eekhoring,I-Squirrel,2.0,Positif,Mot,Squirrel
Nzevu,Eléphant,elephant,Olifant,Indlovu,4.0,Positif,Mot,Elephant
Dilandi,Escargot,snail,Slak,Umhlonyane,3.0,Positif,Mot,Snail
Kankenene,Fourmi,ant,Mier,Intuthwane,3.0,Positif,Mot,Ant
Ngomba,Girafe,giraffe,Kameelperd,Indlulamithi,5.0,Positif,Mot,Giraffe
Nsokumuntu,Gorille,gorilla,Gorilla,I-Gorilla,6.0,Positif,Mot,Gorilla
	Maleyaya,Malaria,malaria,Malaria,Umalaleveva,-3.0,Negatif,Mot,Malaria
	Malunvu,Alcool,alcohol,Alkohol,Utshwala,-4.0,Negatif,Mot,Alcohol
	Manga,Fétiche,fetish,Fetisj,I-Fetish,-3.0,Negatif,Mot,Fetish
	Ngumu, Information,information,Inligting,Imininingwane,3.0,Positif,Mot,Information
	Blaba,Sable,sand,Sand,Isihlabathi,6.0,Positif,Mot,Sand
	Buta,Sandre,pikeperch,Zander,I-Sandre,4.0,Positif,Mot,Sandre
	Makuta,Argent,money,Geld,Isiliva,5.0,Positif,Mot,Money
	Mamu,Mère,mother,Moeder,Umama,2.0,Positif,Mot,Mother
	Tatu, Père,father,Pa,Ubaba,6.0,Positif,Mot,Father
	Dilongesha,  Enseignement,education,Onderrig,Imfundo,7.0,Positif,Mot,Education
	Mulongeshi,  enseignant,teacher,Onderwyser,uthisha,9.0,Positif,Mot,teacher
	Kubungama,  Tristesse,sadness,Hartseer,Usizi,-4.0,Negatif,Mot,Sadness
	Musangu,  Oreiller,pillow,Kussing,Umcamelo,3.0,Positif,Mot,Pillow
Vunda_vunda,  Tourbillon,whirlwind,Warrelwind,I-Tourbillon,5.0,Positif,Mot,Whirlpool
	Nvula,  Pluie,rain,Reën,Imvula,3.0,Positif,Mot,Rain
	Bihu,  punaise,thumbtack,Gogga,ibhungane,2.0,Positif,Mot,thumbtack
	Songakaji,  Jeunefemme,young woman,Jong Vrou,Owesifazane osemusha,7.0,Positif,Mot,Young woman
	Songaluma,  Jeunehomme,young man,Jong Man,Insizwa,9.0,Positif,Mot,Young man
	Maseba,  Oncle,uncle,Oom,Umalume,6.0,Positif,Mot,Uncle
	tatumukaji,  Tante,aunt,Tante,U-anti,5.0,Positif,Mot,Aunt
kuenza	,  Faire,TO DO,Doen,Enza,2.0,Positif,Mot,Do
	Menyi,  Urine,urine,Urine,Umchamo,1.0,Positif,Mot,Urine
Tuasakadila,  Merci,THANKS,Dankie,Siyabonga,5.0,Positif,Mot,THANKS
	Kulala,  Dormir,sleep,Slaap,Ukulala,5.0,Positif,Mot,Sleep
	KuTuta,  Frappe,struck,Slaap,Isiteleka,-4.0,Negatif,Mot,Struck
Kunyungulaka,  Tourner,turn,Draai,Vula,3.0,Positif,Mot,Turn
	KuBâla,  Lire,read,Lees,Funda,4.0,Positif,Mot,Read
	KUdia,  Manger,eat,Eet,Ukudla,2.0,Positif,Mot,Eat
	Disama,  Maladie,disease,Siekte,Isifo,-2.0,Negatif,Mot,Disease
	Ufua,  Mort,dead,Dood,Ukufa,-3.0,Negatif,Mot,Dead
	Mufua,  Décédée,deceased,Oorlede,Kushonile,-1.0,Negatif,Mot,Deceased
	Lusa,  Pitié,pity,Jammer,Isihe,4.0,Positif,Mot,Pity
