CILUBA,French,Afrikaans,Score,Sentiment,Nature,English_Translation
ditunga,pays,land,2.0,Positif,Mot,country
kumuenena,dominer,domineer,2.0,Positif,Verbe,dominate
tshimenga,ville,stad,2.0,Positif,Mot,city
musoku,village,dorp,2.0,Positif,Mot,village
kuvuma,vibrer,vibreer,2.0,Positif,Mot,vibrate
mulondi,coureur,hardloper,2.0,Positif,Mot,runner
momunyi,voyan,siener,2.0,Positif,Mot,clairvoyant
nsanyanga,sentiment,gevoel,2.0,Positif,Mot,feeling
kujingila,souhaiter,wens,2.0,Positif,Verbe,to wish
kukehesha,reduire,verminder,2.0,Positif,Verbe,reduce
mavuala,Vagues,Golwe,-1.0,Negatif,Mot,Waves
tshipepela,tempête,storm,-3.0,Negatif,Mot,storm
kudiombo,décevoir,teleurstel,-7.0,Negatif,Verbe,disappoint
kusambakaja,melanger,meng,4.0,Positif,Verbe,mix
kufua,mourir,sterf,-9.0,Negatif,Verbe,die
kushima,mentir,lieg,-4.0,Negatif,Verbe,lie
kulomba,mendier,smeek,-3.0,Negatif,Verbe,beg
mulombi,mendiant,bedelaar,-2.0,Negatif,Mot,beggar
kukumbana,meriter,verdien,1.0,Positif,Verbe,deserve
dikumbana,merite,meriete,1.0,Positif,Verbe,deserved
mudimu,metier,werk,1.0,Positif,Verbe,job
mashimi,mensonge,lieg,1.0,Positif,Mot,lie
munyengi,cambrioleur,inbreker,-4.0,Negatif,Mot,burglar
lukombu,Balais,Besem,3.0,Positif,Mot,Brooms
dipeji,Papier,Papier,3.0,Positif,Mot,Paper
mapapa,Babouche,Babouche,3.0,Positif,Mot,Babouche
dingaya,Manguier,Mango,3.0,Positif,Mot,Mango
dinyuka,Éponge,Spons,3.0,Positif,Mot,Sponge
sabanga,Savon,Seep,3.0,Positif,Mot,Soap
dilata,Tôle,Lak,3.0,Positif,Mot,Sheet metal
dibaya,Bois,Hout,3.0,Positif,Mot,Drink
cikolora,Torchon,Skotdoek,3.0,Positif,Mot,Dishcloth
nshiba,Bambou,Bamboes,3.0,Positif,Mot,Bamboo
nfatshiaka,Français,Franse,3.0,Positif,Mot,French
Tshina,Puit,Put,3.0,Positif,Mot,Well
luesu,Marmite,Pot,3.0,Positif,Mot,Pot
mbabula,Brasero,Voorpot,3.0,Positif,Mot,Brazier
nkutu,Cuillère,Lepel,3.0,Positif,Mot,Spoon
muhanji,Malaxeur,Menger,3.0,Positif,Mot,Mixer
Malala,Braise,Skooltjies,3.0,Positif,Mot,Braised
mesa,Table,Tafel,4.0,Positif,Mot,Table
nkuasa,Chaise,Stoel,4.0,Positif,Mot,Chair
kabadi,Armoire,Kas,4.0,Positif,Mot,Cupboard
mufuku,Sac,Sak,4.0,Positif,Mot,Bag
dikopu,Gobelet,Beker,4.0,Positif,Mot,Cup
dilongu,Assiette,Bord,4.0,Positif,Mot,Plate
didiotu,Brique,Baksteen,4.0,Positif,Mot,Brick
mpanu,Poêle,Stof,4.0,Positif,Mot,Stove
nsuki,Cheveux,Haar,4.0,Positif,Mot,Hair
mashinyi,Voiture,Motor,4.0,Positif,Mot,Car
bulalu,Lit,Bed,4.0,Positif,Mot,Bed
nshinga,File,Lêer,4.0,Positif,Mot,File
difikadimpa,Bienvenue,Welkom,4.0,Positif,Mot,Welcome
diewukanimenjicienabualu,Éluder,Ontwyk er,4.0,Positif,Verbe,Evade
dianganimushingamukanemu,Ladéférence,Eerbied,4.0,Positif,Mot,The reference
dinianga,Annihiler,Vernietig,4.0,Positif,Verbe,Annihilate
divula,Exacerber,Vererger,4.0,Positif,Verbe,Exacerbate
Dijingilabuimpabuabakuabu,Bienveillance,Welwillendheid,4.0,Positif,Mot,Kindness
mutoka(butoka)clair,Limpide,Helder,4.0,Positif,Mot,Crystal clear
dépression(dibungama),Mélancolie,Melankolie,4.0,Positif,Mot,Melancholy
dinyunluka,Graviter,Gegraviteer,4.0,Positif,Verbe,Gravitate
critiqueviolente;kubishamucinyangu,Diatribe,Tirel,4.0,Positif,Mot,Diatribe
puhela;pauvreté,Indigence,Armoede,4.0,Positif,Mot,Poverty
dote,Biuma,Biuma,4.0,Positif,Mot,Biuma
kusela,Marier,Trou,4.0,Positif,Verbe,Marry
kuipata,Chasser,Jag,4.0,Positif,Verbe,Hunt
kuelatshituha,Embrasser,Soen,4.0,Positif,Verbe,To kiss
kukolowa,Torcher,Fakkel,4.0,Positif,Verbe,Torcher
kushipa,Tuer,Doodmaak,-3.0,Negatif,Verbe,Kill
kuloba,Pêcher,Vis,2.0,Positif,Verbe,Sin
tshilembi,Chasseur,Jagter,2.0,Positif,Verbe,Hunter
munganga,Médecin,Geneesheer,2.0,Positif,Mot,Doctor
mondopi,Guérisseur,Geneser,2.0,Positif,Verbe,Healer
mupandishi,Sauveur,Verlosser,2.0,Positif,Verbe,Savior
kuimba,Chanter,Sing,2.0,Positif,Verbe,Sing
kutanda,Tonner,Donderweer,2.0,Positif,Verbe,Thunder
kutanta,Émerger,Te voorskyn,2.0,Positif,Verbe,Emerge
kututa,Tapper,Tik,2.0,Positif,Verbe,Tapper
kuambula,Puiser,Trek,2.0,Positif,Verbe,Draw
kuangata,Puiser,Trek,2.0,Positif,Verbe,Draw
matandu,Dispute,Argument,-4.0,Negatif,Verbe,Dispute
kututa,Congner,Kongres,-6.0,Negatif,Verbe,Congner
kubonda,Presser,Druk,2.0,Positif,Verbe,Squeeze
disanka,Allégresse,Vreugde,2.0,Positif,Mot,Joy
anyima,Âme,Siel,2.0,Positif,Mot,Soul
Diyi,Voix,Stem,2.0,Positif,Mot,Voice
tshiamua,Feràrepasser,Yster,2.0,Positif,Mot,iron
kuamuisha,Allaiter,Borsvoed,2.0,Positif,Verbe,Breast-feed
kuanyisha,Admirer,Bewonder,2.0,Positif,Verbe,Admire
kuambula,Transporter,Dra r,2.0,Positif,Verbe,Carry
kutuala,Amener,Bring,2.0,Positif,Verbe,To bring
kuela,Submerger,Dompel,2.0,Positif,Verbe,Overwhelm
kuela,Tremper,Week,2.0,Positif,Verbe,Soak
kuela,Mettre,Sit,2.0,Positif,Verbe,Put
kulongolola,Préparer,Berei voor,2.0,Positif,Verbe,Prepare
kulamba,Cuisiner,Kook,2.0,Positif,Verbe,Cook
nsangilu,Assemblée,Vergadering,2.0,Positif,Verbe,Assembly
Nzambi,Dieu,God,2.0,Positif,Mot,God
Mfumu,Seigneur,Here,2.0,Positif,Mot,Lord
yehowa,Jéhovah,Jehovah,2.0,Positif,Mot,Jehovah
muennenu,Avis,Kennisgewing,2.0,Positif,Mot,Notice
tshienabualu,Thème,Tema,2.0,Positif,Mot,Theme
wabukolabonso,Tout-puissant,Almagtig,2.0,Positif,Mot,Almighty
sainteté,Tshijila,Tshijila,2.0,Positif,Mot,Tshijila
kutumbisha,Glorifier,Verheerlik,2.0,Positif,Mot,Glorify
kuenzela,Utiliser,Gebruik,2.0,Positif,Verbe,To use
kukanga,Bloquer,Blok,2.0,Positif,Verbe,To block
kulongesha,Enseigner,Leer,2.0,Positif,Verbe,Teach
kulongolola,Arranger,Rangskik,2.0,Positif,Verbe,Arrange
pandalala,Trompette,Trompet,2.0,Positif,Mot,Trumpet
ngoma,Drum,Trom,2.0,Positif,Mot,Drum
madimba,Xylophone,Xylofoon,2.0,Positif,Mot,Xylophone
ngoma,Batterie,Tromstel,2.0,Positif,Mot,Battery
tshindidimbi,Image,Beeld,2.0,Positif,Mot,Picture
tshihahu,Champ,Veld,2.0,Positif,Mot,Field
dongamu,Programme,Program,2.0,Positif,Mot,Program
kuibidija,Entraîner,Oefen,2.0,Positif,Verbe,Train
kubanga,Entamer,Begin,2.0,Positif,Verbe,Start
kujima,Éteindre,Skakel af,2.0,Positif,Verbe,Turn off
kutemesha,Allumer,Draai aan,2.0,Positif,Verbe,To light up
kujimina,Disparaitre,Verdwyn,-3.0,Negatif,Verbe,Disappear
kutuhila,Disciper,Dissipline,4.0,Positif,Verbe,Disciper
bulelela,Vérité,Waarheid,4.0,Positif,Mot,Truth
kamonakamba,Journaliste,Joernalis,4.0,Positif,Mot,Journalist
dijiba,Jourdain,Jordanië,4.0,Positif,Mot,Jordan
kukatshila,Étonner,Verbaas,4.0,Positif,Verbe,Astonish
madileji,Orgueil,Trots,4.0,Positif,Mot,Pride
bulongama,Ordre,Orde,4.0,Positif,Mot,Order
bibi,Mal,Boosheid,-2.0,Negatif,Mot,Wrong
mutumibua,Envoyé,Gestuur,3.0,Positif,Mot,Sent
mupostolo,Apôtre,Apostel,3.0,Positif,Mot,Apostle
bupostolo,Apostolat,Apostelskap,3.0,Positif,Mot,Apostolate
bualuidi,Prêtrise,Priesterskap,3.0,Positif,Mot,Priesthood
mukanda,Evangile,Evangelie,3.0,Positif,Mot,Gospel
dilongesha,Prédication,Prediking,3.0,Positif,Mot,Preaching
mukanda,Épître,Epistel,3.0,Positif,Mot,Epistle
muyidi,Disciple,Dissipel,3.0,Positif,Mot,Disciple
mulongi,Élève,Student,3.0,Positif,Mot,Pupil
kamua,Moustique,Muskie,3.0,Positif,Mot,Mosquito
Njinji,Mouche,Vlieg,3.0,Positif,Mot,Fly
kamonakamba,Journaliste,Joernalis,3.0,Positif,Mot,Journalist
muinvi,Voleur,Dief,-6.0,Negatif,Mot,Thief
Diyi,Volume,Volume,2.0,Positif,Mot,Volume
nzembua,Courant,Huidig,4.0,Positif,Mot,Fluent
disanka,Bonheur,Geluk,1.0,Positif,Mot,Happiness
dibungama,Tristesse,Hartseer,-5.0,Negatif,Mot,Sadness
tshiji,Colère,Woede,-8.0,Negatif,Mot,Anger
bowa,Peur,Vrees,-4.0,Negatif,Mot,Fear
ditalala,Paix,Vrede,2.0,Positif,Mot,Peace
kukuata,réussir,Slaag,2.0,Positif,Verbe,succeed
kubula,Échec,Mislukking,2.0,Positif,Mot,Failure
ditekemena,Confiance,Vertroue,2.0,Positif,Mot,Trust
kuseka,Sourire,Glimlag,2.0,Positif,Mot,Smile
bisonji,Larmes,Trane,-3.0,Negatif,Mot,Tears
ditekemena,Espoir,Hoop,1.0,Positif,Mot,Hope
kuvuluka,souvenir,Onthou,1.0,Positif,Verbe,memory
muoyimukola,Courage,Moed,1.0,Positif,Mot,Courage
tungunuka,continuer,Voortgaan,1.0,Positif,Verbe,continue
mudikadila,Liberté,Vryheid,1.0,Positif,Verbe,Freedom
kukudimuna,Transformer,Transformeer,1.0,Positif,Verbe,Transform
kukola,Grandir,Groei,1.0,Positif,Verbe,To grow
kulongesha,enseigne,Leer,1.0,Positif,Verbe,taught
tshisumi,Persévérance,Volharding,1.0,Positif,Mot,Perseverance
kubenga,Refuser,Weier,-7.0,Negatif,Verbe,Refuse
kubela,Réprimande,Berispe,3.0,Positif,Mot,Reprimand
kulomba,Demander,Vra,4.0,Positif,Verbe,Ask
ditekemena,Espoir,Hoop,7.0,Positif,Verbe,Hope
budu,Honte,Skande,-3.0,Negatif,Mot,Shame
lupepela,Air,Lug,2.0,Positif,Verbe,Air
buloba,Monde,Wêreld,2.0,Positif,Mot,World
anumpidieu,Immédiatement,Onmiddellik,2.0,Positif,Mot,Immediately
bualubudimuakuezaka,Possible,Moontlik,2.0,Positif,Mot,Possible
bualubudikabuyimuakuezaka,Impossible,Onmoontlik,-4.0,Negatif,Mot,Impossible
buabualukayi,Pourquoi,Waarom,0.0,Neutre,Mot,For what
biakana,Parfaite,Perfek,2.0,Positif,Mot,Perfect
badisue,Egoïste,Selfsugtig,2.0,Positif,Mot,Self-centered
umueka,Visible,Sigbaar,2.0,Positif,Mot,Visible
kayilulamatu,Infidèle,Ontrou,-5.0,Negatif,Mot,Unfaithful
lulamatu,Fidèle,Getrou,1.0,Positif,Mot,Faithful
disengelela,Supplication,Pleidooi,1.0,Positif,Mot,Supplication
dipingana,Retour,Terugkeer,1.0,Positif,Mot,Back
dikudimuna,Variation,Variasie,1.0,Positif,Mot,Variation
dikuatshisha,Contribuer,Dra by,1.0,Positif,Verbe,Contribute
dikanyina,Menace,Bedreiging,-7.0,Negatif,Mot,Threat
dijimina,Disparaitre,Verdwyn,-4.0,Negatif,Verbe,Disappear
dibuikidila,Pardon,Vergifnis,5.0,Positif,Mot,Pardon
dibela,Discipline,Dissipline,5.0,Positif,Mot,Discipline
dibingishibua,Justification,Regverdiging,5.0,Positif,Mot,Justification
kutangila,Surveillance,Toesig,5.0,Positif,Mot,Monitoring
mukawu,Jalousie,Jaloesie,-8.0,Negatif,Mot,Jealousy
disanga,Satisfaction,Tevredenheid,6.0,Positif,Mot,Satisfaction
dinyingalala,Regret,Spyt,-6.0,Negatif,Mot,Regret
disanka,Enthousiasme,Entoesiasme,7.0,Positif,Mot,Enthusiasm
dipangadika,Détermination,Vasberadenheid,6.0,Positif,Mot,Determination
kukina,Haïr,Haat,-7.0,Negatif,Mot,Hate
dielakana,Inquiétude,Bekommernis,-4.0,Negatif,Mot,Worry
ditukudilenga,Bonnejournée,Goeiedag,4.0,Positif,Mot,Good day
kayiumueka,Invisible,Onsigbaar,4.0,Positif,Mot,Invisible
kuabuluisha,Aide,Help,4.0,Positif,Verbe,Help
kutshimuna,Remporter,Wen,4.0,Positif,Verbe,Win
kubukola,Avidement,Gretig,4.0,Positif,Mot,Eagerly
kanemu,Respecter,Respek,4.0,Positif,Mot,Respect
kulekela,Abandon,Verlating,4.0,Positif,Mot,Abandon
kakuyidishilangana,Indifférence,Onverskilligheid,4.0,Positif,Mot,Indifference
kanemu,Respect,Respek,4.0,Positif,Mot,Respect
kuikala,Exister,Bestaan,4.0,Positif,Verbe,Exist
Udiuzakala,Tremblant,Bewend,-2.0,Negatif,Mot,Trembling
kuikalanelungenyi,intelligible,Verstaanbaar,2.0,Positif,Mot,intelligible
tshiditshitupu,Vide,Leeg,2.0,Positif,Mot,Empty
mupabuishi,Séducteur,Verleider,2.0,Positif,Mot,Seducer
udinemuoyo,Vivant,Lewendig,2.0,Positif,Mot,Alive
bienzedi,Comportement,Gedrag,2.0,Positif,Mot,Behavior
kukosa,Rompre,Opbreek,2.0,Positif,Mot,Break
luabila,Annoncer,Kondig aan,2.0,Positif,Verbe,Announce
babungi,Plusieurs,Verskeie,0.0,Neutre,Mot,Several
dikisha,Tranquillité,Rustigte,5.0,Positif,Mot,Tranquility
biamushinga,intéressant,belange Gesondheid,5.0,Positif,Mot,interesting
kusamba,Consolation,Troos,5.0,Positif,Mot,Consolation
ditabuja,Confiance,Vertroue,5.0,Positif,Mot,Trust
kuanyisha,Admiration,Bewondering,5.0,Positif,Mot,Admiration
kutekemena:,Espérance,Hoop,5.0,Positif,Mot,Hope
kuanyisha,Admiration,Bewondering,5.0,Positif,Mot,Admiration
dikisha,Tranquillité,Rustigte,5.0,Positif,Mot,Tranquility
matandu,Rancune,Wrok,-6.0,Negatif,Mot,Resentment
lusa,Compassion,Medelye,4.0,Positif,Mot,Compassion
buimpabuenza,Gratitude,Dankbaarheid,4.0,Positif,Mot,Gratitude
kupetulula,Reconnaissance,Dankbaarheid,4.0,Positif,Mot,Acknowledgement
kuanyisha,Admiration,Bewondering,4.0,Positif,Mot,Admiration
kondokamuoyo,Conscience,Gewete,4.0,Positif,Mot,Awareness
mpukapuka,Hasard,Kans,4.0,Positif,Mot,Chance
bipeta,solution,Oplossing,4.0,Positif,Mot,solution
kusabuka,Traverser,Kruis,4.0,Positif,Verbe,To cross
buimpa,Beauté,Skoonheid,4.0,Positif,Mot,Beauty
kusengelela,Supplier,Pleit,4.0,Positif,Verbe,Supplier
makuta,L’argent,Geld,4.0,Positif,Mot,Money
dikenga,Galère,Stryd,-5.0,Negatif,Mot,Galley
tunyinganyinga,inquiétudes,Bekommernisse,-3.0,Negatif,Mot,worries
kudisangisha,Rassembler,Versamel,1.0,Positif,Verbe,Gather
bukokeshi,Pouvoir,Mag,1.0,Positif,Verbe,Power
mushidikibua,Détermination,Vasberadenheid,1.0,Positif,Mot,Determination
dinyingalala,Regret,Spyt,-2.0,Negatif,Mot,Regret
disama,Maladie,Siekte,-5.0,Negatif,Mot,Disease
musha,Pete,Pieter,-3.0,Negatif,Verbe,Pete
dinda,Matin,Oggend,2.0,Positif,Mot,Morning
muedi,Barbe,Baard,2.0,Positif,Mot,Beard
lukenyibu,Coude,Elmboog,2.0,Positif,Mot,Elbow
diboko,Bras,Arm,2.0,Positif,Mot,Arm
nshingu,Cou,Nek,2.0,Positif,Mot,Neck
konyi,Rein,Nier,2.0,Positif,Mot,Kidney
dikiki,Sourcil,Wenkbrou,2.0,Positif,Mot,Eyebrow
tshisululu,Sueur,Sweet,2.0,Positif,Mot,Sweat
mujilu,Veine,Aar,2.0,Positif,Mot,Vein
difu,Ventre,Maag,2.0,Positif,Mot,Belly
kasha,cerf,Hert,2.0,Positif,Mot,deer
lukala,Craba,Krap,2.0,Positif,Mot,Crab
mukanku,Aigle,Arend,2.0,Positif,Mot,Eagle
tshuila,Crapaud,Padda,2.0,Positif,Mot,Toad
ludimba,Grenouille,Padda,2.0,Positif,Mot,Frog
tshipungulu,Hibou,Uil,2.0,Positif,Mot,Owl
mushipa,Poisson,Vis,2.0,Positif,Mot,Fish
lupasu,Sauterelle,Sprinkaan,2.0,Positif,Mot,Grasshopper
kabundi,renard,Jakkals,2.0,Positif,Mot,fox
mukoko,Mouton,Skaap,2.0,Positif,Mot,Sheep
muzeu,Ours,Beer,2.0,Positif,Mot,Bear
tshibulebule,Taupe,Mol,2.0,Positif,Mot,Mole
lupepele,Air,Lug,2.0,Positif,Mot,Air
muelelu,Côte,Kus,2.0,Positif,Mot,Side
mashika,Froid,Koudheid,2.0,Positif,Mot,Cold
musulu,Fleuve,Rivier,2.0,Positif,Mot,River
nkolo,Île,Eiland,2.0,Positif,Mot,Island
mbu,Mer,See,2.0,Positif,Mot,Sea
olo,Or,Goud,2.0,Positif,Mot,Gold
lubwebwe,Rocher,Rots,2.0,Positif,Mot,Rock
Muji,Racine,Wortel,2.0,Positif,Mot,Root
muhanda,Papier,Papier,2.0,Positif,Mot,Paper
lupuishi,Poussière,Stof,-4.0,Negatif,Mot,Dust
dijiba,Lac,Meer,3.0,Positif,Mot,Lake
tshiululu,Nuage,Wolk,3.0,Positif,Mot,Cloud
tshisosa,Herbe,Gras,3.0,Positif,Mot,Grass
muishi,Fumée,Rook,3.0,Positif,Mot,Smoke
tshipele,Désert,Woestyn,3.0,Positif,Mot,Desert
dikalu,Couleur,Kleur,3.0,Positif,Mot,Color
ditshima,Brouillard,Mis,3.0,Positif,Mot,Fog
nkuvu,tortue,Skilpad,3.0,Positif,Mot,tortoise
lutolekela,Puce,Vlooi,3.0,Positif,Mot,Chip
musodi,Lézard,Akkedis,3.0,Positif,Mot,Lizard
mukenge,Lièvre,Haas,3.0,Positif,Mot,Hare
dibele,Sein,Bors,3.0,Positif,Mot,Breast
tshikankanya,Talon,Hak,3.0,Positif,Mot,Heel
mata,Salive,Speeksel,3.0,Positif,Mot,Saliva
munyungu,Ride,Rimpel,3.0,Positif,Mot,Wrinkled
tshiadi,Poitrine,Bors,3.0,Positif,Mot,Chest
bongo,nerf,Senuwee,3.0,Positif,Mot,nerve
dimanya,Savoir,Om te weet,3.0,Positif,Mot,Know
lungenyi,Connaissance,Kennis,3.0,Positif,Mot,Awareness
dima,Argile,Klei,3.0,Positif,Mot,Clay
dilua,Arrivée,Aankoms,3.0,Positif,Mot,Arrival
kamama,Muet,Stom,3.0,Positif,Mot,Mute
kala,Jadis,Voorheen,3.0,Positif,Mot,Long ago
kamelu,Chameau,Kameel,3.0,Positif,Mot,Camel
kakuta,Quadrant,Kwadrant,3.0,Positif,Mot,Quadrant
kakese,Léger,Lig,3.0,Positif,Mot,Light
kakanu,Anneau,Ring,3.0,Positif,Mot,Ring
kasumbu,Secte,Sekte,3.0,Positif,Mot,Sect
kasala,Plume,Veer,3.0,Positif,Mot,Feather
lise,Miséricorde,Genade,3.0,Positif,Mot,Mercy
luteta,Grain,Graan,3.0,Positif,Mot,Grain
lutulu,Clémence,Genade,3.0,Positif,Mot,Clemency
Mabue,Écueil,Rif,3.0,Positif,Mot,Pitfall
luvungula,Clé,Sleutel,3.0,Positif,Mot,Key
lukanku,Tremblement,Bewing,-4.0,Negatif,Mot,Trembling
lusengu,Corne,Horing,6.0,Positif,Mot,Horn
Malala,Charbon,Steenkool,6.0,Positif,Mot,Coal
umuepele,Unique,Uniek,6.0,Positif,Mot,Unique
utema,Ardent,Brandend,6.0,Positif,Mot,Ardent
tujila,Ruelle,Steeg,6.0,Positif,Mot,Alley
tsjiji,Rage,Woede,6.0,Positif,Mot,Rage
tshuwidi,Plénitude,Volheid,6.0,Positif,Mot,Fullness
tshume,Sec,Droog,6.0,Positif,Mot,Dry
tshiyole,Famine,Hongersnood,6.0,Positif,Mot,Famine
tshiule,Plein,Vol,6.0,Positif,Mot,Full
tshiunvuika,Intelligible,Verstaanbaar,6.0,Positif,Mot,Intelligible
nzubu,Maison,Tuis,6.0,Positif,Mot,Home
nzala,Faim,Honger,6.0,Positif,Mot,Hunger
nzambi,Dieu,God,6.0,Positif,Mot,God
nyota,Soif,Self f,-5.0,Negatif,Mot,Thirsty
nyima,Dos,Terug,1.0,Positif,Mot,Back
nvula,Pluie,Reën,1.0,Positif,Mot,Rain
mutshima,Coeur,Hart,1.0,Positif,Mot,Heart
mutoto,Etoile,Ster,1.0,Positif,Mot,Star
mutoke,Transparent,Deursigtig,1.0,Positif,Mot,Transparent
mutoyi,Mélodie,Melodie,1.0,Positif,Mot,Melody
lununku,Odorat,Reuk,1.0,Positif,Mot,Smell
lupangu,Cour,Hof,1.0,Positif,Mot,Court
lukodi,Corde,Tou,1.0,Positif,Mot,Rope
lukinu,Malice,Kwaadwilligheid,1.0,Positif,Mot,Malice
lelu,Aujourd'hui,Vandag,1.0,Positif,Mot,Today
kuyila,Étudier,Studeer,1.0,Positif,Verbe,To study
kuya,Aller,Gaan,1.0,Positif,Verbe,Go
diyisha,Prédication,Prediking,1.0,Positif,Mot,Preaching
diya,Départ,Vertrek,1.0,Positif,Mot,Departure
disoso,Déchirure,Skeur,-4.0,Negatif,Mot,Tear
disu,Oeil,Oog,3.0,Positif,Mot,Eye
cilongama,Sérieux,Ernstig,3.0,Positif,Mot,Serious
kasunsukila,Seconde,Tweede,3.0,Positif,Mot,Second
bupolà,Sécurité,Sekuriteit,3.0,Positif,Mot,Security
cilondi,Suite,Volg,3.0,Positif,Mot,Following
bwezedi,Système,Stelsel,3.0,Positif,Mot,System
dìjìmbu,Secret,Geheim,3.0,Positif,Mot,Secret
mwoyo,Sentiment,Gevoel,3.0,Positif,Mot,Feeling
diba,Soleil,Son,3.0,Positif,Mot,Sun
civulukidi,Souvenir,Geheue,3.0,Positif,Verbe,Memory
kubàsoka,Sauter,Spring,3.0,Positif,Verbe,Jump
kupandisha,Sauvé,Gedraag,3.0,Positif,Verbe,Saved
Dyokala,Souffrir,Ly,-9.0,Negatif,Verbe,Suffer
butooka,Lumière,Lig,2.0,Positif,Mot,Light
mvita,Guerre,Oorlog,-7.0,Negatif,Mot,War
koobesha,Gagner,Wen,4.0,Positif,Verbe,Earn
sama,Disparaître,Verdwyn,4.0,Positif,Verbe,Disappear
cikola,Difficile,Moeilik,4.0,Positif,Mot,Difficult
mululama,Droite,Reg,4.0,Positif,Mot,RIGHT
mushendu,Manière,Manier,4.0,Positif,Mot,Manner
kubùla,Manquer,Mis,4.0,Positif,Mot,Miss
cipendi,Moment,Oomblik,4.0,Positif,Mot,Moment
cibì,Mouvais,Sleg,4.0,Positif,Mot,Bad
cilenga,Meilleur,Beste,4.0,Positif,Mot,Best
nakà,Autre,Ander,4.0,Positif,Mot,Other
cyàkala,Ancien,Ou,4.0,Positif,Mot,Ancient
dyambulwisha,Aide,Hulp,4.0,Positif,Mot,Help
nteemà,Attention,Aandag,4.0,Positif,Mot,Attention
cipungidi,Accord,Akkoord,4.0,Positif,Mot,Agreement
dinanga,Amour,Liefde,4.0,Positif,Mot,Love
kulekela,Abandonner,Verlaat,4.0,Positif,Verbe,Give up
kushindikija,Accompagner,Vergesel,4.0,Positif,Verbe,To accompany
kusekesha,Amuser,Is gebruiker,4.0,Positif,Verbe,To have fun
kutwàla,Apporter,Bring,4.0,Positif,Verbe,Bring
kushindamija,Assurer,Verseker,4.0,Positif,Verbe,Ensure
kubunda,Attaquer,Aanval,4.0,Positif,Verbe,Tackle
dyèndedi,Automatique,Outomaties,4.0,Positif,Mot,Automatic
dilekela,Abandon,Los,4.0,Positif,Mot,Abandon
kukosa,Abolir,Skaf af,4.0,Positif,Verbe,Abolish
kubenga,Abhorrer,Verafsku,4.0,Positif,Verbe,Abhor
kunyanga,Abîmé,Beskadig,4.0,Positif,Verbe,Abyss
bungibupitèbuàbintu,Abondance,Oorvloed,4.0,Positif,Verbe,Abundance
kukepesha,Abréger,Verkort,4.0,Positif,Verbe,Shorten
kênaku,Absent,Afwesig,4.0,Positif,Mot,Absent
cijala,Abstinence,Onthouding,4.0,Positif,Mot,Abstinence
kudinga,Abuser,Misbruik,4.0,Positif,Verbe,Abuse
kukolesha,Accélérer,Versnel,4.0,Positif,Verbe,Accelerate
kusalakaja,Agiter,Agiteer,4.0,Positif,Verbe,Shake
kutwampala,Affronter,Konfronteer,4.0,Positif,Verbe,Confront
kupikula,Affranchir,Vry,4.0,Positif,Verbe,To postage
cipendi,Affront,Beledig,4.0,Positif,Mot,Affront
kujikija,Accomplir,Bereik,4.0,Positif,Verbe,Accomplish
disànka,Bonheur,Geluk,4.0,Positif,Mot,Happiness
cikengelu,Besoin,Behoefte,4.0,Positif,Mot,Need
cimuna,Battre,Klop,4.0,Positif,Mot,Beat
cyomò,Bruit,Geraas,4.0,Positif,Mot,Noise
kunyanga,Bouger,Beweeg,4.0,Positif,Verbe,To move
kulungula,Brûler,Brand,4.0,Positif,Verbe,Burn
cyànaku,Bizarre,Vreemd,4.0,Positif,Mot,Weird
kukolela,Obliger,Verpligtend,4.0,Positif,Verbe,To obligate
ditalalaji,Ombre,Skaduwee,4.0,Positif,Mot,Shadow
cikàlànga,Protocole,Protokol,4.0,Positif,Mot,Protocol
kukùba,Protèger,Beskerm,4.0,Positif,Verbe,Protect
Kaya,Promettre,Beloof,4.0,Positif,Verbe,Promise
kutwàta,Prendre,Neem,4.0,Positif,Verbe,Take
kutwala,Porter,Dra,4.0,Positif,Verbe,To carry
kusakila,Pousser,Stoot,4.0,Positif,Verbe,Push
merci,Penser,Dink,4.0,Positif,Verbe,Think
sendemuka,Partir,Los,4.0,Positif,Verbe,Leave
nshinga,Problèm,Probleem,4.0,Positif,Mot,Problem
bukalenga,Pouvoir,Mag,4.0,Positif,Verbe,Power
disànka,Plaisir,Plesier,4.0,Positif,Verbe,Pleasure
njila,Passage,Deurgang,4.0,Positif,Mot,Passage
bwalu,Propos,Doel,4.0,Positif,Mot,Remarks
dikenga,Peine,Pyn,4.0,Positif,Mot,Penalty
Luulù,Honneur,Eer,4.0,Positif,Mot,Honor
kushikama,Habiter,Woon,4.0,Positif,Verbe,Live
cibidilu,Habitude,Gewoonte,4.0,Positif,Mot,Habit
musangala,Heureux,Gelukkig,4.0,Positif,Mot,Happy
kabingila,Raison,R Seisoen,4.0,Positif,Mot,Reason
kulokota,Raconter,Vertel,4.0,Positif,Verbe,Tell
ciluka,Réseau,Netwerk,4.0,Positif,Mot,Network
peta,Recevoir,Ontvang,4.0,Positif,Verbe,Receive
aaluja,Remettre,Gee Terug,4.0,Positif,Verbe,To put back
kukatula,Retirer,Verwyder,4.0,Positif,Verbe,Withdraw
kucika,,,4.0,Positif,Verbe,
kubombola,Jeter,Gooi Weg,4.0,Positif,Verbe,Throw
mulenga,Joli,Mooi,4.0,Positif,Verbe,Pretty
cipyacipya,Nouveau,Nuut,4.0,Positif,Mot,New
