CILUBA,French,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation
lulamatu,Fidèle,Getrou,-Thembekile,1.0,Positif,Mot,Faithful
disengelela,Supplication,Pleidooi,Ukunxusa,1.0,Positif,Mot,Supplication
dipingana,Retour,Terugkeer,-Dlulile,1.0,Positif,Mot,Back
dikudimuna,Variation,Variasie,Ukuphenduka,1.0,Positif,Mot,Variation
dikuatshisha,Contribuer,Dra by,Nikela,1.0,Positif,Verbe,Contribute
dikanyina,Menace,Bedreiging,Ukusongela,-7.0,Negatif,Mot,Threat
dijimina,Disparaitre,Verdwyn,Nyamalala,-4.0,Negatif,Verbe,Disappear
dibuikidila,Pardon,Vergifnis,Xolela,5.0,Positif,Mot,Pardon
dibela,Discipline,Dissipline,Imfundiso yokulalela,5.0,Positif,Mot,Discipline
dibingishibua,Justification,Regverdiging,Ukuthethelela isizathu esizwakalayo,5.0,Positif,Mot,Justification
kutangila,Surveillance,Toesig,Ukuqapha,5.0,Positif,Mot,Monitoring
mukawu,Jalousie,Jaloesie,Umona,-8.0,Negatif,Mot,Jealousy
disanga,Satisfaction,Tevredenheid,Ukugculiseka,6.0,Positif,Mot,Satisfaction
dinyingalala,Regret,Spyt,Zisola,-6.0,Negatif,Mot,Regret
disanka,Enthousiasme,Entoesiasme,Ugqozi,7.0,Positif,Mot,Enthusiasm
dipangadika,Détermination,Vasberadenheid,Ukunquma,6.0,Positif,Mot,Determination
kukina,Haïr,Haat,Ukuzonda,-7.0,Negatif,Mot,Hate
dielakana,Inquiétude,Bekommernis,Khathazeka,-4.0,Negatif,Mot,Worry
ditukudilenga,Bonnejournée,Goeiedag,Usuku oluhle,4.0,Positif,Mot,Good day
kayiumueka,Invisible,Onsigbaar,-Ngenakubonakala,4.0,Positif,Mot,Invisible
kuabuluisha,Aide,Help,Usizo,4.0,Positif,Verbe,Help
kutshimuna,Remporter,Wen,Ukunqoba,4.0,Positif,Verbe,Win
kubukola,Avidement,Gretig,Ngentshiseko,4.0,Positif,Mot,Eagerly
kanemu,Respecter,Respek,Hlonipha,4.0,Positif,Mot,Respect
kulekela,Abandon,Verlating,Ukulahlwa,4.0,Positif,Mot,Abandon
kakuyidishilangana,Indifférence,Onverskilligheid,Ukwenuliseka,4.0,Positif,Mot,Indifference
kanemu,Respect,Respek,Hlonipha,4.0,Positif,Mot,Respect
kuikala,Exister,Bestaan,Hlala,4.0,Positif,Verbe,Exist
Udiuzakala,Tremblant,Bewend,-Bheshekayo,-2.0,Negatif,Mot,Trembling
kuikalanelungenyi,intelligible,Verstaanbaar,-sobala,2.0,Positif,Mot,intelligible
tshiditshitupu,Vide,Leeg,-Ngahlali lutho,2.0,Positif,Mot,Empty
mupabuishi,Séducteur,Verleider,Ehehayo,2.0,Positif,Mot,Seducer
udinemuoyo,Vivant,Lewendig,-Zwayo,2.0,Positif,Mot,Alive
bienzedi,Comportement,Gedrag,Ukuziphatha,2.0,Positif,Mot,Behavior
kukosa,Rompre,Opbreek,Ukwephuka,2.0,Positif,Mot,Break
luabila,Annoncer,Kondig aan,Memezela,2.0,Positif,Verbe,Announce
babungi,Plusieurs,Verskeie,-Ahlukeneyo,0.0,Neutre,Mot,Several
dikisha,Tranquillité,Rustigte,Ukuthula,5.0,Positif,Mot,Tranquility
biamushinga,intéressant,belange Gesondheid,-yintshisekelo,5.0,Positif,Mot,interesting
kusamba,Consolation,Troos,Iduta,5.0,Positif,Mot,Consolation
ditabuja,Confiance,Vertroue,Themba,5.0,Positif,Mot,Trust
kuanyisha,Admiration,Bewondering,Okuncomekayo,5.0,Positif,Mot,Admiration
kutekemena:,Espérance,Hoop,Ithemba,5.0,Positif,Mot,Hope
kuanyisha,Admiration,Bewondering,Okuncomekayo,5.0,Positif,Mot,Admiration
dikisha,Tranquillité,Rustigte,Ukuthula,5.0,Positif,Mot,Tranquility
matandu,Rancune,Wrok,Gcaga,-6.0,Negatif,Mot,Resentment
lusa,Compassion,Medelye,Ububele,4.0,Positif,Mot,Compassion
buimpabuenza,Gratitude,Dankbaarheid,Ukubonga,4.0,Positif,Mot,Gratitude
kupetulula,Reconnaissance,Dankbaarheid,Ukwamukela,4.0,Positif,Mot,Acknowledgement
kuanyisha,Admiration,Bewondering,Okuncomekayo,4.0,Positif,Mot,Admiration
kondokamuoyo,Conscience,Gewete,Ukuzwa,4.0,Positif,Mot,Awareness
mpukapuka,Hasard,Kans,Ithuba,4.0,Positif,Mot,Chance
bipeta,solution,Oplossing,isixazululo,4.0,Positif,Mot,solution
kusabuka,Traverser,Kruis,Ukuwela,4.0,Positif,Verbe,To cross
buimpa,Beauté,Skoonheid,Ubuhle,4.0,Positif,Mot,Beauty
kusengelela,Supplier,Pleit,Umthumeli,4.0,Positif,Verbe,Supplier
makuta,L’argent,Geld,Imali,4.0,Positif,Mot,Money
dikenga,Galère,Stryd,Ugibele,-5.0,Negatif,Mot,Galley
tunyinganyinga,inquiétudes,Bekommernisse,ukukhathaza,-3.0,Negatif,Mot,worries
kudisangisha,Rassembler,Versamel,Hlangana,1.0,Positif,Verbe,Gather
bukokeshi,Pouvoir,Mag,Ubuqhwaga,1.0,Positif,Verbe,Power
mushidikibua,Détermination,Vasberadenheid,Ukunquma,1.0,Positif,Mot,Determination
dinyingalala,Regret,Spyt,Zisola,-2.0,Negatif,Mot,Regret
disama,Maladie,Siekte,Isifo,-5.0,Negatif,Mot,Disease
musha,Pete,Pieter,Upele,-3.0,Negatif,Verbe,Pete
dinda,Matin,Oggend,Ekuseni,2.0,Positif,Mot,Morning
muedi,Barbe,Baard,Intshebe,2.0,Positif,Mot,Beard
lukenyibu,Coude,Elmboog,Indololwane,2.0,Positif,Mot,Elbow
diboko,Bras,Arm,Hlomisa,2.0,Positif,Mot,Arm
nshingu,Cou,Nek,Intamo,2.0,Positif,Mot,Neck
konyi,Rein,Nier,Insonge yasolwandle,2.0,Positif,Mot,Kidney
dikiki,Sourcil,Wenkbrou,Ishiya,2.0,Positif,Mot,Eyebrow
tshisululu,Sueur,Sweet,Juluka,2.0,Positif,Mot,Sweat
mujilu,Veine,Aar,Umthambo,2.0,Positif,Mot,Vein
difu,Ventre,Maag,Isisu,2.0,Positif,Mot,Belly
kasha,cerf,Hert,izidubhu,2.0,Positif,Mot,deer
lukala,Craba,Krap,Craba,2.0,Positif,Mot,Crab
mukanku,Aigle,Arend,Ukhozi,2.0,Positif,Mot,Eagle
tshuila,Crapaud,Padda,Iselesele,2.0,Positif,Mot,Toad
ludimba,Grenouille,Padda,Iselesele,2.0,Positif,Mot,Frog
tshipungulu,Hibou,Uil,Isikhova,2.0,Positif,Mot,Owl
mushipa,Poisson,Vis,Bhibhiya,2.0,Positif,Mot,Fish
lupasu,Sauterelle,Sprinkaan,Umafushazana,2.0,Positif,Mot,Grasshopper
kabundi,renard,Jakkals,uhlotshana oluthize lwempungushe,2.0,Positif,Mot,fox
mukoko,Mouton,Skaap,Imvu,2.0,Positif,Mot,Sheep
muzeu,Ours,Beer,Thwala,2.0,Positif,Mot,Bear
tshibulebule,Taupe,Mol,Ivukuzi,2.0,Positif,Mot,Mole
lupepele,Air,Lug,Umoya,2.0,Positif,Mot,Air
muelelu,Côte,Kus,Usebe,2.0,Positif,Mot,Side
mashika,Froid,Koudheid,Ukubanda,2.0,Positif,Mot,Cold
musulu,Fleuve,Rivier,Umfula,2.0,Positif,Mot,River
nkolo,Île,Eiland,Isiqhingi,2.0,Positif,Mot,Island
mbu,Mer,See,Ulwandle,2.0,Positif,Mot,Sea
olo,Or,Goud,Imali ebomvu,2.0,Positif,Mot,Gold
lubwebwe,Rocher,Rots,Itshe elikhulu,2.0,Positif,Mot,Rock
Muji,Racine,Wortel,Impande,2.0,Positif,Mot,Root
muhanda,Papier,Papier,Iphepha,2.0,Positif,Mot,Paper
lupuishi,Poussière,Stof,Uthuli,-4.0,Negatif,Mot,Dust
dijiba,Lac,Meer,Ichweba,3.0,Positif,Mot,Lake
tshiululu,Nuage,Wolk,Amafu,3.0,Positif,Mot,Cloud
tshisosa,Herbe,Gras,Isikhotha,3.0,Positif,Mot,Grass
muishi,Fumée,Rook,Shunqisa,3.0,Positif,Mot,Smoke
tshipele,Désert,Woestyn,Hlamuka,3.0,Positif,Mot,Desert
dikalu,Couleur,Kleur,Umbala,3.0,Positif,Mot,Color
ditshima,Brouillard,Mis,Inkungu,3.0,Positif,Mot,Fog
nkuvu,tortue,Skilpad,ufudu,3.0,Positif,Mot,tortoise
lutolekela,Puce,Vlooi,Xhoza,3.0,Positif,Mot,Chip
musodi,Lézard,Akkedis,Isibankwa,3.0,Positif,Mot,Lizard
mukenge,Lièvre,Haas,umvundla,3.0,Positif,Mot,Hare
dibele,Sein,Bors,Isibele,3.0,Positif,Mot,Breast
tshikankanya,Talon,Hak,Isithende,3.0,Positif,Mot,Heel
mata,Salive,Speeksel,Amathe,3.0,Positif,Mot,Saliva
munyungu,Ride,Rimpel,Ehlanganiswe,3.0,Positif,Mot,Wrinkled
tshiadi,Poitrine,Bors,Ibhokisi,3.0,Positif,Mot,Chest
bongo,nerf,Senuwee,umuzwa,3.0,Positif,Mot,nerve
dimanya,Savoir,Om te weet,Bona,3.0,Positif,Mot,Know
lungenyi,Connaissance,Kennis,Ukuzwa,3.0,Positif,Mot,Awareness
dima,Argile,Klei,Ubumba,3.0,Positif,Mot,Clay
dilua,Arrivée,Aankoms,Ukufika,3.0,Positif,Mot,Arrival
kamama,Muet,Stom,-The nya,3.0,Positif,Mot,Mute
kala,Jadis,Voorheen,Kuqala,3.0,Positif,Mot,Long ago
kamelu,Chameau,Kameel,Ikameli,3.0,Positif,Mot,Camel
kakuta,Quadrant,Kwadrant,-Gamuha,3.0,Positif,Mot,Quadrant
kakese,Léger,Lig,-Mhlophe,3.0,Positif,Mot,Light
kakanu,Anneau,Ring,Nqenqetha,3.0,Positif,Mot,Ring
kasumbu,Secte,Sekte,Inkolo,3.0,Positif,Mot,Sect
kasala,Plume,Veer,Isidlodlo,3.0,Positif,Mot,Feather
lise,Miséricorde,Genade,Ububele,3.0,Positif,Mot,Mercy
luteta,Grain,Graan,Inhlamvu,3.0,Positif,Mot,Grain
lutulu,Clémence,Genade,Ubuyekebendla,3.0,Positif,Mot,Clemency
Mabue,Écueil,Rif,Ukufiphala,3.0,Positif,Mot,Pitfall
luvungula,Clé,Sleutel,Isihluthulelo,3.0,Positif,Mot,Key
lukanku,Tremblement,Bewing,Ukuzamazama komhlaba okulamalisa amanje,-4.0,Negatif,Mot,Trembling
lusengu,Corne,Horing,Uphondo,6.0,Positif,Mot,Horn
Malala,Charbon,Steenkool,Amalahle,6.0,Positif,Mot,Coal
umuepele,Unique,Uniek,-Hlukile,6.0,Positif,Mot,Unique
utema,Ardent,Brandend,-Ngecebo,6.0,Positif,Mot,Ardent
tujila,Ruelle,Steeg,Umhubhe,6.0,Positif,Mot,Alley
tsjiji,Rage,Woede,Intukuthelo esabisayo,6.0,Positif,Mot,Rage
tshuwidi,Plénitude,Volheid,Ukugcwele,6.0,Positif,Mot,Fullness
tshume,Sec,Droog,-Omile,6.0,Positif,Mot,Dry
tshiyole,Famine,Hongersnood,Indlala,6.0,Positif,Mot,Famine
tshiule,Plein,Vol,-Gcwele,6.0,Positif,Mot,Full
tshiunvuika,Intelligible,Verstaanbaar,-Sobala,6.0,Positif,Mot,Intelligible
nzubu,Maison,Tuis,Ikhaya,6.0,Positif,Mot,Home
nzala,Faim,Honger,Iphango,6.0,Positif,Mot,Hunger
nzambi,Dieu,God,UNkulunkulu,6.0,Positif,Mot,God
nyota,Soif,Self f,-Omile,-5.0,Negatif,Mot,Thirsty
nyima,Dos,Terug,-Dlulile,1.0,Positif,Mot,Back
nvula,Pluie,Reën,Imvula,1.0,Positif,Mot,Rain
mutshima,Coeur,Hart,Inhliziyo,1.0,Positif,Mot,Heart
mutoto,Etoile,Ster,Inkanyezi,1.0,Positif,Mot,Star
mutoke,Transparent,Deursigtig,-Khanyayo,1.0,Positif,Mot,Transparent
mutoyi,Mélodie,Melodie,Indlela yamagama,1.0,Positif,Mot,Melody
lununku,Odorat,Reuk,Iphinga,1.0,Positif,Mot,Smell
lupangu,Cour,Hof,Inkundla,1.0,Positif,Mot,Court
lukodi,Corde,Tou,Intambo enkulu,1.0,Positif,Mot,Rope
lukinu,Malice,Kwaadwilligheid,Ifundululu,1.0,Positif,Mot,Malice
lelu,Aujourd'hui,Vandag,Namhlanje,1.0,Positif,Mot,Today
kuyila,Étudier,Studeer,Ozokufunda,1.0,Positif,Verbe,To study
kuya,Aller,Gaan,Hamba ngemoto,1.0,Positif,Verbe,Go
diyisha,Prédication,Prediking,Ukushumayela,1.0,Positif,Mot,Preaching
diya,Départ,Vertrek,Ukuhamba,1.0,Positif,Mot,Departure
disoso,Déchirure,Skeur,Ukudabula,-4.0,Negatif,Mot,Tear
disu,Oeil,Oog,Ihlo,3.0,Positif,Mot,Eye
cilongama,Sérieux,Ernstig,-Lukhuni,3.0,Positif,Mot,Serious
kasunsukila,Seconde,Tweede,-Lekayo,3.0,Positif,Mot,Second
bupolà,Sécurité,Sekuriteit,Ukuvikeleka,3.0,Positif,Mot,Security
cilondi,Suite,Volg,Okulandelayo,3.0,Positif,Mot,Following
bwezedi,Système,Stelsel,Indlela yokwenza,3.0,Positif,Mot,System
dìjìmbu,Secret,Geheim,-Yimfihlo,3.0,Positif,Mot,Secret
mwoyo,Sentiment,Gevoel,Ukuzwakala,3.0,Positif,Mot,Feeling
diba,Soleil,Son,Ilanga,3.0,Positif,Mot,Sun
civulukidi,Souvenir,Geheue,Ukukhumbula,3.0,Positif,Verbe,Memory
kubàsoka,Sauter,Spring,Gxuma,3.0,Positif,Verbe,Jump
kupandisha,Sauvé,Gedraag,-Londoloziweyo,3.0,Positif,Verbe,Saved
Dyokala,Souffrir,Ly,Hlupheka,-9.0,Negatif,Verbe,Suffer
butooka,Lumière,Lig,-Mhlophe,2.0,Positif,Mot,Light
mvita,Guerre,Oorlog,Ukulwa,-7.0,Negatif,Mot,War
koobesha,Gagner,Wen,Hola,4.0,Positif,Verbe,Earn
sama,Disparaître,Verdwyn,Nyamalala,4.0,Positif,Verbe,Disappear
cikola,Difficile,Moeilik,-Lukhuni,4.0,Positif,Mot,Difficult
mululama,Droite,Reg,Ngakwesokudla,4.0,Positif,Mot,RIGHT
mushendu,Manière,Manier,Uhlobo,4.0,Positif,Mot,Manner
kubùla,Manquer,Mis,Khumbula,4.0,Positif,Mot,Miss
cipendi,Moment,Oomblik,Isikhashana,4.0,Positif,Mot,Moment
cibì,Mouvais,Sleg,-Ngalungile,4.0,Positif,Mot,Bad
cilenga,Meilleur,Beste,-Hle kakhulu,4.0,Positif,Mot,Best
nakà,Autre,Ander,-Nye nje,4.0,Positif,Mot,Other
cyàkala,Ancien,Ou,-Daladala,4.0,Positif,Mot,Ancient
dyambulwisha,Aide,Hulp,Usizo,4.0,Positif,Mot,Help
nteemà,Attention,Aandag,Ukuqaphela,4.0,Positif,Mot,Attention
cipungidi,Accord,Akkoord,Isivumelwano,4.0,Positif,Mot,Agreement
dinanga,Amour,Liefde,Thanda,4.0,Positif,Mot,Love
kulekela,Abandonner,Verlaat,Yeka,4.0,Positif,Verbe,Give up
kushindikija,Accompagner,Vergesel,Ukuhambisana,4.0,Positif,Verbe,To accompany
kusekesha,Amuser,Is gebruiker,Kujabulele,4.0,Positif,Verbe,To have fun
kutwàla,Apporter,Bring,Letha,4.0,Positif,Verbe,Bring
kushindamija,Assurer,Verseker,Qinisekisa,4.0,Positif,Verbe,Ensure
kubunda,Attaquer,Aanval,Mpohga,4.0,Positif,Verbe,Tackle
dyèndedi,Automatique,Outomaties,-Zishintshayo,4.0,Positif,Mot,Automatic
dilekela,Abandon,Los,Ukulahlwa,4.0,Positif,Mot,Abandon
kukosa,Abolir,Skaf af,Chitha,4.0,Positif,Verbe,Abolish
kubenga,Abhorrer,Verafsku,Abisa,4.0,Positif,Verbe,Abhor
kunyanga,Abîmé,Beskadig,Kwalabi,4.0,Positif,Verbe,Abyss
bungibupitèbuàbintu,Abondance,Oorvloed,Ubuningi,4.0,Positif,Verbe,Abundance
kukepesha,Abréger,Verkort,Nciphisa,4.0,Positif,Verbe,Shorten
kênaku,Absent,Afwesig,-Ngekho,4.0,Positif,Mot,Absent
cijala,Abstinence,Onthouding,Ukunqati,4.0,Positif,Mot,Abstinence
kudinga,Abuser,Misbruik,Ona,4.0,Positif,Verbe,Abuse
kukolesha,Accélérer,Versnel,Khawuleza,4.0,Positif,Verbe,Accelerate
kusalakaja,Agiter,Agiteer,Xukuza,4.0,Positif,Verbe,Shake
kutwampala,Affronter,Konfronteer,Bhekana,4.0,Positif,Verbe,Confront
kupikula,Affranchir,Vry,Imali oyikhokhela ukuposa,4.0,Positif,Verbe,To postage
cipendi,Affront,Beledig,Ngokuphangi,4.0,Positif,Mot,Affront
kujikija,Accomplir,Bereik,Feza,4.0,Positif,Verbe,Accomplish
disànka,Bonheur,Geluk,Injabulo,4.0,Positif,Mot,Happiness
cikengelu,Besoin,Behoefte,Dinga,4.0,Positif,Mot,Need
cimuna,Battre,Klop,Shaya,4.0,Positif,Mot,Beat
cyomò,Bruit,Geraas,Isixokoxoko,4.0,Positif,Mot,Noise
kunyanga,Bouger,Beweeg,Ukuhambisa,4.0,Positif,Verbe,To move
kulungula,Brûler,Brand,Shisa,4.0,Positif,Verbe,Burn
cyànaku,Bizarre,Vreemd,-Xakile,4.0,Positif,Mot,Weird
kukolela,Obliger,Verpligtend,Ukuphoqa,4.0,Positif,Verbe,To obligate
ditalalaji,Ombre,Skaduwee,Ithunzi,4.0,Positif,Mot,Shadow
cikàlànga,Protocole,Protokol,Umthetho olandelisayo,4.0,Positif,Mot,Protocol
kukùba,Protèger,Beskerm,Vikela,4.0,Positif,Verbe,Protect
Kaya,Promettre,Beloof,Thembisa,4.0,Positif,Verbe,Promise
kutwàta,Prendre,Neem,Hlalela,4.0,Positif,Verbe,Take
kutwala,Porter,Dra,Ukuthwala,4.0,Positif,Verbe,To carry
kusakila,Pousser,Stoot,Phusha,4.0,Positif,Verbe,Push
merci,Penser,Dink,Cabanga,4.0,Positif,Verbe,Think
sendemuka,Partir,Los,Shiya,4.0,Positif,Verbe,Leave
nshinga,Problèm,Probleem,Inkinga,4.0,Positif,Mot,Problem
bukalenga,Pouvoir,Mag,Ubuqhwaga,4.0,Positif,Verbe,Power
disànka,Plaisir,Plesier,Injabulo,4.0,Positif,Verbe,Pleasure
njila,Passage,Deurgang,Umhubhe,4.0,Positif,Mot,Passage
bwalu,Propos,Doel,Maqondana,4.0,Positif,Mot,Remarks
dikenga,Peine,Pyn,Inhlawulo,4.0,Positif,Mot,Penalty
Luulù,Honneur,Eer,Udumo,4.0,Positif,Mot,Honor
kushikama,Habiter,Woon,Zwa,4.0,Positif,Verbe,Live
cibidilu,Habitude,Gewoonte,Isiko,4.0,Positif,Mot,Habit
musangala,Heureux,Gelukkig,-Eneme,4.0,Positif,Mot,Happy
kabingila,Raison,R Seisoen,Isisusa,4.0,Positif,Mot,Reason
kulokota,Raconter,Vertel,Tshela,4.0,Positif,Verbe,Tell
ciluka,Réseau,Netwerk,Inethiwekhi,4.0,Positif,Mot,Network
peta,Recevoir,Ontvang,Thola,4.0,Positif,Verbe,Receive
aaluja,Remettre,Gee Terug,Ukubuyisela emuva,4.0,Positif,Verbe,To put back
kukatula,Retirer,Verwyder,Hola,4.0,Positif,Verbe,Withdraw
kucika,,,,4.0,Positif,Verbe,
kubombola,Jeter,Gooi Weg,Phonsa,4.0,Positif,Verbe,Throw
mulenga,Joli,Mooi,-Bukeka kahle,4.0,Positif,Verbe,Pretty
cipyacipya,Nouveau,Nuut,-Kwanamuhla,4.0,Positif,Mot,New
mululama,Juste,Net,-Qotho,4.0,Positif,Mot,Just
cibandilu,Escalier,Trap,Isikhwelo,4.0,Positif,Mot,Stairs
cilema,Erreur,Fout,Ukuphambeka,-3.0,Negatif,Mot,Error
kwaakidila,Embrasser,Soen,Ukuqabula,2.0,Positif,Verbe,To kiss
cisamba,Ethnie,Etnisiteit,Iqembu lobuhlanga,4.0,Positif,Mot,Ethnic group
kubambakaja,Serrer,Drukkie,Ukuncipha,3.0,Positif,Verbe,To squeeze
kupetulula,Retrouver,Vind,Fumana,5.0,Positif,Verbe,Find
kubondolola,Rouler,Rol,Ukugoqa,1.0,Positif,Verbe,To roll
kucipa,Jurer,Vloek,Thuka,7.0,Positif,Verbe,Swear
ngumu,Journal,Koerant,Iphephandaba,4.0,Positif,Mot,Newspaper
mululama,juste,Net,-qotho,2.0,Positif,Mot,just
kusumpakaja,inquiéter,Bekommernis,khathazeka,4.0,Positif,Verbe,worry
umue,un,Een,A,0.0,Neutre,Nombre,A
ibidi,deux,Twee,okubili,0.0,Neutre,Nombre,two
isatu,trois,Drie,okuthathu,0.0,Neutre,Nombre,three
inayi,quatre,Vier,okune,0.0,Neutre,Nombre,four
itanu,cinq,Vyf,isihlanu,0.0,Neutre,Nombre,five
isambombo,six,Ses,isithupha,0.0,Neutre,Nombre,six
muandamuteketa,sept,Sewe,Isikhombisa,0.0,Neutre,Nombre,seven
muandamukulu,wight,Wight,into yokuhamba,0.0,Neutre,Nombre,wight
tshitemba,neuf,Nege,isishiyagalolunye,0.0,Neutre,Nombre,nine
dikumi,dix,Tien,ishumi,0.0,Neutre,Nombre,ten
dikumi-ni-umue,onze,Elf,ishumi nanye,0.0,Neutre,Nombre,eleven
dikumi-ni-ibidi,douze,Twaalf,ishumi nambili,0.0,Neutre,Nombre,twelve
dikuminiisatu,trez,Drie,ithanga,0.0,Neutre,Nombre,trez
dikuminiinayi,quatorze,Veertien,ishumi nane,0.0,Neutre,Nombre,fourteen
dikuminiitanu,quinze,Vyftien,ishumi nanhlanu,0.0,Neutre,Nombre,fifteen
dikuminiisambombo,seize,Sestien,ishumi nesithupha,0.0,Neutre,Nombre,sixteen
dikuminimuandamuteketa,dix-sept,Sewentien,ishumi,0.0,Neutre,Nombre,seventeen
dikuminimuandamukulu,dix-wight,Tien-Wight,I-Ten-Wight,0.0,Neutre,Nombre,ten-wight
dikuminitshitemba,dix-neuf,Negentien,ishumi nesishiyagalolunye,0.0,Neutre,Nombre,nineteen
makumiabidi,vingt,Twintig,amashumi amabili,0.0,Neutre,Nombre,twenty
makumiabidiniumue,vingt-un,Een-en-twintig,amashumi amabili nanye,0.0,Neutre,Nombre,twenty-one
makumiabidiniibidi,vingt-deux,Twee-en-twintig,amashumi amabili nambili,0.0,Neutre,Nombre,twenty-two
makumiabidiniisatu,vingt-trois,Drie-en-twintig,amashumi amabili nantathu,0.0,Neutre,Nombre,twenty-three
makumiabidiniinayi,vingt-quatre,Vier-en-twintig,amashumi amabili nane,0.0,Neutre,Nombre,twenty-four
makumiabidinitanu,vingt-cinq,Vyf-en-twintig,amashumi amabili nanhlanu,0.0,Neutre,Nombre,twenty-five
makumiabidiniisambombo,vingt-six,Ses-en-twintig,Amashumi amabili nesithupha,0.0,Neutre,Nombre,twenty-six
makumiabidinimuandamuteketa,vingt-sept,Ses-en-twintig,amashumi amabili neskhombisa,0.0,Neutre,Nombre,twenty-seven
makumiabidi-ni-mundamukulu,vingt-wight,Sewe-en-twintig,Amashumi amabili nanye,0.0,Neutre,Nombre,twenty-wight
makumiabidi-ni-tshitemba,vingt-neuf,Nege-en-twintig,Amashumi amabili nesishiyagalolunye,0.0,Neutre,Nombre,twenty-nine
makumiasatu,trente,dertig,amashumi amathathu,0.0,Neutre,Nombre,thirty
makumiasatu-ni-umua,trente-un,een-en-dertig,amashumi amathathu nanye,0.0,Neutre,Nombre,thirty-one
makumiasatu-ni-ibidi,trente-deux,twee-en-dertig,amashumi amathathu nambili,0.0,Neutre,Nombre,thirty-two
makumiasatu-ni-isatu,trente-trois,drie-en-dertig,amashumi amathathu nesithathu,0.0,Neutre,Nombre,thirty-three
makumiasatu-ni-inayi,trente-quatre,vier-en-dertig,amashumi amathathu nane,0.0,Neutre,Nombre,thirty-four
makumiasatu-ni-itanu,trente-cinq,vyf-en-dertig,amashumi amathathu nanhlanu,0.0,Neutre,Nombre,thirty-five
makumiasatu-ni-isambombo,trente-six,ses-en-dertig,amashumi amathathu nesithupha,0.0,Neutre,Nombre,thirty-six
makumiasatu-ni-muandamuteketa,trente-sept,sewe-en-dertig,amashumi amathathu nesikhombisa,0.0,Neutre,Nombre,thirty-seven
makumiasatu-ni-muandamukulu,trente-wight,nege-en-dertig,Amashumi amathathu-Wight,0.0,Neutre,Nombre,thirty-wight
makumiasatu-ni-tshitemba,trente-neuf,nege-en-dertig,amashumi amathathu nesishiyagalolunye,0.0,Neutre,Nombre,thirty-nine
makumianayi,quarante,twee-en-veertig,amashumi amane,0.0,Neutre,Nombre,forty
makumianayi-ni-umua,quarante-un,drie-en-veertig,amashumi amane,0.0,Neutre,Nombre,forty-one
makumianayi-ni-ibidi,quarante-deux,vier-en-veertig,amashumi amane nambili,0.0,Neutre,Nombre,forty-two
makumianayi-ni-isatu,quarante-trois,vyf-en-veertig,amashumi amane nantathu,0.0,Neutre,Nombre,forty-three
makumianayi-ni-inayi,quarante-quatre,ses-en-veertig,amashumi amane nane,0.0,Neutre,Nombre,forty-four
makumianayi-ni-itanu,quarante-cinq,sewe-en-veertig,amashumi amane nanhlanu,0.0,Neutre,Nombre,forty-five
makumianayi-ni-isambombo,quarante-six,nege-en-veertig,amashumi amane nesithupha,0.0,Neutre,Nombre,forty-six
makumianayi-ni-muandamuteketa,quarante-sept,een-en-vyftig,amashumi amane nesikhombisa,0.0,Neutre,Nombre,forty-seven
makumianayi-ni-muandamukulu,quarante-wight,een-en-vyftig,Amashumi amane nanye,0.0,Neutre,Nombre,forty-wight
makumianayi-ni-tshitemba,quarante-neuf,twee-en-vyftig,amashumi amane nesishiyagalolunye,0.0,Neutre,Nombre,forty-nine
makumiatanu,cinquante,drie-en-vyftig,amashumi amahlanu,0.0,Neutre,Nombre,fifty
makumiatanu-umua,cinquante-un,vier-en-vyftig,amashumi amahlanu,0.0,Neutre,Nombre,fifty-one
makumiatanu-ibidi,cinquante-deux,vyf-en-vyftig,amashumi amahlanu nambili,0.0,Neutre,Nombre,fifty-two
makumiatanu-isatu,cinquante-trois,ses-en-vyftig,amashumi amahlanu nantathu,0.0,Neutre,Nombre,fifty-three
makumiatanu-inayi,cinquante-quatre,sewe-en-vyftig,amashumi amahlanu nane,0.0,Neutre,Nombre,fifty-four
makumiatanu-itanu,cinquante-cinq,nege-en-vyftig,amashumi amahlanu nanhlanu,0.0,Neutre,Nombre,fifty-five
makumiatanu-isambombo,cinquante-six,nege-en-sestig,amashumi amahlanu nesithupha,0.0,Neutre,Nombre,fifty-six
makumiatanu-muandamuteketa,cinquante-sept,twee-en-sestig,amashumi amahlanu nesikhombisa,0.0,Neutre,Nombre,fifty-seven
makumiatanu-muandamukulu,cinquante-wight,drie-en-sestig,amashumi amahlanu-wight,0.0,Neutre,Nombre,fifty-wight
makumiatanu-tshitemba,cinquante-neuf,vier-en-sestig,amashumi amahlanu nesishiyagalolunye,0.0,Neutre,Nombre,fifty-nine
makumiasambombo,soixante,vyf-en-sestig,amashumi ayisithupha,0.0,Neutre,Nombre,sixty
makumiasambombo-ni-umue,soixante-un,sewe-en-sestig,amashumi ayisithupha,0.0,Neutre,Nombre,sixty-one
makumiasambombo-ni-ibidi,soixante-deux,nege-en-vyftig,amashumi ayisithupha nambili,0.0,Neutre,Nombre,sixty-two
makumiasambombo-ni-isatu,soixante-trois,een-en-sestig,amashumi ayisithupha nantathu,0.0,Neutre,Nombre,sixty-three
makumiasambombo-ni-inayi,soixante-quatre,twee-en-sestig,amashumi ayisithupha nane,0.0,Neutre,Nombre,sixty-four
