CILUBA,French,Afrikaans,Zulu,Score,Sentiment,Nature,English_Translation,Tsonga_Translation
kambumba,seau,emmer,ibhakede,3.0,Positif,Mot,bucket,baketi
kabasa,tabouret,stoelgang,isikebhe,3.0,Positif,Mot,stool,mahuma
mutshioku,fatigue,moegheid,ukukhathala,-4.0,Negatif,Mot,fatigue,karhala swinene
kankudumbua,pigeon,duif,ijuba,1.0,Positif,Mot,pigeon,tuva
tshibuta,sac,sak,isikhwama,1.0,Positif,Mot,bag,nkwama
musulu,riviere,rivier,umfula,1.0,Positif,Mot,river,nambu
lomba,demande,vra,isicelo,1.0,Positif,Verbe,request,xikombelo
luaku,viens,kom,woza,1.0,Positif,Mot,come,tana
dikisha,repos,rus,ukuphumula,1.0,Positif,Mot,rest,wisa
losa,riz,rys,ilayisi,1.0,Positif,Mot,rice,rhayisi
nkunda,haricot,boontjie,ubhontshisi,1.0,Positif,Mot,bean,bean
diba,montre,kyk,bukela,1.0,Positif,Mot,watch,langutisa
bubanji,richesse,rykdom,ingcebo,1.0,Positif,Mot,wealth,rifumo
Kunvua,ecouter,luister,lalela,1.0,Positif,Verbe,listen,yingisela
Kumona,voir,sien,buka,1.0,Positif,Verbe,see,vona
Makasa,pied,voet,unyawo,1.0,Positif,Mot,foot,nenge
Kulamba,preparer,voorberei,lungiselela,1.0,Positif,Verbe,prepare,lulamisa
Kuteka,deposser,sit neer,ukulahlwa kwempahla,1.0,Positif,Verbe,deposit,dipoziti
Kuangata,prendre,neem,thatha,1.0,Positif,Verbe,take,teka
Kuenda,marcher,loop,ukuhamba ngezinyawo,1.0,Positif,Verbe,to walk,ku famba
Kuvuala,porter,dra,ukugqoka,1.0,Positif,Verbe,to carry,ku rhwala
Kutela,coudre,naai,thunga,1.0,Positif,Verbe,sew,rhungha
Kusumba,acheter,koop,thenga,1.0,Positif,Verbe,buy,xava
Kuteka,deposer,deposito,idiphozithi,1.0,Positif,Verbe,deposit,dipoziti
Kusukula,nettoyer,skoonmaak,ihlanzekile,1.0,Positif,Verbe,to clean,ku basisa
Bisekiseki,legumes,groente,amadumbe,1.0,Positif,Mot,vegetables,matsavu
Nsuwu,soupe,sop,isobho,1.0,Positif,Mot,soup,supu
Kusomba,s'asoire,sit,i-s 'osoire,1.0,Positif,Verbe,to sit,ku tshama
menji,intelligence,intelligente ensie,ubuhlakani,1.0,Positif,Mot,intelligence,vunhlorhi
Kuendesha,rouler,ry,ukugibela,1.0,Positif,Verbe,to roll,ku rhendzeleka
Machinyi,voiture,motor,imoto,1.0,Positif,Mot,car,movha
Kadiendelandela,Moto,Motorfiets,Isithuthuthu,1.0,Positif,Mot,Motorcycle,Xithuthuthu
Dikalu,velo,fiets,ibhayisikili,1.0,Positif,Mot,bike,xithuthuthu
Nsuki,cheveux,hare,izinwele,1.0,Positif,Mot,hair,nsisi
Bilamba,habit,klere,umkhuba,1.0,Positif,Mot,habit,ntolovelo
Tshimanu,mure,swartbessie,udonga,1.0,Positif,Mot,ripe,vupfile
Kuwuyakana,respirer,asemhaal,phefumula,1.0,Positif,Verbe,breathe,hefemula
Bukula,farine,meel,ufulawa,1.0,Positif,Mot,flour,fulawuri
Tshiomba,manioc,kassawe,i-cassava,1.0,Positif,Mot,cassava,cassava ya ximanga
Matala,Maïs,Mielies,Ummbila,1.0,Positif,Mot,But,Kambe
Menu,dents,tande,amazinyo,1.0,Positif,Mot,teeth,meno
Nshinga,fil,draad,ucingo,1.0,Positif,Mot,thread,ntambhu
Mievu,barbe,baard,intshebe,1.0,Positif,Mot,beard,malevhu
Cilongo,fleur,blom,imbali,1.0,Positif,Mot,flower,xiluva
Dilongu,assiete,bord,i-asiete,1.0,Positif,Mot,plate,ndyelo
Mbidika,crush,verplettering,i-crush,1.0,Positif,Mot,crush,tlumba
Dikowu,gobelet,koppie,indebe,1.0,Positif,Mot,cup,khapu
Tshiamua,fer,yster,i-ayini,1.0,Positif,Mot,iron,nsimbhi
Buanga,médicaments,medisyne,imithi,1.0,Positif,Mot,drugs,swidzidzirisi
Milombu,prière,gebed,umthandazo,1.0,Positif,Verbe,prayer,xikhongelo
Misambu,chanson,liedjie,iculo,1.0,Positif,Mot,song,risimu
Tshisanji,radio,radio,umsakazo,1.0,Positif,Mot,radio,xiya-ni-moya
Kutemeshe,allumer,skakel aan,vula,1.0,Positif,Verbe,to light up,ku voninga
Bianza,main,hand,isandla,1.0,Positif,Mot,hand,voko
Maboku,bras,arm,ingalo,1.0,Positif,Mot,arm,voko
Kukuata,tenir,hou vas,bamba,1.0,Positif,Verbe,hold,khomelela
Nkosthi,veste,baadjie,ibhantshi,1.0,Positif,Mot,jacket,jazi
Mutelu,chemise,hemp,ihembe,1.0,Positif,Mot,shirt,hembhe
Nkanzu,robe,rok,ingubo yokugqoka,1.0,Positif,Mot,dress,ambala
Bimuma,fruits,vrugte,izithelo,1.0,Positif,Mot,fruits,mihandzu
Mbota,bouton,knoop,sunduza inkinobho,1.0,Positif,Mot,button,konopa
Disu,oeil,oog,iso,1.0,Positif,Mot,eye,tihlo
Matshi,oreille,oor,indlebe,1.0,Positif,Mot,ear,ndleve
Diulu,nez,neus,ikhala,1.0,Positif,Mot,nose,nhompfu
Tshifulu,chapeau,hoed,isigqoko,1.0,Positif,Mot,hat,xihuku
Kuenda,marcher,loop,ukuhamba ngezinyawo,1.0,Positif,Verbe,to walk,ku famba
Nshingu,cou,nek,intamo,1.0,Positif,Mot,neck,nhamu
Mikolu,jambes,bene,imilenze,1.0,Positif,Mot,legs,milenge
Nzadi,ongle,nael,izinzipho,1.0,Positif,Mot,nail,xipikiri
Kumusha,enlever,neem af,susa,1.0,Positif,Verbe,to remove,ku susa
tshivunga,jupons,onderrokke,izilwane ezifuywayo,1.0,Positif,Mot,petticoats,swiambalo swa le hansi
nzala,famine,hongersnood,indlala,1.0,Positif,Mot,famine,dyandza
kumuana,Voir,Sien,Buka,1.0,Positif,Verbe,See,Vona
kunyema,Fuir,Vlug,Baleka,1.0,Positif,Verbe,Flee,Baleka
kunaya,Jouer,Speel,Dlala,1.0,Positif,Verbe,Play,Tlanga
kuhotela,Importuner,Irriteer,Ngenisa,-5.0,Negatif,Verbe,To bother,Ku karhata
tshisanji,Radio,Radio,Umsakazo,3.0,Positif,Mot,Radio,Xiya-ni-moya
mukaji,Femme,Vrou,Owesifazane,3.0,Positif,Mot,Women,Vavasati
buimpa,Beauté,Skoonheid,Ubuhle,3.0,Positif,Mot,Beauty,Saseka
ndundu,Ballon,Bal,Ibhaluni,3.0,Positif,Mot,Ball,Bolo
bulaba,Terre,Aarde,Umhlaba,3.0,Positif,Mot,Earth,Misava
duilu,Ciel,Hemel,Isibhakabhaka,3.0,Positif,Mot,Sky,Tilo
dibua,Pierre,Klip,Itshe elikhulu,3.0,Positif,Mot,Rock,Ribye
tshinkeunda,Papayer,Papajaboom,I-papaya,3.0,Positif,Verbe,Papaya,Papaya
tshiadi,Poitrine,Bors,Isifuba,3.0,Positif,Mot,Chest,Xifuva
tshilama,Pagne,Lendedoek,I-Pagne,3.0,Positif,Mot,loincloth,xiambalo xa le matsolweni
dikohu,Gobelet,Beker,Inkomishi,3.0,Positif,Mot,Cup,Khapu
bisabata,Chaussure,Skoen,Isicathulo,3.0,Positif,Mot,Shoe,Xihlangi
tshibuta,Malette,Aktetas,Ipotimende,3.0,Positif,Mot,Briefcase,Nkwama wa swilo
muhanu,Pantalon,Broek,Amabhulukwe,3.0,Positif,Mot,Pants,Maburuku
mutelu,Chemise,Hemp,Ihembe,3.0,Positif,Mot,Shirt,Hembhe
nzala,Famine,Hongersnood,Indlala,-7.0,Negatif,Mot,Famine,Dyandza
nkuasa,Chaise,Stoel,Isihlalo,2.0,Positif,Mot,Chair,Xitulu
bula,Lit,Bed,Umbhede,2.0,Positif,Mot,Bed,Mubedo
tshimfuanyi,Visage,Gesig,Ubuso,2.0,Positif,Mot,Face,Xikandza
malata,Tôles,Plaatmetaal,Amashidi,2.0,Positif,Mot,Sheet metal,Xiphepherhele xa nsimbi
bukula,Farine,Meel,Inhlama,2.0,Positif,Mot,Flour,Fulawuri
mucima,Foie,Lewer,Isibindi,2.0,Positif,Mot,Liver,Xivindzi
ditabuja,Foi,Geloof,Ukholo,2.0,Positif,Mot,Faith,Ripfumelo
musangu,Fois,Tye,Izikhathi,2.0,Positif,Mot,Times,Minkarhi
musambu,Chanson,Lied,Ingoma,2.0,Positif,Mot,Song,Risimu
lubalenga,Rate,Milt,Isilinganiso,2.0,Positif,Mot,Missed,Ku hundzeriwile hi nkarhi
moyi,Cœur,Hart,Inhliziyo,2.0,Positif,Mot,Heart,Mbilu
buloji,Sorcellerie,Heksery,Ubuthakathi,-5.0,Negatif,Mot,Witchcraft,Vuloyi
Oiseau=nyunyi,Oiseau,Voël,Inyoni,6.0,Positif,Mot,Bird,Xinyenyana
nkosa,Souris,Muis,Igundane,-2.0,Negatif,Mot,Mouse,Kondlo
nyama,Animaux,Diere,Izilwane ezifuywayo,1.0,Positif,Mot,Animals,Swiharhi
dihota,Bêtise,Domheid,Ubuwula,1.0,Positif,Mot,Stupidity,Vuphukuphuku
kabonkoshi,Crane,Skedel,I-crane,1.0,Positif,Mot,Skull,Xikandza
kulala,Dormir,Slaap,Ukulala,1.0,Positif,Mot,Sleep,Etlela
tshikolowu,Torchon,Skottel,Ithawula,1.0,Positif,Mot,Dishcloth,Lapi ra swibya
mutshi,Plante,Plant,Isitshalo,1.0,Positif,Mot,Plant,Ximila
mbindi,Corps,Liggaam,Umzimba,1.0,Positif,Mot,Body,Miri
nzembua,Courant,Hardloop,Qephuza,1.0,Positif,Mot,Fluent,Khuluka
ngumu,Information,Inligting,Ulwazi,1.0,Positif,Mot,Information,Marungula
kuakula,Parler,Praat,Shumayela,1.0,Positif,Verbe,Talk,Vulavula
kudia,Manger,Eet,-Dla,1.0,Positif,Verbe,Eat,Dyana
kuvila,Nier,Ontken,Phika,1.0,Positif,Verbe,Deny,Ala
maja,Danse,Dans,Gida,1.0,Positif,Verbe,Dance,Cina
kutuadija,Désormais,Van Nou Af,Kusuka manje,1.0,Positif,Mot,From now on,Ku sukela sweswi ku ya emahlweni
bulongama,Ordre,Bestel,Hlela,1.0,Positif,Mot,Order,Xileriso
tshitalu,Cadavre,Lyk,Isidumbu,-7.0,Negatif,Mot,Corpse,Ntsumbu wa ntsumbu
lufu,Mort,Dood,-Fileyo,-9.0,Negatif,Mot,Dead,File
nzambi,Dieu,God,UNkulunkulu,9.0,Positif,Mot,God,Xikwembu
musalayi,Militaire,Militêr,-Nenkani,-2.0,Negatif,Mot,Military,Masocha
pulushi,Policier,Polisieman,Iphoyisa lendoda,-1.0,Negatif,Mot,Police officer,Phorisa
kukumbaja,Ajouter,Voeg by,Enezelela,3.0,Positif,Verbe,Add,Katsa
muloji,Sorcier,Towenaar,Iwumbuzane,-7.0,Negatif,Mot,Wizard,Muloyi
mianda,Histoire,Storie,Umlando,4.0,Positif,Mot,History,Matimu
kuleja,Montrer,Wys,Ukukhombisa,4.0,Positif,Mot,To show,Ku kombisa
bindidimbi,Image,Beeld,Isithombe,4.0,Positif,Mot,Picture,Xifaniso
ndumba,Pute,Hoer,Isifebe,4.0,Positif,Mot,Whore,Xifeve xa xisati
nzubu,Maison,Huis,Ikhaya,4.0,Positif,Mot,Home,Kaya
kulama,Protéger,Beskerm,Vikela,4.0,Positif,Verbe,Protect,Sirhelela
nsentedi,Sentinelle,Sen tinelle,Isithunywa,4.0,Positif,Mot,Sentinel,Mutirhi wa le xihundleni
nyoka,Serpent,Slang,Inyoka,-5.0,Negatif,Mot,Snake,Nyoka
bualu,Probleme,Probleem,Izindaba okuphikiswana ngazo,3.0,Positif,Mot,Issue,Mhaka
mudimu,Travail,Werk,Umsebenzi,3.0,Positif,Mot,Work,Ntirho
munyinyi,Viande,Vleis,Inyama,3.0,Positif,Mot,Meat,Nyama
tshito,Plâtre,Pleister,Ukhonkolo,3.0,Positif,Mot,Plaster,Plaster
mputa,Plaie,Wond,Limaza,3.0,Positif,Mot,Wound,Xilondzo
tshimanu,Mur,Muur,Udonga,3.0,Positif,Mot,Wall,Khumbi
tshingoma,Arme,Wapen,-Hlomile,-3.0,Negatif,Mot,Armed,Va hlomile
kulekela,Laisser,Los,Ukuhamba,5.0,Positif,Mot,To leave,Ku famba
kuehuka,Eviter,Vermy,Xwaya,5.0,Positif,Mot,Avoid,Papalata
muinshi,Pilon,Stamper,Nguonyana,5.0,Positif,Mot,Pestle,Pestle ya xirhendzevutani
muhanji,Malaxeur,Menger,Okokuxuba,5.0,Positif,Mot,Mixer,Muhlanganisi
tshinu,Mortier,Mortier,Isigqulo,5.0,Positif,Mot,Mortar,Xikontiri
mpuku,Rat,Rot,Igundane,5.0,Positif,Mot,Rat,Kondlo
mbindi,Corps,Liggaam,Umzimba,5.0,Positif,Mot,Body,Miri
luhangu,Parcelle,Plot,Isakhiwo sendaba,5.0,Positif,Mot,Plot,Kungu
lubilu,Vitesse,Spoed,Isivinini,5.0,Positif,Mot,Speed,Rivilo
tshibi,Porte,Deur,Isicabha,5.0,Positif,Mot,Door,Rivanti
disu,Œil,Oog,Ihlo,5.0,Positif,Mot,Eye,Tihlo
ditshi,Oreille,Oor,Indlebe,5.0,Positif,Mot,Ear,Ndleve
dinanga,Amour,Liefde,Thanda,5.0,Positif,Mot,Love,Rirhandzu
mukanda,Livre,Boek,Ibhuku,5.0,Positif,Mot,Book,Buku
mutshi,Arbre,Boom,Isihlahla,5.0,Positif,Mot,TREE,NSINYA
bukondo,Filet,Net,Inethi,5.0,Positif,Mot,Net,Nete
bisonsa,Herbes,Kruie,Amakhakhasi,5.0,Positif,Mot,Herbs,Swimilani swa mirhi
mukidi,Canal,Kanaal,Insungubezi,5.0,Positif,Mot,Channel,Channel
katumba,Tracteur,Trekker,Ugandaganda,5.0,Positif,Mot,Tractor,Teretere
mateta,Examen,Ondersoek,Ukuhlola,5.0,Positif,Mot,Exam,Xikambelo
lukombo,Balais,Besems,Imishanelo,5.0,Positif,Mot,Brooms,Swifafazeri
lumbombo,Hypocrisie,Skeugeligheid,Ubuzenyesi,-6.0,Negatif,Mot,Hypocrisy,Vukanganyisi
Akula,parle,praat,khuluma,2.0,Positif,Verbe,speak,vulavula
Akulula,reparler,praat weer,Khuluma futhi,2.0,Positif,Verbe,speak again,vulavula nakambe
Akaja,Arranger,Rangskik,Hlela,2.0,Positif,Verbe,Arrange,Longoloxa
Akajulula,réarranger,herrangskik,hlela kabusha,2.0,Positif,Verbe,rearrange,hlela hi vuntshwa
Ambulula,répète,herhaal,-phindaphiwe,2.0,Positif,Verbe,repeated,ku phindha-phindhiwa
Aluja,remet,sit terug,izandla ngaphezulu,2.0,Positif,Verbe,puts,ku veka
Alujulula,réremettre,sit weer,amukela,2.0,Positif,Verbe,hand over,ku nyiketa mavoko
Andamuna,repond,antwoorde,ukuphendula,2.0,Positif,Verbe,answers,tinhlamulo
Ambuluja,dépêcher,maak gou,shesha,2.0,Positif,Verbe,dispatch,rhumela
Amba:dire,dire,sê,khuluma,2.0,Positif,Verbe,say,vula
Ambulula,répéter,herhaal,phinda,2.0,Positif,Verbe,repeat,vuyelela
Angula,ramasser,tel op,Phakamisa,2.0,Positif,Verbe,pick up,tlakula
Angulula,reramasse,tel weer op,Thatha futhi,2.0,Positif,Verbe,pick up,tlakula
Ambakaja,superposer,superponeer,ukuphukhulumisa,2.0,Positif,Verbe,layer,leyara
Andamuna,répondre,antwoord,impendulo,2.0,Positif,Verbe,answer,nhlamulo
Angata,prend,neem,izakahlela,2.0,Positif,Verbe,takes,swi teka
Bukenka,lumière,lig,-mhlophe,2.0,Positif,Verbe,light,rivoni
Bikasa,cérémoniecoutumière,gebruiklike seremonie,Umkhosi Owesiko,2.0,Positif,Mot,customary ceremony,nkhuvo wa ndhavuko
Buloba,terre,aarde,inhlabathi,2.0,Positif,Mot,earth,misava
Binsonji,leslarmes,die trane,izinyembekathi,2.0,Positif,Mot,tears,mihloti
Bilela,jeu,spel,igemu,2.0,Positif,Mot,game,ntlangu
Bilamba,habits,klere,izingubo,2.0,Positif,Mot,clothes,swiambalo
Biluatu,vêtements,klere,izingubo,2.0,Positif,Mot,clothes,swiambalo
Busuyi,Caboche,Knap,Inqwaba,2.0,Positif,Mot,Caboche,Caboche
Bufuki,créature,wese,isilwane,2.0,Positif,Mot,creature,xivumbiwa
Biunvuidi,écouteurs,oorfone,Ama-headphones,2.0,Positif,Mot,headphones,switwi swa le tindleveni
Biuma,dote,bruidskat,isipho semali,2.0,Positif,Mot,dowry,vukati bya vukati
Binvundu,désordres,gemors,ukuphaziseka,-8.0,Negatif,Mot,disorders,swiphiqo
Bilongu,fleurs,blomme,izimbali,6.0,Positif,Mot,flowers,swiluva
Bunia,plier,vou,gobisa,6.0,Positif,Verbe,bend,khotsa
Bulela,connaissance,kennis,ukuzwa,6.0,Positif,Mot,awareness,vulemukisi
Bujitu,poind,gewig,khomba,6.0,Positif,Mot,weight,ntikelo
Bunsantu,sainteté,heiligheid,ubungcwele,6.0,Positif,Mot,holiness,ku kwetsima
Busenji,imbécillité,onbevoegdheid,ukumbeílity,-3.0,Negatif,Mot,imbecility,vuphukuphuku
Bantu,lesgens,mense,abantu,4.0,Positif,Mot,people,vanhu
Bansantu,lessaints,heiliges,Abangcwele,4.0,Positif,Mot,the trials,miringo
Banjelu,lesanges,engele,izingelosi,4.0,Positif,Mot,angels,tintsumi
Buinvi,levol,diefstal,inyohlilokazi,-7.0,Negatif,Mot,levol,levol
Buikila,ferme,plaas,ipulazi,-5.0,Negatif,Mot,farm,purasi
Butaka,sexe,seks,ubulili,3.0,Positif,Mot,sex,rimbewu
Bualu,lit,bed,umbhede,3.0,Positif,Mot,bed,mubedo
Bufuka,fertile,vrugbaar,-zothile,3.0,Positif,Mot,fertile,ndzhongo
Bueja,entre,tussen,ngaphakathi,3.0,Positif,Mot,between,exikarhi
Buatu,bateau,boot,isikebhe,3.0,Positif,Mot,boat,xikwekwetsu
Benga,réfut,weerlegging,-buyembuliwe,3.0,Positif,Mot,refutation,ku kaneta
Bukula,farine,meel,incushuncushu,3.0,Positif,Mot,flour,fulawuri
Busa,l'oseille,suring,isingwana sesifulo,3.0,Positif,Mot,sorrel,sorrel
Bundu,honte,skaamte,amahloni,-7.0,Negatif,Mot,shame,mbuyangwana
Bintu,choses,dinge,izinto,3.0,Positif,Mot,things,swilo
Bilela,blague,grap,ihlaya,3.0,Positif,Mot,joke,fenya
Bînenka,trèsbien,baie goed,Phenduleki,3.0,Positif,Mot,Alright,Tshamisekile
Dîku,famille,familie,umndeni,3.0,Positif,Mot,family,ndyangu
Bidia,foufou,mal,i-foufou,3.0,Positif,Mot,crazy,hlanya
Dikalu,vélo,fiets,ibhanoyi,3.0,Positif,Mot,bike,xithuthuthu
Dikasa,pied,stap,unyawo,3.0,Positif,Mot,foot,nenge
Disambila,prière,gebed,isicelo,3.0,Positif,Mot,prayer,xikhongelo
Dikumi,dix,tien,ishumi,3.0,Positif,Mot,ten,khume
Difu,ventre,maag,isisu,3.0,Positif,Mot,belly,khwiri
Diakalenga,bonheur,geluk,injabulo,3.0,Positif,Mot,happiness,ntsako
Dîkisha,repot,pot,phisha futhi,3.0,Positif,Mot,repot,repot
Dikumbi,parapluie,sambreel,isambulela,3.0,Positif,Mot,umbrella,xiambulela
Dindila,attente,wag,-lindizayo,3.0,Positif,Mot,waiting,rindzile
Disoso,trou,gat,umgodi,3.0,Positif,Mot,hole,mbhovo
Dikela,petittrou,klein gaatjie,umgodi omncane,3.0,Positif,Mot,smallhole,xihlovo lexitsongo
Dilongu,casserole,kastrol,ipani,3.0,Positif,Mot,pan,pani
Ditalaji,l'ombrage,skaduwee,ukuhlangulela,3.0,Positif,Mot,the shade,ndzhuti wa kona
Diata,piétiner,vertrap,swayela,3.0,Positif,Mot,trample,ku kandziyela
Dienzejibua,obligation,verpligting,isibopho,3.0,Positif,Mot,obligation,xiboho
Diandamuna,réponse,antwoord,impendulo,3.0,Positif,Mot,answer,nhlamulo
Dikokesha,gouverner,g regeer,phatha,3.0,Positif,Verbe,govern,ku fuma
Diobesha,marquer,merk,beka,3.0,Positif,Verbe,mark,mfungho
Dituntumuna,transporter,dra,thwala,3.0,Positif,Verbe,carry,rhwala
Diambuluisha,aider,help,Usizo,3.0,Positif,Verbe,help,pfuna
Dibandishibua,élever,verhoog,phakamisa,3.0,Positif,Verbe,raise,tlakusa
Dibanjija,dédicacé,toegewy,ukunikela,3.0,Positif,Mot,dedication,tiyimisela
Dilombodibua,êtreconduit,gelei word,Ukuqhutshwa,3.0,Positif,Mot,be driven,ku fambisiwa
Dipangadika,décision,besluit,isiphetho,3.0,Positif,Mot,decision,xiboho
Didisuila,publier,publiseer,khiphela ukuthengisa,3.0,Positif,Verbe,publish,ku kandziyisa
Disama,maladie,siekte,isifo,3.0,Positif,Mot,disease,vuvabyi
Diepuka,dévier,afwyk,phambuka,3.0,Positif,Verbe,deviate,ku hambuka
Dielakana,confondre,verwar,Ukudida,3.0,Positif,Verbe,to confuse,ku pfilunganya
Dialakana,envier,afguns,umona,3.0,Positif,Verbe,envy,navela
Dîtu,forêt,bos,ihlathi,3.0,Positif,Mot,forest,nhova
Ebeja,demander,vra,buza,3.0,Positif,Verbe,ask,vutisa
Elela,mettre,sit,beka,3.0,Positif,Verbe,put,vekela
Elesha,mettredansunechose,sit iets in,faka okuthile,3.0,Positif,Verbe,put in something,nghenisa nchumu wo karhi
Enzela,faire,doen,OKUZO KWENZIWA,3.0,Positif,Verbe,TO DO,KU ENDLA
Enzulula,refaire,oordoen,yenzamula,3.0,Positif,Verbe,redo,ku endla nakambe
Enda,marche,loop,vakasha,3.0,Positif,Verbe,walk,famba
Endulula,remarche,loop weer,uhambe futhi,3.0,Positif,Verbe,walks,ku famba-famba
Eku,ici,hier,lapha,3.0,Positif,Mot,here,laha
Enda,marcher,loop,ukuhamba,3.0,Positif,Verbe,to walk,ku famba
Funda,écrire,skryf,ukubhala,3.0,Positif,Verbe,to write,ku tsala
Fundulula,réécrire,herskryf,loba futhi,3.0,Positif,Verbe,rewrite,tsala nakambe
Fimbu,foué,mal,-phambene,3.0,Positif,Mot,crazy,hlanya
Ikila,causer,want,dala,3.0,Positif,Verbe,cause,xivangelo
Indila,attend,wag,linda,3.0,Positif,Verbe,wait,yima
Ikala,soit,wees,noma,0.0,Neutre,Verbe,either,kumbe
Kasuyi,haché,gekap,izenube,3.0,Positif,Mot,ax,xikele
Kela,couto,couto,couto,3.0,Positif,Mot,couto,couto
Kalalu,berceau,wieg,imbeleko,3.0,Positif,Mot,cradle,xibedlhele xa xirhendzevutani
Kalulu,lapin,haas,unogwaja,3.0,Positif,Mot,rabbit,mpfundla
Kawundu,eguille,naald,Eguille,3.0,Positif,Mot,needle,naliti
Kenga,souffres,ly,hlupheka,3.0,Positif,Mot,suffer,hlupheka
Kanga,ferme,ferm,ipulazi,3.0,Positif,Mot,farm,purasi
Konga,s'informer,navraag doen,Thola ulwazi,3.0,Positif,Verbe,to find out,ku kuma sweswo
Kupuekela,abaissement,vernedering,ukwehlisa,3.0,Positif,Mot,lowering,ku ehlisa ehansi
Kulekela,abandon,verlating,ukulahlwa,3.0,Positif,Mot,abandon,lan&#39;wa
Mukumike,abattu,geslag,kudalwe,3.0,Positif,Mot,shot,baleserile
Mudishikamine,affranchi,geëmansipeer,-thunjya,3.0,Positif,Mot,freedman,munhu la ntshunxiweke
Muenatshinyangu,abominable,afskuwelik,kungeteki,3.0,Positif,Mot,abominable,leswi nyenyetsaka
Bidia,agapes,fees,idili,3.0,Positif,Mot,feast,swakudya
Kujimija,abolition,afskaffing,ukuqedelana,3.0,Positif,Mot,abolition,ku herisiwa ka swilo
Tshiakanetshiditshianyisha,agreeable,aangenaam,-hle,3.0,Positif,Mot,agreeable,ku pfumelelana na swona
Tshiabuny,abondamment,oorvloedig,kakhulu,3.0,Positif,Mot,abundantly,hi xitalo
Bidimu,age,ouderdom,iminyaka,3.0,Positif,Mot,age,vukhale
Kuvula,abondance,oorvloed,ubuningi,3.0,Positif,Mot,abundance,ndzalo
Dieba,aiguillon,angel,tinyela,3.0,Positif,Mot,sting,tlhava
Kumusha,abrogation,herroeping,susa,3.0,Positif,Mot,repeal,ku herisa
Mapuapua,aile,vlerk,iphiko,3.0,Positif,Mot,wing,wing
Dipumbishibua,absence,afwesigheid,ukungabibikho,3.0,Positif,Mot,absence,xwa
Kukuabu,ailleurs,elders,kwenye indawo,3.0,Positif,Mot,elsewhere,kun’wana
Bululu,absinthe,als,Absinthe,3.0,Positif,Mot,absinthe,absinthe leyi vuriwaka absinthe
Tshimuenenu,airapparencevisuel,lugvoorkomsvisueel,i-airAantancevisual,3.0,Positif,Mot,visual appearance,xivumbeko xa mahlo
Menemene,absolument,absoluut,nakanjani,3.0,Positif,Mot,absolutely,hakunene
Tshituilu,aire,gebied,indawo,3.0,Positif,Mot,area,ndhawu
Tshiakuitaba,acceptable,aanvaarbaar,-mukelekile,3.0,Positif,Mot,acceptable,swi amukeleka
Butalale,aise,gemak,-ncwaba,3.0,Positif,Mot,easy,olova
Tshibueledi,accès,toegang,tholakala,3.0,Positif,Mot,access,fikelela
Mupepele,aisé,maklik,-ncwaba,3.0,Positif,Mot,easy,olova
Kudiunda,accroissement,toename,ukukhula,3.0,Positif,Mot,increase,engetela
Tshiakudia,aliment,voedsel,ukudla,3.0,Positif,Mot,food,swakudya
Dikumbana,accomplissement,prestasie,ubungcweti,3.0,Positif,Mot,accomplishment,ku humelela
Mifuanu,allégorique,allegories,ngokusobala,3.0,Positif,Mot,allegorical,xifaniso xa xifaniso
Diyidimue,accord,ooreenkoms,isivumelwano,3.0,Positif,Mot,agreement,ntwanano
Disanka,allégresse,vreugde,injabulo,3.0,Positif,Mot,joy,ntsako
Mubandi,accusateur,aanklaer,umgqugquzeli,3.0,Positif,Mot,accuser,muhehli
Tshipungidi,alliance,alliansie,isivumelwano sokubambisana,3.0,Positif,Mot,alliance,ntwanano wa ntwanano
Bubandi,accusation,beskuldiging,khokhisa,3.0,Positif,Mot,charge,hlongorisa
Bulopo,ambassade,ambassade,indawo yokuhlala noma ihhovisi lenxusa,3.0,Positif,Mot,embassy,vuyimeri bya tiko
Dipeta,acquisition,verkryging,okutholakele,3.0,Positif,Mot,acquisition,xava
Bulunda,amitié,vriendskap,ubudlelwane,3.0,Positif,Mot,friendship,vunghana
Tshienzedi,action,aksie,ukwenza,3.0,Positif,Mot,action,goza
Bikole,amèrement,bitterlik,-babayo,3.0,Positif,Mot,bitterly,hi ku vava
Disuminyina,activité,aktiwiteit,ukukhuthala,3.0,Positif,Mot,activity,gingiriko
Tshidimu,an,jaar,unyaka,3.0,Positif,Mot,year,lembe
Muenamudimu,administrateur,administrateur,umsingathi,3.0,Positif,Mot,administrator,mufambisi
Mulawu,anathème,anathema,uhlobo,3.0,Positif,Mot,anathema,anathema
Kudimusha,admonestation,vermaning,ukuqondiswa kwendlu,3.0,Positif,Mot,admonition,xitsundzuxo
Nkambua,ancêtre,voorouer,ukhokho,3.0,Positif,Mot,ancestor,kokwa wa xisati
Dipiana,adoption,aanneming,ukuthabatha,3.0,Positif,Mot,adoption,ku amukeriwa ka vana
Dikenga,angoisse,angs,usizi,3.0,Positif,Mot,anguish,ku xaniseka
Mukukuidi,adorateur,aanbidder,umkhulekeli,3.0,Positif,Mot,worshipper,mugandzeri
Dimueneka,apparition,verskyning,ukubonakala,3.0,Positif,Mot,appearance,xivumbeko
Masandi,adultère,egbreuk,ukuphinga,-5.0,Negatif,Mot,adultery,vuoswi
Dibikila,appel,roep,memeza,1.0,Positif,Mot,call,vitana
