French_norm,Nature_std,Score_int,Sentiment_std,priority,english,notes,source,qa_status_translate
revenir,verb,3.0,positive,medium,to come back,auto:gcp,gcp,ok
revoir,verb,3.0,positive,medium,goodbye,auto:gcp,gcp,ok
ride,other,3.0,positive,medium,wrinkled,auto:gcp,gcp,ok
rire,verb,4.0,positive,medium,laugh,auto:gcp,gcp,ok
rivière,other,5.0,positive,medium,river,auto:gcp,gcp,ok
rocailleux,other,-4.0,negative,medium,rocky,auto:gcp,gcp,ok
roi,other,4.0,positive,medium,king,auto:gcp,gcp,ok
ronde,other,5.0,positive,medium,round,auto:gcp,gcp,ok
rouble,other,-6.0,negative,medium,ruble,auto:gcp,gcp,ok
rouille,other,-6.0,negative,medium,rust,auto:gcp,gcp,ok
rouillé,other,-6.0,negative,medium,rust,auto:gcp,gcp,ok
route,other,4.0,positive,medium,road,auto:gcp,gcp,ok
rugir,verb,4.0,positive,medium,roar,auto:gcp,gcp,ok
rugissant,other,-5.0,negative,medium,roaring,auto:gcp,gcp,ok
rumeur,other,-3.0,negative,medium,rumor,auto:gcp,gcp,ok
ruse,other,-4.0,negative,medium,cunning,auto:gcp,gcp,ok
réagir,verb,5.0,positive,medium,react,auto:gcp,gcp,ok
réaliser,verb,4.0,positive,medium,realize,auto:gcp,gcp,ok
réception,other,5.0,positive,medium,reception,auto:gcp,gcp,ok
récit,other,6.0,positive,medium,narrative,auto:gcp,gcp,ok
récréer,other,3.0,positive,medium,recreate,auto:gcp,gcp,ok
rédemption,other,6.0,positive,medium,redemption,auto:gcp,gcp,ok
réduire,verb,-4.0,negative,medium,reduce,auto:gcp,gcp,ok
réfléchir,verb,3.0,positive,medium,to reflect on,auto:gcp,gcp,ok
réfut,other,3.0,positive,medium,refutation,auto:gcp,gcp,ok
région,other,5.0,positive,medium,region,auto:gcp,gcp,ok
régénération,other,5.0,positive,medium,regeneration,auto:gcp,gcp,ok
régénérer,verb,4.0,positive,medium,regenerate,auto:gcp,gcp,ok
rémission,other,4.0,positive,medium,remission,auto:gcp,gcp,ok
réponse,other,3.0,positive,medium,answer,auto:gcp,gcp,ok
réprimande,other,3.0,positive,medium,reprimand,auto:gcp,gcp,ok
réseau,other,4.0,positive,medium,network,auto:gcp,gcp,ok
réserver,other,-3.0,negative,medium,to book,auto:gcp,gcp,ok
réservoir d'eau,expr,4.0,positive,medium,water tank,auto:gcp,gcp,ok
résultats,other,3.0,positive,medium,results,auto:gcp,gcp,ok
résurrection,other,6.0,positive,medium,resurrection,auto:gcp,gcp,ok
révélation,other,5.0,positive,medium,revelation,auto:gcp,gcp,ok
révérence,other,4.0,positive,medium,reverence,auto:gcp,gcp,ok
réécrire,verb,3.0,positive,medium,rewrite,auto:gcp,gcp,ok
réédifier,other,5.0,positive,medium,rebuild,auto:gcp,gcp,ok
rêver,verb,3.0,positive,medium,dream,auto:gcp,gcp,ok
s'abiller,verb,3.0,positive,medium,to dress,auto:gcp,gcp,ok
s'abîmer,other,-3.0,negative,medium,to be damaged,auto:gcp,gcp,ok
s'approcher,verb,3.0,positive,medium,to approach,auto:gcp,gcp,ok
s'asseoire,verb,4.0,positive,medium,to sit down,auto:gcp,gcp,ok
s'assoir,verb,3.0,positive,medium,to sit down,auto:gcp,gcp,ok
s'assoire,verb,3.0,positive,medium,to sit down,auto:gcp,gcp,ok
s'informer,verb,3.0,positive,medium,to inquire,auto:gcp,gcp,ok
saboter,verb,-5.0,negative,medium,sabotage,auto:gcp,gcp,ok
saboté,other,-5.0,positive,medium,sabotaged,auto:gcp,gcp,ok
sachet,other,4.0,positive,medium,bag,auto:gcp,gcp,ok
sacrifier,verb,4.0,positive,medium,sacrifice,auto:gcp,gcp,ok
sagesse,other,3.0,positive,medium,wisdom,auto:gcp,gcp,ok
salaire,other,4.0,positive,medium,salary,auto:gcp,gcp,ok
salamandre,other,3.0,positive,medium,salamander,auto:gcp,gcp,ok
saleté,other,-6.0,negative,medium,dirt,auto:gcp,gcp,ok
salive,other,3.0,positive,medium,saliva,auto:gcp,gcp,ok
salut,other,5.0,positive,medium,Hi,auto:gcp,gcp,ok
salutation,other,3.0,positive,medium,greeting,auto:gcp,gcp,ok
sanctifier,other,5.0,positive,medium,sanctify,auto:gcp,gcp,ok
sandre,other,3.0,positive,medium,pikeperch,auto:gcp,gcp,ok
sans voix,expr,-6.0,negative,medium,speechless,auto:gcp,gcp,ok
santé,other,6.0,positive,medium,health,auto:gcp,gcp,ok
sarcle,other,4.0,positive,medium,weed,auto:gcp,gcp,ok
sarcler,verb,4.0,positive,medium,weed,auto:gcp,gcp,ok
sarment,other,4.0,positive,medium,vine shoot,auto:gcp,gcp,ok
satisfaction,other,4.0,positive,medium,satisfaction,auto:gcp,gcp,ok
satisfaire,other,3.0,positive,medium,satisfy,auto:gcp,gcp,ok
satisfait,other,3.0,positive,medium,satisfied,auto:gcp,gcp,ok
sauter,verb,3.0,positive,medium,jump,auto:gcp,gcp,ok
sauvage,other,-4.0,negative,medium,savage,auto:gcp,gcp,ok
sauvé,verb,3.0,positive,medium,saved,auto:gcp,gcp,ok
savoir,other,3.0,positive,medium,know,auto:gcp,gcp,ok
savon,other,3.0,positive,medium,soap,auto:gcp,gcp,ok
science,other,5.0,positive,medium,science,auto:gcp,gcp,ok
scier,other,4.0,positive,medium,to saw,auto:gcp,gcp,ok
scorpion,other,-5.0,negative,medium,Scorpio,auto:gcp,gcp,ok
sculpture,other,5.0,positive,medium,sculpture,auto:gcp,gcp,ok
se confier,expr,4.0,positive,medium,to confide,auto:gcp,gcp,ok
seau,other,3.0,positive,medium,bucket,auto:gcp,gcp,ok
sec,verb,-3.0,negative,medium,dry,auto:gcp,gcp,ok
seconde,other,3.0,positive,medium,second,auto:gcp,gcp,ok
secourir,verb,6.0,positive,medium,rescue,auto:gcp,gcp,ok
secours,other,6.0,positive,medium,rescue,auto:gcp,gcp,ok
seignerie,other,3.0,positive,medium,lordship,auto:gcp,gcp,ok
sein,other,3.0,positive,medium,breast,auto:gcp,gcp,ok
seins,other,5.0,positive,medium,breasts,auto:gcp,gcp,ok
sel,other,3.0,positive,medium,salt,auto:gcp,gcp,ok
sentence,other,-6.0,positive,medium,sentence,auto:gcp,gcp,ok
sentinelle,other,4.0,positive,medium,sentinel,auto:gcp,gcp,ok
seoir,other,-6.0,negative,medium,to sit down,auto:gcp,gcp,ok
separer,verb,4.0,positive,medium,separate,auto:gcp,gcp,ok
serment,verb,4.0,positive,medium,oath,auto:gcp,gcp,ok
serpent,other,-5.0,negative,medium,snake,auto:gcp,gcp,ok
servir,other,4.0,positive,medium,serve,auto:gcp,gcp,ok
servitude,other,-3.0,negative,medium,servitude,auto:gcp,gcp,ok
sexe,other,3.0,positive,medium,sex,auto:gcp,gcp,ok
siege,other,5.0,positive,medium,seat,auto:gcp,gcp,ok
sincère,other,5.0,positive,medium,sincere,auto:gcp,gcp,ok
singe,other,-3.0,positive,medium,monkey,auto:gcp,gcp,ok
snober,verb,6.0,positive,medium,snub,auto:gcp,gcp,ok
soeur,other,3.0,positive,medium,sister,auto:gcp,gcp,ok
soif,other,-5.0,negative,medium,thirsty,auto:gcp,gcp,ok
soigneusement,other,3.0,positive,medium,thoroughly,auto:gcp,gcp,ok
soirée,other,3.0,positive,medium,evening,auto:gcp,gcp,ok
soja,other,5.0,positive,medium,soy,auto:gcp,gcp,ok
soleil,other,5.0,positive,medium,sun,auto:gcp,gcp,ok
soleil de justice,expr,4.0,positive,medium,sun of justice,auto:gcp,gcp,ok
solide,other,3.0,positive,medium,solid,auto:gcp,gcp,ok
solution,other,4.0,positive,medium,solution,auto:gcp,gcp,ok
sombre,verb,4.0,positive,medium,dark,auto:gcp,gcp,ok
sommet,other,3.0,positive,medium,summit,auto:gcp,gcp,ok
somptueux,other,5.0,positive,medium,sumptuous,auto:gcp,gcp,ok
son cœur,expr,6.0,positive,medium,his heart,auto:gcp,gcp,ok
sorcellerie,other,-5.0,negative,medium,witchcraft,auto:gcp,gcp,ok
souci,other,-6.0,negative,medium,worry,auto:gcp,gcp,ok
soucier,verb,-4.0,negative,medium,worry,auto:gcp,gcp,ok
soufflet,other,-4.0,negative,medium,bellows,auto:gcp,gcp,ok
souffleter,verb,-3.0,negative,medium,to blow,auto:gcp,gcp,ok
souffrance,other,-6.0,negative,medium,suffering,auto:gcp,gcp,ok
souffres,other,3.0,positive,medium,suffers,auto:gcp,gcp,ok
"souffrir, subir",expr,-4.0,negative,medium,"to suffer, to undergo",auto:gcp,gcp,ok
soufrire,verb,-4.0,negative,medium,to sulphur,auto:gcp,gcp,ok
souhait,other,3.0,positive,medium,wish,auto:gcp,gcp,ok
souiller,verb,-6.0,negative,medium,to defile,auto:gcp,gcp,ok
soumission,other,3.0,positive,medium,submission,auto:gcp,gcp,ok
soupir,other,-5.0,negative,medium,sigh,auto:gcp,gcp,ok
soupçon,other,-6.0,negative,medium,suspicion,auto:gcp,gcp,ok
sourd,other,-6.0,negative,medium,deaf,auto:gcp,gcp,ok
sourir,verb,3.0,positive,medium,smile,auto:gcp,gcp,ok
sourire,other,6.0,positive,medium,smile,auto:gcp,gcp,ok
sourire,verb,6.0,positive,medium,smile,auto:gcp,gcp,ok
soutien,other,6.0,positive,medium,support,auto:gcp,gcp,ok
souvenir,other,3.0,positive,medium,memory,auto:gcp,gcp,ok
souvent,other,5.0,positive,medium,often,auto:gcp,gcp,ok
spirituellement,other,4.0,positive,medium,spiritually,auto:gcp,gcp,ok
splendeur,other,5.0,positive,medium,splendor,auto:gcp,gcp,ok
spontanément,other,4.0,positive,medium,spontaneously,auto:gcp,gcp,ok
squelette,other,3.0,positive,medium,skeleton,auto:gcp,gcp,ok
stérile,other,-6.0,negative,medium,sterile,auto:gcp,gcp,ok
subi,other,5.0,positive,medium,suffered,auto:gcp,gcp,ok
subir,verb,-6.0,negative,medium,to undergo,auto:gcp,gcp,ok
subjuguer,verb,-5.0,negative,medium,subjugate,auto:gcp,gcp,ok
submerger,verb,-3.0,negative,medium,overwhelm,auto:gcp,gcp,ok
subversion,other,-6.0,negative,medium,subversion,auto:gcp,gcp,ok
superposer,other,4.0,positive,medium,superimpose,auto:gcp,gcp,ok
supperpose,verb,3.0,positive,medium,superimpose,auto:gcp,gcp,ok
supportable,verb,5.0,positive,medium,bearable,auto:gcp,gcp,ok
supprimer,verb,-5.0,negative,medium,DELETE,auto:gcp,gcp,ok
surcharger,verb,-3.0,negative,medium,overload,auto:gcp,gcp,ok
suspen,other,-3.0,negative,medium,suspended,auto:gcp,gcp,ok
suspendre,other,3.0,positive,medium,suspend,auto:gcp,gcp,ok
système,other,3.0,positive,medium,system,auto:gcp,gcp,ok
sécher,verb,-3.0,negative,medium,dry,auto:gcp,gcp,ok
sécurité,other,3.0,positive,medium,security,auto:gcp,gcp,ok
séducteur,other,-6.0,negative,medium,seducer,auto:gcp,gcp,ok
séduction,other,-6.0,negative,medium,seduction,auto:gcp,gcp,ok
séduire,verb,-6.0,negative,medium,seduce,auto:gcp,gcp,ok
séparer,verb,-3.0,negative,medium,separate,auto:gcp,gcp,ok
sépulcre,other,-5.0,negative,medium,sepulcher,auto:gcp,gcp,ok
sépulture,verb,-5.0,negative,medium,burial,auto:gcp,gcp,ok
sérieux,other,3.0,positive,medium,serious,auto:gcp,gcp,ok
sœur,other,4.0,positive,medium,sister,auto:gcp,gcp,ok
tabernacle,other,4.0,positive,medium,tabernacle,auto:gcp,gcp,ok
table,other,3.0,positive,medium,table,auto:gcp,gcp,ok
tabourer,other,3.0,positive,medium,to tabor,auto:gcp,gcp,ok
tabouret,other,3.0,positive,medium,stool,auto:gcp,gcp,ok
talont,other,3.0,positive,medium,heel,auto:gcp,gcp,ok
tamiser,other,4.0,positive,medium,sift,auto:gcp,gcp,ok
tarir,verb,4.0,positive,medium,dry up,auto:gcp,gcp,ok
tatumukaji,other,6.0,positive,medium,tatumukaji,auto:gcp,gcp,ok
teigne,other,-6.0,negative,medium,ringworm,auto:gcp,gcp,ok
tempete,other,-4.0,negative,medium,storm,auto:gcp,gcp,ok
tempérance,other,4.0,positive,medium,temperance,auto:gcp,gcp,ok
tempête,other,-6.0,negative,medium,storm,auto:gcp,gcp,ok
territoire,other,4.0,positive,medium,territory,auto:gcp,gcp,ok
theatre,other,4.0,positive,medium,theater,auto:gcp,gcp,ok
théâtre,other,5.0,positive,medium,theater,auto:gcp,gcp,ok
timide,other,-4.0,negative,medium,shy,auto:gcp,gcp,ok
tirailler,verb,-6.0,negative,medium,to tug,auto:gcp,gcp,ok
titre,other,6.0,positive,medium,title,auto:gcp,gcp,ok
tiède,other,-3.0,negative,medium,lukewarm,auto:gcp,gcp,ok
toilette,other,5.0,positive,medium,toilet,auto:gcp,gcp,ok
toit,other,4.0,positive,medium,roof,auto:gcp,gcp,ok
tole,other,3.0,positive,medium,sheet metal,auto:gcp,gcp,ok
tombeau,other,3.0,positive,medium,tomb,auto:gcp,gcp,ok
tonnere,other,-4.0,negative,medium,thunder,auto:gcp,gcp,ok
torcher,verb,4.0,positive,medium,torch,auto:gcp,gcp,ok
tordu,other,5.0,positive,medium,twisted,auto:gcp,gcp,ok
torrent,other,4.0,positive,medium,torrent,auto:gcp,gcp,ok
tortu,other,-6.0,negative,medium,tortoise,auto:gcp,gcp,ok
tortue,other,3.0,positive,medium,tortoise,auto:gcp,gcp,ok
tourbillon,other,-5.0,positive,medium,whirlwind,auto:gcp,gcp,ok
tourment,other,4.0,positive,medium,torment,auto:gcp,gcp,ok
tourner,other,3.0,positive,medium,turn,auto:gcp,gcp,ok
tracteur,other,5.0,positive,medium,tractor,auto:gcp,gcp,ok
tramper,verb,4.0,positive,medium,tramp,auto:gcp,gcp,ok
tranchant,other,-4.0,negative,medium,sharp,auto:gcp,gcp,ok
trancher,verb,4.0,positive,medium,slice,auto:gcp,gcp,ok
tranquillité,other,5.0,positive,medium,tranquility,auto:gcp,gcp,ok
transport,other,4.0,positive,medium,transportation,auto:gcp,gcp,ok
transporter,other,3.0,positive,medium,carry,auto:gcp,gcp,ok
transporter,verb,3.0,positive,medium,carry,auto:gcp,gcp,ok
travail,other,3.0,positive,medium,work,auto:gcp,gcp,ok
travail,verb,3.0,positive,medium,work,auto:gcp,gcp,ok
traverser,verb,4.0,positive,medium,to cross,auto:gcp,gcp,ok
tremblant,other,-6.0,negative,medium,trembling,auto:gcp,gcp,ok
tremblement,other,-4.0,negative,medium,tremor,auto:gcp,gcp,ok
tremblement,verb,4.0,positive,medium,tremor,auto:gcp,gcp,ok
trembler,verb,4.0,positive,medium,tremble,auto:gcp,gcp,ok
tribu,other,5.0,positive,medium,tribe,auto:gcp,gcp,ok
tribut,other,4.0,positive,medium,tribute,auto:gcp,gcp,ok
triomphe,other,3.0,positive,medium,triumph,auto:gcp,gcp,ok
triste,other,-6.0,negative,medium,sad,auto:gcp,gcp,ok
tristesse,other,-6.0,negative,medium,sadness,auto:gcp,gcp,ok
tristesse,verb,-3.0,negative,medium,sadness,auto:gcp,gcp,ok
trou,other,-3.0,positive,medium,hole,auto:gcp,gcp,ok
troue,other,3.0,positive,medium,hole,auto:gcp,gcp,ok
truie,other,-5.0,negative,medium,sow,auto:gcp,gcp,ok
trèsbien,other,3.0,positive,medium,Alright,auto:gcp,gcp,ok
tuasakadila,other,6.0,positive,medium,tuasakadila,auto:gcp,gcp,ok
tuer,verb,-3.0,negative,medium,kill,auto:gcp,gcp,ok
tuyau,other,5.0,positive,medium,pipe ,auto:gcp,gcp,ok
type,other,3.0,neutral,medium,kind,auto:gcp,gcp,ok
téléphone,other,5.0,positive,medium,phone,auto:gcp,gcp,ok
ténébreux,other,-6.0,negative,medium,dark,auto:gcp,gcp,ok
tête,other,5.0,positive,medium,head,auto:gcp,gcp,ok
tôle,other,3.0,positive,medium,sheet metal,auto:gcp,gcp,ok
uni,other,6.0,positive,medium,united,auto:gcp,gcp,ok
unir,other,5.0,positive,medium,unite,auto:gcp,gcp,ok
unir,verb,4.0,positive,medium,unite,auto:gcp,gcp,ok
utilité,other,4.0,positive,medium,utility,auto:gcp,gcp,ok
vache,other,3.0,positive,medium,cow,auto:gcp,gcp,ok
vagin,other,5.0,positive,medium,vagina,auto:gcp,gcp,ok
vague,other,-4.0,negative,medium,wave,auto:gcp,gcp,ok
vain,other,-4.0,negative,medium,vain,auto:gcp,gcp,ok
vaincre,verb,4.0,positive,medium,to overcome,auto:gcp,gcp,ok
vallée,other,5.0,positive,medium,valley,auto:gcp,gcp,ok
vaquer,other,-5.0,negative,medium,to go about,auto:gcp,gcp,ok
vase,other,4.0,neutral,medium,vase,auto:gcp,gcp,ok
vehucule,other,4.0,positive,medium,vehicle,auto:gcp,gcp,ok
vendredi,other,3.0,positive,medium,Friday,auto:gcp,gcp,ok
vengeur,other,-6.0,negative,medium,avenger,auto:gcp,gcp,ok
venue,other,5.0,positive,medium,coming,auto:gcp,gcp,ok
ver,other,-6.0,positive,medium,worm,auto:gcp,gcp,ok
veranda,other,5.0,positive,medium,veranda,auto:gcp,gcp,ok
verdure,other,-5.0,negative,medium,greenery,auto:gcp,gcp,ok
verité,other,5.0,positive,medium,truth,auto:gcp,gcp,ok
vertement,other,-3.0,negative,medium,sharply,auto:gcp,gcp,ok
veuve,other,-4.0,negative,medium,widow,auto:gcp,gcp,ok
viande,other,3.0,positive,medium,meat,auto:gcp,gcp,ok
victoire,other,3.0,positive,medium,victory,auto:gcp,gcp,ok
vie,other,5.0,positive,medium,life,auto:gcp,gcp,ok
vie éternelle,expr,6.0,positive,medium,eternal life,auto:gcp,gcp,ok
vif,other,3.0,positive,medium,lively,auto:gcp,gcp,ok
vigilant,other,5.0,positive,medium,vigilant,auto:gcp,gcp,ok
vigilant,verb,3.0,positive,medium,vigilant,auto:gcp,gcp,ok
ville,other,5.0,positive,medium,city,auto:gcp,gcp,ok
vincrait,other,3.0,positive,medium,would win,auto:gcp,gcp,ok
virginité,other,3.0,positive,medium,virginity,auto:gcp,gcp,ok
visage,other,4.0,positive,medium,face,auto:gcp,gcp,ok
visitation,other,3.0,positive,medium,visitation,auto:gcp,gcp,ok
vitesse,other,5.0,positive,medium,speed,auto:gcp,gcp,ok
vittre,other,3.0,positive,medium,window,auto:gcp,gcp,ok
voie,other,6.0,positive,medium,way,auto:gcp,gcp,ok
volontaire,other,3.0,positive,medium,voluntary,auto:gcp,gcp,ok
volonter,other,3.0,positive,medium,to will,auto:gcp,gcp,ok
volonté,other,5.0,positive,medium,will,auto:gcp,gcp,ok
vomir,verb,-3.0,negative,medium,to vomit,auto:gcp,gcp,ok
vue,other,5.0,positive,medium,view,auto:gcp,gcp,ok
vâche,other,5.0,positive,medium,cow,auto:gcp,gcp,ok
vérité,other,3.0,positive,medium,truth,auto:gcp,gcp,ok
vêtir,verb,4.0,positive,medium,to dress,auto:gcp,gcp,ok
zélote,other,5.0,positive,medium,zealot,auto:gcp,gcp,ok
écart,other,-4.0,negative,medium,gap,auto:gcp,gcp,ok
échouer,verb,-3.0,positive,medium,fail,auto:gcp,gcp,ok
éclat,other,3.0,positive,medium,glow,auto:gcp,gcp,ok
école,other,3.0,positive,medium,school,auto:gcp,gcp,ok
écouter,verb,3.0,positive,medium,listen,auto:gcp,gcp,ok
écrier,verb,-5.0,negative,medium,to write,auto:gcp,gcp,ok
écriteau,other,5.0,positive,medium,sign,auto:gcp,gcp,ok
écueil,other,3.0,positive,medium,pitfall,auto:gcp,gcp,ok
édification,other,6.0,positive,medium,building,auto:gcp,gcp,ok
éduquer,verb,4.0,positive,medium,educate,auto:gcp,gcp,ok
égal,other,3.0,positive,medium,equal,auto:gcp,gcp,ok
égalité,other,4.0,positive,medium,equality,auto:gcp,gcp,ok
élever,verb,3.0,positive,medium,raise,auto:gcp,gcp,ok
éloigné,verb,3.0,positive,medium,distant,auto:gcp,gcp,ok
éluder,verb,4.0,positive,medium,to elude,auto:gcp,gcp,ok
élève,other,3.0,positive,medium,pupil,auto:gcp,gcp,ok
élément,other,5.0,positive,medium,element,auto:gcp,gcp,ok
énergie d'erreur,expr,-6.0,negative,medium,error energy,auto:gcp,gcp,ok
épi,other,5.0,positive,medium,ear,auto:gcp,gcp,ok
épicurien,other,5.0,positive,medium,epicurean,auto:gcp,gcp,ok
épine,other,-4.0,negative,medium,spiked,auto:gcp,gcp,ok
épouse,other,5.0,positive,medium,marry,auto:gcp,gcp,ok
épouser,verb,4.0,positive,medium,marry,auto:gcp,gcp,ok
épreuve,other,-5.0,negative,medium,test,auto:gcp,gcp,ok
épée,other,5.0,positive,medium,sword,auto:gcp,gcp,ok
épître,other,3.0,positive,medium,epistle,auto:gcp,gcp,ok
étaler,verb,4.0,positive,medium,spread,auto:gcp,gcp,ok
éteindre,other,5.0,positive,medium,turn off,auto:gcp,gcp,ok
éternel,other,5.0,positive,medium,eternal,auto:gcp,gcp,ok
étoile,other,3.0,positive,medium,star,auto:gcp,gcp,ok
étoile du matin,expr,4.0,positive,medium,morning star,auto:gcp,gcp,ok
étonner,verb,4.0,positive,medium,to amaze,auto:gcp,gcp,ok
étroit,other,-4.0,negative,medium,narrow,auto:gcp,gcp,ok
été,other,-3.0,positive,medium,summer,auto:gcp,gcp,ok
évangéliste,other,5.0,positive,medium,evangelist,auto:gcp,gcp,ok
être,other,-3.0,positive,medium,be,auto:gcp,gcp,ok
être,verb,3.0,positive,medium,be,auto:gcp,gcp,ok
êtreconduit,other,3.0,positive,medium,to be led,auto:gcp,gcp,ok
îmer,other,6.0,positive,medium,îmer,auto:gcp,gcp,ok
œufs,other,3.0,positive,medium,eggs,auto:gcp,gcp,ok
144,other,0.0,neutral,low,144,auto:gcp,gcp,ok
abimé,other,0.0,neutral,low,abyss,auto:gcp,gcp,ok
abolition,other,0.0,neutral,low,abolition,auto:gcp,gcp,ok
abolition,verb,1.0,positive,low,abolition,auto:gcp,gcp,ok
abondamment,other,0.0,positive,low,abundantly,auto:gcp,gcp,ok
abonder,other,0.0,neutral,low,to abound,auto:gcp,gcp,ok
aborder,other,0.0,neutral,low,to land,auto:gcp,gcp,ok
aborder,verb,1.0,positive,low,to land,auto:gcp,gcp,ok
abréger,other,0.0,neutral,low,shorten,auto:gcp,gcp,ok
abréger,verb,1.0,positive,low,shorten,auto:gcp,gcp,ok
absent,other,-2.0,negative,low,absent,auto:gcp,gcp,ok
acceptable,other,1.0,positive,low,acceptable,auto:gcp,gcp,ok
acceptation,verb,-2.0,negative,low,acceptance,auto:gcp,gcp,ok
acclamation,other,2.0,positive,low,acclamation,auto:gcp,gcp,ok
accomplir,other,0.0,neutral,low,accomplish,auto:gcp,gcp,ok
accomplire,verb,1.0,positive,low,to accomplish,auto:gcp,gcp,ok
accueillir,verb,2.0,positive,low,to welcome,auto:gcp,gcp,ok
accusation,other,1.0,positive,low,charge,auto:gcp,gcp,ok
accès,other,0.0,positive,low,access,auto:gcp,gcp,ok
acheter,verb,1.0,positive,low,buy,auto:gcp,gcp,ok
acoucher,verb,1.0,positive,low,give birth,auto:gcp,gcp,ok
acquitter,other,-2.0,negative,low,acquit,auto:gcp,gcp,ok
actuel,other,0.0,positive,low,current,auto:gcp,gcp,ok
administrer,verb,0.0,neutral,low,administer,auto:gcp,gcp,ok
admirer,verb,2.0,positive,low,admire,auto:gcp,gcp,ok
adopter,verb,1.0,positive,low,adopt,auto:gcp,gcp,ok
adversaire,other,-1.0,negative,low,opponent,auto:gcp,gcp,ok
affaire,other,0.0,neutral,low,affair,auto:gcp,gcp,ok
affirmer,verb,-1.0,negative,low,affirm,auto:gcp,gcp,ok
agama,other,2.0,positive,low,agama,auto:gcp,gcp,ok
agame,other,2.0,positive,low,agame,auto:gcp,gcp,ok
agréable,other,2.0,positive,low,pleasant,auto:gcp,gcp,ok
aider,verb,-2.0,positive,low,help,auto:gcp,gcp,ok
aigle,other,-2.0,positive,low,eagle,auto:gcp,gcp,ok
ailleurs,verb,0.0,neutral,low,elsewhere,auto:gcp,gcp,ok
aimer,verb,1.0,positive,low,to like,auto:gcp,gcp,ok
air,other,1.0,positive,low,air,auto:gcp,gcp,ok
air,verb,2.0,positive,low,air,auto:gcp,gcp,ok
airain,other,0.0,neutral,low,bronze,auto:gcp,gcp,ok
aire,other,0.0,neutral,low,area,auto:gcp,gcp,ok
ajoutre,verb,1.0,positive,low,add,auto:gcp,gcp,ok
aliment,other,1.0,positive,low,food,auto:gcp,gcp,ok
alimenter,other,0.0,neutral,low,feed,auto:gcp,gcp,ok
allaiter,verb,2.0,positive,low,breast-feed,auto:gcp,gcp,ok
aller,verb,1.0,positive,low,go,auto:gcp,gcp,ok
allégresse,other,2.0,positive,low,joy,auto:gcp,gcp,ok
amarante,other,0.0,neutral,low,amaranth,auto:gcp,gcp,ok
amas de peuple,expr,0.0,neutral,low,mass of people,auto:gcp,gcp,ok
amener,verb,2.0,positive,low,to bring,auto:gcp,gcp,ok
amisement,other,1.0,positive,low,friendship,auto:gcp,gcp,ok
amitier,other,2.0,positive,low,friendship,auto:gcp,gcp,ok
amour,other,1.0,positive,low,love,auto:gcp,gcp,ok
"an, année",expr,-2.0,negative,low,"year, year",auto:gcp,gcp,ok
