CILUBA,French,French_norm,Score,Score_int,Sentiment,Sentiment_std,Nature,Nature_std,qa_status,english,notes,source,qa_status_translate
MunuWamaluvu,buveur,buveur,2.0,2.0,Positif,positive,Mot,other,ok,drinker,auto:gcp,gcp,ok
Ditalala,calme,calme,2.0,2.0,Positif,positive,Mot,other,ok,calm,auto:gcp,gcp,ok
Kapita,capitaine,capitaine,2.0,2.0,Positif,positive,Mot,other,ok,captain,auto:gcp,gcp,ok
Bukole,ardeur,ardeur,2.0,2.0,Positif,positive,Mot,other,ok,ardor,auto:gcp,gcp,ok
Tshimuenenu,aspect,aspect,2.0,2.0,Positif,positive,Mot,other,ok,appearance,auto:gcp,gcp,ok
Mushipianganyi,assassin,assassin,2.0,2.0,Positif,positive,Mot,other,ok,assassin,auto:gcp,gcp,ok
Dikima,assurance,assurance,2.0,2.0,Positif,positive,Mot,other,ok,insurance,auto:gcp,gcp,ok
Kuindila,attente,attente,2.0,2.0,Positif,positive,Mot,other,ok,waiting,auto:gcp,gcp,ok
Ntema,attention,attention,2.0,2.0,Positif,positive,Mot,other,ok,attention,auto:gcp,gcp,ok
Dikamakama,audace,audace,4.0,4.0,Positif,positive,Mot,other,ok,audacity,auto:gcp,gcp,ok
Munvui,auditeur,auditeur,4.0,4.0,Positif,positive,Mot,other,ok,listener,auto:gcp,gcp,ok
Mushipu,automne,automne,4.0,4.0,Positif,positive,Mot,other,ok,autumn,auto:gcp,gcp,ok
Bukokeshi,autorité,autorité,4.0,4.0,Positif,positive,Mot,other,ok,authority,auto:gcp,gcp,ok
Didiundisha,avancement,avancement,4.0,4.0,Positif,positive,Mot,other,ok,advancement,auto:gcp,gcp,ok
Ditamba,avantage,avantage,4.0,4.0,Positif,positive,Mot,other,ok,advantage,auto:gcp,gcp,ok
Lukuka,Lukuka:avare,lukuka:avare,4.0,4.0,Positif,positive,Mot,other,ok,lukuka:stingy,auto:gcp,gcp,ok
Tshipiminu,balance,balance,4.0,4.0,Positif,positive,Mot,other,ok,balance,auto:gcp,gcp,ok
Tshilulu,bande,bande,4.0,4.0,Positif,positive,Mot,other,ok,band,auto:gcp,gcp,ok
Mikalu,borne,borne,4.0,4.0,Positif,positive,Mot,other,ok,terminal,auto:gcp,gcp,ok
Musoko,bourgeoise,bourgeoise,4.0,4.0,Positif,positive,Mot,other,ok,bourgeois,auto:gcp,gcp,ok
Tshibombu,bourse,bourse,4.0,4.0,Positif,positive,Mot,other,ok,sotck exchange,auto:gcp,gcp,ok
Ditamba,branche,branche,4.0,4.0,Positif,positive,Mot,other,ok,branch,auto:gcp,gcp,ok
Mutoyi,bruit,bruit,4.0,4.0,Positif,positive,Mot,other,ok,noise,auto:gcp,gcp,ok
Tshikutu,buisson,buisson,4.0,4.0,Positif,positive,Mot,other,ok,bush,auto:gcp,gcp,ok
MunuWamaluvu,buveur,buveur,4.0,4.0,Positif,positive,Mot,other,ok,drinker,auto:gcp,gcp,ok
Ditalala,calme,calme,4.0,4.0,Positif,positive,Mot,other,ok,calm,auto:gcp,gcp,ok
Musonguedianganyi,calomniateur,calomniateur,-3.0,-3.0,Negatif,negative,Mot,other,ok,slanderer,auto:gcp,gcp,ok
Tshitudilu,camp,camp,1.0,1.0,Positif,positive,Mot,other,ok,camp,auto:gcp,gcp,ok
Kapita,capitaine,capitaine,1.0,1.0,Positif,positive,Mot,other,ok,captain,auto:gcp,gcp,ok
Mupika,captif,captif,-3.0,-3.0,Negatif,negative,Mot,other,ok,captive,auto:gcp,gcp,ok
Lukanu,captivité,captivité,-7.0,-7.0,Negatif,negative,Mot,other,ok,captivity,auto:gcp,gcp,ok
Carrefour,masangu,masangu,2.0,2.0,Positif,positive,Mot,other,ok,masangu,auto:gcp,gcp,ok
Bukole,ardeur,ardeur,2.0,2.0,Positif,positive,Mot,other,ok,ardor,auto:gcp,gcp,ok
Tshimuenenu,aspect,aspect,1.0,1.0,Positif,positive,Mot,other,ok,appearance,auto:gcp,gcp,ok
Mushipianganyi,assassin,assassin,-9.0,-9.0,Negatif,negative,Mot,other,ok,assassin,auto:gcp,gcp,ok
Mikalu,borne,borne,4.0,4.0,Positif,positive,Mot,other,ok,terminal,auto:gcp,gcp,ok
Musoko,bourgeoise,bourgeoise,4.0,4.0,Positif,positive,Mot,other,ok,bourgeois,auto:gcp,gcp,ok
Tshibombu,bourse,bourse,4.0,4.0,Positif,positive,Mot,other,ok,sotck exchange,auto:gcp,gcp,ok
Ditamba,branche,branche,4.0,4.0,Positif,positive,Mot,other,ok,branch,auto:gcp,gcp,ok
Mutoyi,bruit,bruit,4.0,4.0,Positif,positive,Mot,other,ok,noise,auto:gcp,gcp,ok
Tshikutu,buisson,buisson,4.0,4.0,Positif,positive,Mot,other,ok,bush,auto:gcp,gcp,ok
MunuWamaluvu,buveur,buveur,4.0,4.0,Positif,positive,Mot,other,ok,drinker,auto:gcp,gcp,ok
Ditalala,calme,calme,4.0,4.0,Positif,positive,Mot,other,ok,calm,auto:gcp,gcp,ok
Carrefour,masangu,masangu,1.0,1.0,Positif,positive,Mot,other,ok,masangu,auto:gcp,gcp,ok
Bukole,ardeur,ardeur,1.0,1.0,Positif,positive,Mot,other,ok,ardor,auto:gcp,gcp,ok
Tshimuenenu,aspect,aspect,1.0,1.0,Positif,positive,Mot,other,ok,appearance,auto:gcp,gcp,ok
bunyi,Motbre,motbre,1.0,1.0,Positif,positive,Mot,other,ok,word,auto:gcp,gcp,ok
bapita,Motbreux,motbreux,1.0,1.0,Positif,positive,Mot,other,ok,motbreux,auto:gcp,gcp,ok
kufikisha,noircir,noircir,1.0,1.0,Positif,positive,Mot,other,ok,blacken,auto:gcp,gcp,ok
kudisha,nourir,nourir,1.0,1.0,Positif,positive,Mot,other,ok,to feed,auto:gcp,gcp,ok
kuledibua,naitre,naitre,1.0,1.0,Positif,positive,Mot,other,ok,to be born,auto:gcp,gcp,ok
tshipiatshipia,nouveau,nouveau,1.0,1.0,Positif,positive,Mot,other,ok,new,auto:gcp,gcp,ok
tetu,nous,nous,0.0,0.0,Neutre,neutral,Mot,other,ok,We,auto:gcp,gcp,ok
kukoma,repasser,repasser,2.0,2.0,Positif,positive,Verbe,verb,ok,iron,auto:gcp,gcp,ok
lusa,pitié,pitié,2.0,2.0,Positif,positive,Verbe,verb,ok,pity,auto:gcp,gcp,ok
kutela,énumérer,énumérer,2.0,2.0,Positif,positive,Verbe,verb,ok,list,auto:gcp,gcp,ok
kututa,frapper,frapper,2.0,2.0,Positif,positive,Verbe,verb,ok,hit,auto:gcp,gcp,ok
kuenda,marcher,marcher,2.0,2.0,Positif,positive,Verbe,verb,ok,to walk,auto:gcp,gcp,ok
kuseka,rigoler,rigoler,2.0,2.0,Positif,positive,Verbe,verb,ok,to laugh,auto:gcp,gcp,ok
mimueka,sourire,sourire,2.0,2.0,Positif,positive,Mot,other,ok,smile,auto:gcp,gcp,ok
kuseka,rire,rire,2.0,2.0,Positif,positive,Mot,other,ok,laugh,auto:gcp,gcp,ok
kupeta,trouver,trouver,2.0,2.0,Positif,positive,Verbe,verb,ok,find,auto:gcp,gcp,ok
kukumbaja,accomplir,accomplir,2.0,2.0,Positif,positive,Verbe,verb,ok,accomplish,auto:gcp,gcp,ok
kuhuja,remplir,remplir,2.0,2.0,Positif,positive,Verbe,verb,ok,fill,auto:gcp,gcp,ok
mulayi,promesse,promesse,2.0,2.0,Positif,positive,Verbe,verb,ok,promise,auto:gcp,gcp,ok
kupesha,donner,donner,2.0,2.0,Positif,positive,Verbe,verb,ok,give,auto:gcp,gcp,ok
kuja,danser,danser,2.0,2.0,Positif,positive,Verbe,verb,ok,to dance,auto:gcp,gcp,ok
kuimba,chanter,chanter,2.0,2.0,Positif,positive,Verbe,verb,ok,sing,auto:gcp,gcp,ok
kupangila,rater,rater,2.0,2.0,Positif,positive,Verbe,verb,ok,miss,auto:gcp,gcp,ok
tshikosu,raccourcis,raccourcis,2.0,2.0,Positif,positive,Mot,other,ok,shortcuts,auto:gcp,gcp,ok
kututa,fouetter,fouetter,2.0,2.0,Positif,positive,Verbe,verb,ok,whip,auto:gcp,gcp,ok
dimanya,savoir,savoir,2.0,2.0,Positif,positive,Verbe,verb,ok,know,auto:gcp,gcp,ok
kulala,dormir,dormir,2.0,2.0,Positif,positive,Verbe,verb,ok,sleep,auto:gcp,gcp,ok
kubika,réveiller,réveiller,2.0,2.0,Positif,positive,Verbe,verb,ok,wake,auto:gcp,gcp,ok
kukanga,fermer,fermer,2.0,2.0,Positif,positive,Verbe,verb,ok,close,auto:gcp,gcp,ok
kulomba,demander,demander,2.0,2.0,Positif,positive,Verbe,verb,ok,ask,auto:gcp,gcp,ok
kualuja,remettre,remettre,2.0,2.0,Positif,positive,Verbe,verb,ok,to put back,auto:gcp,gcp,ok
kuteka,déposer,déposer,2.0,2.0,Positif,positive,Verbe,verb,ok,deposit,auto:gcp,gcp,ok
kulamba,préparer,préparer,2.0,2.0,Positif,positive,Verbe,verb,ok,prepare,auto:gcp,gcp,ok
kutua,manipuler,manipuler,2.0,2.0,Positif,positive,Verbe,verb,ok,manipulate,auto:gcp,gcp,ok
lutandala,internet,internet,2.0,2.0,Positif,positive,Mot,other,ok,Internet,auto:gcp,gcp,ok
kutshiankunya,mâcher,mâcher,2.0,2.0,Positif,positive,Verbe,verb,ok,chew,auto:gcp,gcp,ok
kudilulula,ruminer,ruminer,2.0,2.0,Positif,positive,Verbe,verb,ok,to ruminate,auto:gcp,gcp,ok
kunyema,courir,courir,2.0,2.0,Positif,positive,Verbe,verb,ok,run,auto:gcp,gcp,ok
kuipata,chasser,chasser,2.0,2.0,Positif,positive,Verbe,verb,ok,to hunt,auto:gcp,gcp,ok
kunvua,comprendre,comprendre,2.0,2.0,Positif,positive,Verbe,verb,ok,to understand,auto:gcp,gcp,ok
kukupula,essuyer,essuyer,2.0,2.0,Positif,positive,Verbe,verb,ok,to wipe,auto:gcp,gcp,ok
bukenka,lumière,lumière,2.0,2.0,Positif,positive,Mot,other,ok,light,auto:gcp,gcp,ok
mundidimbi,ombre,ombre,2.0,2.0,Positif,positive,Mot,other,ok,shadow,auto:gcp,gcp,ok
muedi,barbe,barbe,2.0,2.0,Positif,positive,Mot,other,ok,beard,auto:gcp,gcp,ok
nsuki,cheveux,cheveux,2.0,2.0,Positif,positive,Mot,other,ok,hair,auto:gcp,gcp,ok
kudiabakena,lamenter,lamenter,2.0,2.0,Positif,positive,Verbe,verb,ok,to lament,auto:gcp,gcp,ok
kuzakala,trembler,trembler,2.0,2.0,Positif,positive,Verbe,verb,ok,tremble,auto:gcp,gcp,ok
kulaba,frotter,frotter,2.0,2.0,Positif,positive,Verbe,verb,ok,rub,auto:gcp,gcp,ok
nvunda,tourbillon,tourbillon,2.0,2.0,Positif,positive,Mot,other,ok,whirlwind,auto:gcp,gcp,ok
mukenya,eclaire,eclaire,4.0,4.0,Positif,positive,Mot,other,ok,enlightens,auto:gcp,gcp,ok
tshiululu,nuage,nuage,4.0,4.0,Positif,positive,Mot,other,ok,cloud,auto:gcp,gcp,ok
malemba,orage,orage,4.0,4.0,Positif,positive,Mot,other,ok,thunderstorm,auto:gcp,gcp,ok
kufunda,accuser,accuser,4.0,4.0,Positif,positive,Mot,other,ok,accuse,auto:gcp,gcp,ok
kansungansunga,discrimination,discrimination,4.0,4.0,Positif,positive,Mot,other,ok,discrimination,auto:gcp,gcp,ok
kuikisha,reposer,reposer,4.0,4.0,Positif,positive,Verbe,verb,ok,to rest,auto:gcp,gcp,ok
mulombi,mendier,mendier,4.0,4.0,Positif,positive,Mot,other,ok,beg,auto:gcp,gcp,ok
mudiavi,gourmand,gourmand,4.0,4.0,Positif,positive,Mot,other,ok,gourmand,auto:gcp,gcp,ok
muenantanda,citoyen,citoyen,4.0,4.0,Positif,positive,Mot,other,ok,citizen,auto:gcp,gcp,ok
kuadija,étaler,étaler,4.0,4.0,Positif,positive,Verbe,verb,ok,spread,auto:gcp,gcp,ok
kuihila,sarcler,sarcler,4.0,4.0,Positif,positive,Verbe,verb,ok,weed,auto:gcp,gcp,ok
kuhakula,castrer,castrer,4.0,4.0,Positif,positive,Verbe,verb,ok,castrate,auto:gcp,gcp,ok
kutengula,circoncire,circoncire,4.0,4.0,Positif,positive,Verbe,verb,ok,circumcise,auto:gcp,gcp,ok
kubobesha,murmure,murmure,4.0,4.0,Positif,positive,Verbe,verb,ok,murmur,auto:gcp,gcp,ok
kunungana,murmurer,murmurer,4.0,4.0,Positif,positive,Verbe,verb,ok,whisper,auto:gcp,gcp,ok
kuluatshika,vêtir,vêtir,4.0,4.0,Positif,positive,Verbe,verb,ok,to dress,auto:gcp,gcp,ok
kuadika,habiller,habiller,4.0,4.0,Positif,positive,Verbe,verb,ok,dress,auto:gcp,gcp,ok
munganga,infirmier,infirmier,4.0,4.0,Positif,positive,Mot,other,ok,nurse,auto:gcp,gcp,ok
kumanyisha,informer,informer,4.0,4.0,Positif,positive,Verbe,verb,ok,inform,auto:gcp,gcp,ok
kunvuija,expliquer,expliquer,4.0,4.0,Positif,positive,Verbe,verb,ok,explain,auto:gcp,gcp,ok
kunua,boire,boire,4.0,4.0,Positif,positive,Verbe,verb,ok,drink,auto:gcp,gcp,ok
kusangisha,additionner,additionner,4.0,4.0,Positif,positive,Verbe,verb,ok,add,auto:gcp,gcp,ok
nvita,guerre,guerre,4.0,4.0,Positif,positive,Mot,other,ok,war,auto:gcp,gcp,ok
kujika,enterrer,enterrer,4.0,4.0,Positif,positive,Verbe,verb,ok,bury,auto:gcp,gcp,ok
kuakaja,ajuster,ajuster,4.0,4.0,Positif,positive,Verbe,verb,ok,adjust,auto:gcp,gcp,ok
kulela,accoucher,accoucher,4.0,4.0,Positif,positive,Verbe,verb,ok,give birth,auto:gcp,gcp,ok
kulengeja,embellir,embellir,4.0,4.0,Positif,positive,Verbe,verb,ok,to beautify,auto:gcp,gcp,ok
kutokesha,purifier,purifier,4.0,4.0,Positif,positive,Verbe,verb,ok,purify,auto:gcp,gcp,ok
kabalamatuku,calendier,calendier,4.0,4.0,Positif,positive,Mot,other,ok,calendar,auto:gcp,gcp,ok
kuela,insérer,insérer,4.0,4.0,Positif,positive,Verbe,verb,ok,insert,auto:gcp,gcp,ok
kuludika,dresser,dresser,4.0,4.0,Positif,positive,Verbe,verb,ok,dress,auto:gcp,gcp,ok
kubela,éduquer,éduquer,4.0,4.0,Positif,positive,Verbe,verb,ok,educate,auto:gcp,gcp,ok
tshienzedi,acte,acte,4.0,4.0,Positif,positive,Mot,other,ok,act,auto:gcp,gcp,ok
kutshimuna,vaincre,vaincre,4.0,4.0,Positif,positive,Verbe,verb,ok,to overcome,auto:gcp,gcp,ok
kutumbisha,louer,louer,4.0,4.0,Positif,positive,Verbe,verb,ok,to rent out,auto:gcp,gcp,ok
kukukuila,adorer,adorer,4.0,4.0,Positif,positive,Verbe,verb,ok,worship,auto:gcp,gcp,ok
kutangalaja,propager,propager,4.0,4.0,Positif,positive,Verbe,verb,ok,spread,auto:gcp,gcp,ok
dizakala,tremblement,tremblement,4.0,4.0,Positif,positive,Mot,other,ok,tremor,auto:gcp,gcp,ok
kuzakala,trembler,trembler,4.0,4.0,Positif,positive,Verbe,verb,ok,tremble,auto:gcp,gcp,ok
kutshibuka,fracturer,fracturer,-4.0,-4.0,Negatif,negative,Verbe,verb,ok,fracture,auto:gcp,gcp,ok
kukuta,rassasier,rassasier,3.0,3.0,Positif,positive,Verbe,verb,ok,to satiate,auto:gcp,gcp,ok
kujima,eteindre,eteindre,3.0,3.0,Positif,positive,Verbe,verb,ok,turn off,auto:gcp,gcp,ok
kutemesha,allumer,allumer,3.0,3.0,Positif,positive,Verbe,verb,ok,to light up,auto:gcp,gcp,ok
kusemena,approcher,approcher,3.0,3.0,Positif,positive,Verbe,verb,ok,approach,auto:gcp,gcp,ok
tshipiminu,mesure,mesure,3.0,3.0,Positif,positive,Verbe,verb,ok,measure,auto:gcp,gcp,ok
kumonununa,revoir,revoir,3.0,3.0,Positif,positive,Verbe,verb,ok,goodbye,auto:gcp,gcp,ok
kutshina,craindre,craindre,-1.0,-1.0,Negatif,negative,Verbe,verb,ok,to fear,auto:gcp,gcp,ok
miengu,nauser,nauser,-1.0,-1.0,Negatif,negative,Mot,other,ok,nauseate,auto:gcp,gcp,ok
tshieleka,serment,serment,2.0,2.0,Positif,positive,Mot,other,ok,oath,auto:gcp,gcp,ok
kowela,nager,nager,2.0,2.0,Positif,positive,Verbe,verb,ok,swim,auto:gcp,gcp,ok
kudina,noyer,noyer,2.0,2.0,Positif,positive,Verbe,verb,ok,walnut,auto:gcp,gcp,ok
kuhuyakana,respirer,respirer,2.0,2.0,Positif,positive,Verbe,verb,ok,breathe,auto:gcp,gcp,ok
kuinyija,plonger,plonger,2.0,2.0,Positif,positive,Verbe,verb,ok,dive,auto:gcp,gcp,ok
kubola,mouiller,mouiller,2.0,2.0,Positif,positive,Verbe,verb,ok,wet,auto:gcp,gcp,ok
kubungila,somnoler,somnoler,2.0,2.0,Positif,positive,Verbe,verb,ok,to doze,auto:gcp,gcp,ok
kulota,rever,rever,2.0,2.0,Positif,positive,Verbe,verb,ok,dream,auto:gcp,gcp,ok
butuku,nuit,nuit,2.0,2.0,Positif,positive,Mot,other,ok,night,auto:gcp,gcp,ok
dituku,jour,jour,2.0,2.0,Positif,positive,Mot,other,ok,day,auto:gcp,gcp,ok
ditunga,pays,pays,2.0,2.0,Positif,positive,Mot,other,ok,country,auto:gcp,gcp,ok
kumuenena,dominer,dominer,2.0,2.0,Positif,positive,Verbe,verb,ok,dominate,auto:gcp,gcp,ok
tshimenga,ville,ville,2.0,2.0,Positif,positive,Mot,other,ok,city,auto:gcp,gcp,ok
musoku,village,village,2.0,2.0,Positif,positive,Mot,other,ok,village,auto:gcp,gcp,ok
kuvuma,vibrer,vibrer,2.0,2.0,Positif,positive,Mot,other,ok,vibrate,auto:gcp,gcp,ok
mulondi,coureur,coureur,2.0,2.0,Positif,positive,Mot,other,ok,runner,auto:gcp,gcp,ok
momunyi,voyan,voyan,2.0,2.0,Positif,positive,Mot,other,ok,clairvoyant,auto:gcp,gcp,ok
nsanyanga,sentiment,sentiment,2.0,2.0,Positif,positive,Mot,other,ok,feeling,auto:gcp,gcp,ok
kujingila,souhaiter,souhaiter,2.0,2.0,Positif,positive,Verbe,verb,ok,to wish,auto:gcp,gcp,ok
kukehesha,reduire,reduire,2.0,2.0,Positif,positive,Verbe,verb,ok,reduce,auto:gcp,gcp,ok
mavuala,Vagues,vagues,-1.0,-1.0,Negatif,negative,Mot,other,ok,waves,auto:gcp,gcp,ok
tshipepela,tempête,tempête,-3.0,-3.0,Negatif,negative,Mot,other,ok,storm,auto:gcp,gcp,ok
kudiombo,décevoir,décevoir,-7.0,-7.0,Negatif,negative,Verbe,verb,ok,disappoint,auto:gcp,gcp,ok
kusambakaja,melanger,melanger,4.0,4.0,Positif,positive,Verbe,verb,ok,mix,auto:gcp,gcp,ok
kufua,mourir,mourir,-9.0,-9.0,Negatif,negative,Verbe,verb,ok,die,auto:gcp,gcp,ok
kushima,mentir,mentir,-4.0,-4.0,Negatif,negative,Verbe,verb,ok,lie,auto:gcp,gcp,ok
kulomba,mendier,mendier,-3.0,-3.0,Negatif,negative,Verbe,verb,ok,beg,auto:gcp,gcp,ok
mulombi,mendiant,mendiant,-2.0,-2.0,Negatif,negative,Mot,other,ok,beggar,auto:gcp,gcp,ok
kukumbana,meriter,meriter,1.0,1.0,Positif,positive,Verbe,verb,ok,deserve,auto:gcp,gcp,ok
dikumbana,merite,merite,1.0,1.0,Positif,positive,Verbe,verb,ok,deserved,auto:gcp,gcp,ok
mudimu,metier,metier,1.0,1.0,Positif,positive,Verbe,verb,ok,job,auto:gcp,gcp,ok
mashimi,mensonge,mensonge,1.0,1.0,Positif,positive,Mot,other,ok,lie,auto:gcp,gcp,ok
munyengi,cambrioleur,cambrioleur,-4.0,-4.0,Negatif,negative,Mot,other,ok,burglar,auto:gcp,gcp,ok
lukombu,Balais,balais,3.0,3.0,Positif,positive,Mot,other,ok,brooms,auto:gcp,gcp,ok
dipeji,Papier,papier,3.0,3.0,Positif,positive,Mot,other,ok,paper,auto:gcp,gcp,ok
mapapa,Babouche,babouche,3.0,3.0,Positif,positive,Mot,other,ok,slippers,auto:gcp,gcp,ok
dingaya,Manguier,manguier,3.0,3.0,Positif,positive,Mot,other,ok,mango,auto:gcp,gcp,ok
dinyuka,Éponge,éponge,3.0,3.0,Positif,positive,Mot,other,ok,sponge,auto:gcp,gcp,ok
sabanga,Savon,savon,3.0,3.0,Positif,positive,Mot,other,ok,soap,auto:gcp,gcp,ok
dilata,Tôle,tôle,3.0,3.0,Positif,positive,Mot,other,ok,sheet metal,auto:gcp,gcp,ok
dibaya,Bois,bois,3.0,3.0,Positif,positive,Mot,other,ok,drink,auto:gcp,gcp,ok
cikolora,Torchon,torchon,3.0,3.0,Positif,positive,Mot,other,ok,dishcloth,auto:gcp,gcp,ok
nshiba,Bambou,bambou,3.0,3.0,Positif,positive,Mot,other,ok,bamboo,auto:gcp,gcp,ok
nfatshiaka,Français,français,3.0,3.0,Positif,positive,Mot,other,ok,French,auto:gcp,gcp,ok
Tshina,Puit,puit,3.0,3.0,Positif,positive,Mot,other,ok,well,auto:gcp,gcp,ok
luesu,Marmite,marmite,3.0,3.0,Positif,positive,Mot,other,ok,pot,auto:gcp,gcp,ok
mbabula,Brasero,brasero,3.0,3.0,Positif,positive,Mot,other,ok,brazier,auto:gcp,gcp,ok
nkutu,Cuillère,cuillère,3.0,3.0,Positif,positive,Mot,other,ok,spoon,auto:gcp,gcp,ok
muhanji,Malaxeur,malaxeur,3.0,3.0,Positif,positive,Mot,other,ok,mixer,auto:gcp,gcp,ok
Malala,Braise,braise,3.0,3.0,Positif,positive,Mot,other,ok,braised,auto:gcp,gcp,ok
mesa,Table,table,4.0,4.0,Positif,positive,Mot,other,ok,table,auto:gcp,gcp,ok
nkuasa,Chaise,chaise,4.0,4.0,Positif,positive,Mot,other,ok,chair,auto:gcp,gcp,ok
kabadi,Armoire,armoire,4.0,4.0,Positif,positive,Mot,other,ok,cupboard,auto:gcp,gcp,ok
mufuku,Sac,sac,4.0,4.0,Positif,positive,Mot,other,ok,bag,auto:gcp,gcp,ok
dikopu,Gobelet,gobelet,4.0,4.0,Positif,positive,Mot,other,ok,cup,auto:gcp,gcp,ok
dilongu,Assiette,assiette,4.0,4.0,Positif,positive,Mot,other,ok,plate,auto:gcp,gcp,ok
didiotu,Brique,brique,4.0,4.0,Positif,positive,Mot,other,ok,brick,auto:gcp,gcp,ok
mpanu,Poêle,poêle,4.0,4.0,Positif,positive,Mot,other,ok,stove,auto:gcp,gcp,ok
nsuki,Cheveux,cheveux,4.0,4.0,Positif,positive,Mot,other,ok,hair,auto:gcp,gcp,ok
mashinyi,Voiture,voiture,4.0,4.0,Positif,positive,Mot,other,ok,car,auto:gcp,gcp,ok
bulalu,Lit,lit,4.0,4.0,Positif,positive,Mot,other,ok,bed,auto:gcp,gcp,ok
nshinga,File,file,4.0,4.0,Positif,positive,Mot,other,ok,file,auto:gcp,gcp,ok
difikadimpa,Bienvenue,bienvenue,4.0,4.0,Positif,positive,Mot,other,ok,Welcome,auto:gcp,gcp,ok
diewukanimenjicienabualu,Éluder,éluder,4.0,4.0,Positif,positive,Verbe,verb,ok,to elude,auto:gcp,gcp,ok
dianganimushingamukanemu,Ladéférence,ladéférence,4.0,4.0,Positif,positive,Mot,other,ok,deference,auto:gcp,gcp,ok
dinianga,Annihiler,annihiler,4.0,4.0,Positif,positive,Verbe,verb,ok,annihilate,auto:gcp,gcp,ok
divula,Exacerber,exacerber,4.0,4.0,Positif,positive,Verbe,verb,ok,exacerbate,auto:gcp,gcp,ok
Dijingilabuimpabuabakuabu,Bienveillance,bienveillance,4.0,4.0,Positif,positive,Mot,other,ok,kindness,auto:gcp,gcp,ok
mutoka(butoka)clair,Limpide,limpide,4.0,4.0,Positif,positive,Mot,other,ok,clear,auto:gcp,gcp,ok
dépression(dibungama),Mélancolie,mélancolie,4.0,4.0,Positif,positive,Mot,other,ok,melancholy,auto:gcp,gcp,ok
dinyunluka,Graviter,graviter,4.0,4.0,Positif,positive,Verbe,verb,ok,gravitate,auto:gcp,gcp,ok
critiqueviolente;kubishamucinyangu,Diatribe,diatribe,4.0,4.0,Positif,positive,Mot,other,ok,diatribe,auto:gcp,gcp,ok
puhela;pauvreté,Indigence,indigence,4.0,4.0,Positif,positive,Mot,other,ok,poverty,auto:gcp,gcp,ok
dote,Biuma,biuma,4.0,4.0,Positif,positive,Mot,other,ok,biuma,auto:gcp,gcp,ok
kusela,Marier,marier,4.0,4.0,Positif,positive,Verbe,verb,ok,marry,auto:gcp,gcp,ok
kuipata,Chasser,chasser,4.0,4.0,Positif,positive,Verbe,verb,ok,to hunt,auto:gcp,gcp,ok
kuelatshituha,Embrasser,embrasser,4.0,4.0,Positif,positive,Verbe,verb,ok,to kiss,auto:gcp,gcp,ok
kukolowa,Torcher,torcher,4.0,4.0,Positif,positive,Verbe,verb,ok,torch,auto:gcp,gcp,ok
kushipa,Tuer,tuer,-3.0,-3.0,Negatif,negative,Verbe,verb,ok,kill,auto:gcp,gcp,ok
kuloba,Pêcher,pêcher,2.0,2.0,Positif,positive,Verbe,verb,ok,sin,auto:gcp,gcp,ok
tshilembi,Chasseur,chasseur,2.0,2.0,Positif,positive,Verbe,verb,ok,hunter,auto:gcp,gcp,ok
munganga,Médecin,médecin,2.0,2.0,Positif,positive,Mot,other,ok,doctor,auto:gcp,gcp,ok
mondopi,Guérisseur,guérisseur,2.0,2.0,Positif,positive,Verbe,verb,ok,healer,auto:gcp,gcp,ok
mupandishi,Sauveur,sauveur,2.0,2.0,Positif,positive,Verbe,verb,ok,savior,auto:gcp,gcp,ok
kuimba,Chanter,chanter,2.0,2.0,Positif,positive,Verbe,verb,ok,sing,auto:gcp,gcp,ok
kutanda,Tonner,tonner,2.0,2.0,Positif,positive,Verbe,verb,ok,thunder,auto:gcp,gcp,ok
kutanta,Émerger,émerger,2.0,2.0,Positif,positive,Verbe,verb,ok,emerge,auto:gcp,gcp,ok
kututa,Tapper,tapper,2.0,2.0,Positif,positive,Verbe,verb,ok,tap,auto:gcp,gcp,ok
kuambula,Puiser,puiser,2.0,2.0,Positif,positive,Verbe,verb,ok,draw,auto:gcp,gcp,ok
kuangata,Puiser,puiser,2.0,2.0,Positif,positive,Verbe,verb,ok,draw,auto:gcp,gcp,ok
matandu,Dispute,dispute,-4.0,-4.0,Negatif,negative,Verbe,verb,ok,dispute,auto:gcp,gcp,ok
kututa,Congner,congner,-6.0,-6.0,Negatif,negative,Verbe,verb,ok,conne,auto:gcp,gcp,ok
kubonda,Presser,presser,2.0,2.0,Positif,positive,Verbe,verb,ok,squeeze,auto:gcp,gcp,ok
disanka,Allégresse,allégresse,2.0,2.0,Positif,positive,Mot,other,ok,joy,auto:gcp,gcp,ok
anyima,Âme,âme,2.0,2.0,Positif,positive,Mot,other,ok,soul,auto:gcp,gcp,ok
Diyi,Voix,voix,2.0,2.0,Positif,positive,Mot,other,ok,voice,auto:gcp,gcp,ok
tshiamua,Feràrepasser,feràrepasser,2.0,2.0,Positif,positive,Mot,other,ok,iron,auto:gcp,gcp,ok
kuamuisha,Allaiter,allaiter,2.0,2.0,Positif,positive,Verbe,verb,ok,breast-feed,auto:gcp,gcp,ok
kuanyisha,Admirer,admirer,2.0,2.0,Positif,positive,Verbe,verb,ok,admire,auto:gcp,gcp,ok
kuambula,Transporter,transporter,2.0,2.0,Positif,positive,Verbe,verb,ok,carry,auto:gcp,gcp,ok
