CILUBA,French,French_norm,Score,Score_int,Sentiment,Sentiment_std,Nature,Nature_std,qa_status
kuiba,Voler,voler,-4.0,-4.0,Negatif,negative,Verbe,verb,ok
kowela,Nager,nager,4.0,4.0,Positif,positive,Verbe,verb,ok
shinga,file,file,2.0,2.0,Positif,positive,Mot,other,ok
kubuka,Voyager,voyager,2.0,2.0,Positif,positive,Verbe,verb,ok
kubabidila,Prévoir,prévoir,1.0,1.0,Positif,positive,Verbe,verb,ok
kuidila,Attendre,attendre,3.0,3.0,Positif,positive,Verbe,verb,ok
kuakidila,Embrasser,embrasser,3.0,3.0,Positif,positive,Verbe,verb,ok
kusela,Épouser,épouser,4.0,4.0,Positif,positive,Verbe,verb,ok
kuedesha,Conduire,conduire,3.0,3.0,Positif,positive,Verbe,verb,ok
tshibuta,sac,sac,4.0,4.0,Positif,positive,Mot,other,ok
kuloba,Pêcher,pêcher,4.0,4.0,Positif,positive,Verbe,verb,ok
kulota,Rêver,rêver,3.0,3.0,Positif,positive,Verbe,verb,ok
kuindila,Attendre,attendre,2.0,2.0,Positif,positive,Verbe,verb,ok
kuitaba,Croire,croire,1.0,1.0,Positif,positive,Verbe,verb,ok
kuakidila,Recevoir,recevoir,3.0,3.0,Positif,positive,Verbe,verb,ok
kufila,Donner,donner,3.0,3.0,Positif,positive,Verbe,verb,ok
kupeta,Avoir,avoir,3.0,3.0,Positif,positive,Verbe,verb,ok
kuikala,Être,être,3.0,3.0,Positif,positive,Verbe,verb,ok
kueza,Faire,faire,3.0,3.0,Positif,positive,Verbe,verb,ok
kuakidila,Accueillir,accueillir,3.0,3.0,Positif,positive,Verbe,verb,ok
kusomba,Louer,louer,2.0,2.0,Positif,positive,Verbe,verb,ok
kubandisha,Elever,elever,3.0,3.0,Positif,positive,Verbe,verb,ok
kumanya,Savoir,savoir,2.0,2.0,Positif,positive,Verbe,verb,ok
kulua,Venir,venir,3.0,3.0,Positif,positive,Verbe,verb,ok
kuya,Partir,partir,2.0,2.0,Positif,positive,Verbe,verb,ok
kualukila,Rentrer,rentrer,2.0,2.0,Positif,positive,Verbe,verb,ok
kulopoka,Sortir,sortir,4.0,4.0,Positif,positive,Verbe,verb,ok
kuangula,Découvrir,découvrir,3.0,3.0,Positif,positive,Verbe,verb,ok
kufuka,Inventer,inventer,4.0,4.0,Positif,positive,Verbe,verb,ok
kuibaka,Construire,construire,3.0,3.0,Positif,positive,Verbe,verb,ok
kabubula,Détruire,détruire,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
kukosa,Casser,casser,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
kukepesha,Réduire,réduire,-4.0,-4.0,Negatif,negative,Verbe,verb,ok
kuvua,Comprendre,comprendre,3.0,3.0,Positif,positive,Verbe,verb,ok
kulonga,Apprendre,apprendre,4.0,4.0,Positif,positive,Verbe,verb,ok
kulongesha,Enseigner,enseigner,4.0,4.0,Positif,positive,Verbe,verb,ok
kelesha,Proposer,proposer,3.0,3.0,Positif,positive,Verbe,verb,ok
kubenga,Refuser,refuser,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
kusungula,Choisir,choisir,3.0,3.0,Positif,positive,Verbe,verb,ok
kuva,Écouter,écouter,5.0,5.0,Positif,positive,Verbe,verb,ok
kumona,Observer,observer,2.0,2.0,Positif,positive,Verbe,verb,ok
kuelalungenyi,Réfléchir,réfléchir,3.0,3.0,Positif,positive,Verbe,verb,ok
kudikonkoloja,Méditer,méditer,1.0,1.0,Positif,positive,Verbe,verb,ok
mutelu,Chémise,chémise,5.0,5.0,Positif,positive,Verbe,verb,ok
makasa,Pieds,pieds,3.0,3.0,Positif,positive,Verbe,verb,ok
kutekemena,Espérer,espérer,2.0,2.0,Positif,positive,Verbe,verb,ok
kuseka,Sourire,sourire,6.0,6.0,Positif,positive,Verbe,verb,ok
kudila,Pleurer,pleurer,-3.0,-3.0,Negatif,negative,Verbe,verb,ok
kukenya,Rire,rire,4.0,4.0,Positif,positive,Verbe,verb,ok
kuelalubila,Crier,crier,3.0,3.0,Positif,positive,Verbe,verb,ok
kunungana,Chuchoter,chuchoter,-4.0,-4.0,Negatif,negative,Verbe,verb,ok
kumanisha,Communiquer,communiquer,2.0,2.0,Positif,positive,Verbe,verb,ok
kuvuija,Expliquer,expliquer,5.0,5.0,Positif,positive,Verbe,verb,ok
kutubisha,Célébrer,célébrer,4.0,4.0,Positif,positive,Verbe,verb,ok
kututabikashi,Applaudir,applaudir,2.0,2.0,Positif,positive,Verbe,verb,ok
kuitaba,Supporter,supporter,2.0,2.0,Positif,positive,Verbe,verb,ok
kubenga,Contester,contester,4.0,4.0,Positif,positive,Verbe,verb,ok
kuditshipa,Jurer,jurer,6.0,6.0,Positif,positive,Verbe,verb,ok
kushima,Mentir,mentir,-4.0,-4.0,Negatif,negative,Verbe,verb,ok
kuyukila,Dire,dire,3.0,3.0,Positif,positive,Verbe,verb,ok
kulonda,Raconter,raconter,2.0,2.0,Positif,positive,Verbe,verb,ok
suki,Cheveux,cheveux,6.0,6.0,Positif,positive,Mot,other,ok
kubikila,Appeler,appeler,2.0,2.0,Positif,positive,Verbe,verb,ok
kuepuka,Eviter,eviter,5.0,5.0,Positif,positive,Verbe,verb,ok
kuakidila,Accueillir,accueillir,2.0,2.0,Positif,positive,Verbe,verb,ok
kuelamoyi,Saluer,saluer,1.0,1.0,Positif,positive,Verbe,verb,ok
kukelesha,Encourager,encourager,4.0,4.0,Positif,positive,Verbe,verb,ok
kukoleshangala,Consoler,consoler,2.0,2.0,Positif,positive,Verbe,verb,ok
kueza,Agir,agir,3.0,3.0,Positif,positive,Verbe,verb,ok
kuadamuna,Réagir,réagir,5.0,5.0,Positif,positive,Verbe,verb,ok
suki,Cheveux,cheveux,3.0,3.0,Positif,positive,Mot,other,ok
kukubaja,Accomplir,accomplir,3.0,3.0,Positif,positive,Verbe,verb,ok
kueza,Réaliser,réaliser,4.0,4.0,Positif,positive,Verbe,verb,ok
kukuata,Réussir,réussir,3.0,3.0,Positif,positive,Verbe,verb,ok
kubula,Échouer,échouer,-3.0,-3.0,Positif,positive,Verbe,verb,ok
kulongolo,Améliorer,améliorer,3.0,3.0,Positif,positive,Verbe,verb,ok
kushituluka,Changer,changer,5.0,5.0,Positif,positive,Verbe,verb,ok
kukudimuna,Transformer,transformer,2.0,2.0,Positif,positive,Verbe,verb,ok
kushitulula,Modifier,modifier,3.0,3.0,Positif,positive,Verbe,verb,ok
kukukuila,Adorer,adorer,5.0,5.0,Positif,positive,Verbe,verb,ok
kukina,Détester,détester,-4.0,-4.0,Negatif,negative,Verbe,verb,ok
kushebula,Ignorer,ignorer,-4.0,-4.0,Negatif,negative,Verbe,verb,ok
kumanyinula,Reconnaître,reconnaître,3.0,3.0,Positif,positive,Verbe,verb,ok
kuanyisha,Admirer,admirer,2.0,2.0,Positif,positive,Verbe,verb,ok
kunemeka,Respecter,respecter,1.0,1.0,Positif,positive,Verbe,verb,ok
Mujilu,Artère,artère,4.0,4.0,Positif,positive,Mot,other,ok
Muedi,Barbe,barbe,4.0,4.0,Positif,positive,Mot,other,ok
Mukana,Bouche,bouche,2.0,2.0,Positif,positive,Mot,other,ok
Diboko,Bras,bras,5.0,5.0,Positif,positive,Mot,other,ok
Bongo,Cerveau,cerveau,3.0,3.0,Positif,positive,Mot,other,ok
Lusuki,Cheveu,cheveu,2.0,2.0,Positif,positive,Mot,other,ok
Kampombe,Cheville,cheville,5.0,5.0,Positif,positive,Mot,other,ok
Lukofi,Cil,cil,3.0,3.0,Positif,positive,Mot,other,ok
Muoyo,Cœur,cœur,5.0,5.0,Positif,positive,Mot,other,ok
Muongo,Colonnevertebrale,colonnevertebrale,3.0,3.0,Positif,positive,Mot,other,ok
Mbidi,Corps,corps,6.0,6.0,Positif,positive,Mot,other,ok
Lubadi,Cote,cote,4.0,4.0,Positif,positive,Mot,other,ok
Nsingu,Cou,cou,3.0,3.0,Positif,positive,Mot,other,ok
Tshibalubalu,Crane,crane,6.0,6.0,Positif,positive,Mot,other,ok
Lukenyibu,Coude,coude,3.0,3.0,Positif,positive,Mot,other,ok
Tshibelo,Cuissse,cuissse,2.0,2.0,Positif,positive,Mot,other,ok
Dino,Dent,dent,1.0,1.0,Positif,positive,Mot,other,ok
Munu,Doingt,doingt,1.0,1.0,Positif,positive,Mot,other,ok
Nyima,Dos,dos,1.0,1.0,Positif,positive,Mot,other,ok
Dikaya,Epaule,epaule,1.0,1.0,Positif,positive,Mot,other,ok
Tshifu,Estomac,estomac,3.0,3.0,Positif,positive,Mot,other,ok
Ditaku,Fesse,fesse,4.0,4.0,Positif,positive,Mot,other,ok
Mutshima,Foie,foie,3.0,3.0,Positif,positive,Mot,other,ok
Mpala,Front,front,3.0,3.0,Positif,positive,Mot,other,ok
Tshinu,Genou,genou,5.0,5.0,Positif,positive,Mot,other,ok
Muminu,Gorge,gorge,5.0,5.0,Positif,positive,Mot,other,ok
Lukundu,Hanche,hanche,2.0,2.0,Positif,positive,Mot,other,ok
Dila,Intestin,intestin,2.0,2.0,Positif,positive,Mot,other,ok
Mukolo,Jambe,jambe,5.0,5.0,Positif,positive,Mot,other,ok
Ditama,Joue,joue,2.0,2.0,Positif,positive,Mot,other,ok
Ludimi,Langue,langue,2.0,2.0,Positif,positive,Mot,other,ok
Tshinsonyi,Larme,larme,5.0,5.0,Positif,positive,Mot,other,ok
Mushiku,Lèvre,lèvre,6.0,6.0,Positif,positive,Mot,other,ok
Lubanga,Machoire,machoire,4.0,4.0,Positif,positive,Mot,other,ok
Tshianza,Main,main,3.0,3.0,Positif,positive,Mot,other,ok
Lubanga,Menton,menton,4.0,4.0,Positif,positive,Mot,other,ok
Mumpenya,Moustache,moustache,3.0,3.0,Positif,positive,Mot,other,ok
Musunyi,Muscle,muscle,3.0,3.0,Positif,positive,Mot,other,ok
Mumpempe,Narine,narine,3.0,3.0,Positif,positive,Mot,other,ok
Bongo,Nerf,nerf,2.0,2.0,Positif,positive,Mot,other,ok
Diulu,Nez,nez,2.0,2.0,Positif,positive,Mot,other,ok
Muofo,Motbrile,motbrile,5.0,5.0,Positif,positive,Mot,other,ok
Dikoshi,Nuque,nuque,3.0,3.0,Positif,positive,Mot,other,ok
Disu,Œil,œil,3.0,3.0,Positif,positive,Mot,other,ok
Luzadi,Ongle,ongle,3.0,3.0,Positif,positive,Mot,other,ok
Ditshi,Oreille,oreille,3.0,3.0,Positif,positive,Mot,other,ok
Muanawankasa,Orteil,orteil,3.0,3.0,Positif,positive,Mot,other,ok
Mufuba,Os,os,2.0,2.0,Positif,positive,Mot,other,ok
Tshilafinyeb,Paupière,paupière,6.0,6.0,Positif,positive,Mot,other,ok
Dikoba,Peau,peau,5.0,5.0,Positif,positive,Mot,other,ok
Dikasa,Pied,pied,8.0,8.0,Positif,positive,Mot,other,ok
Nshingu,Poignet,poignet,9.0,9.0,Positif,positive,Mot,other,ok
Dikoma,Poing,poing,4.0,4.0,Positif,positive,Mot,other,ok
Tshiadi,Poitrine,poitrine,3.0,3.0,Positif,positive,Mot,other,ok
Tshiadi,Pouce,pouce,2.0,2.0,Positif,positive,Mot,other,ok
Mijilu,Pouls,pouls,1.0,1.0,Positif,positive,Mot,other,ok
Tshisulusulu,Poumon,poumon,6.0,6.0,Positif,positive,Mot,other,ok
Konyi,Rein,rein,7.0,7.0,Positif,positive,Mot,other,ok
Munyengu,Ride,ride,5.0,5.0,Positif,positive,Mot,other,ok
Mate,Salive,salive,3.0,3.0,Positif,positive,Mot,other,ok
Dibele,Sein,sein,7.0,7.0,Positif,positive,Mot,other,ok
Dikiki,Sourcil,sourcil,4.0,4.0,Positif,positive,Mot,other,ok
Mashi,Sang,sang,3.0,3.0,Positif,positive,Mot,other,ok
Bitoyikoyi,Squelette,squelette,3.0,3.0,Positif,positive,Mot,other,ok
Tshisululu,Sueur,sueur,4.0,4.0,Positif,positive,Mot,other,ok
Tshikankanya,Talon,talon,4.0,4.0,Positif,positive,Mot,other,ok
Mujilu,Veine,veine,2.0,2.0,Positif,positive,Mot,other,ok
Difu,Ventre,ventre,6.0,6.0,Positif,positive,Mot,other,ok
Mpala,Visage,visage,4.0,4.0,Positif,positive,Mot,other,ok
Dinda,Matin,matin,3.0,3.0,Positif,positive,Mot,other,ok
Mujalamuwadida,Midi,midi,6.0,6.0,Positif,positive,Mot,other,ok
Dilolo,Soir,soir,4.0,4.0,Positif,positive,Mot,other,ok
Bufuku,Nuit,nuit,-4.0,-4.0,Negatif,negative,Mot,other,ok
Dituku,Jour,jour,3.0,3.0,Positif,positive,Mot,other,ok
Lubingu,Semaine,semaine,2.0,2.0,Positif,positive,Mot,other,ok
Ngondo,Mois,mois,1.0,1.0,Positif,positive,Mot,other,ok
Tshidimu,Anneé,anneé,2.0,2.0,Positif,positive,Mot,other,ok
Munute,Minute,minute,7.0,7.0,Positif,positive,Mot,other,ok
Dida,Heure,heure,8.0,8.0,Positif,positive,Mot,other,ok
Makelele,Hier,hier,9.0,9.0,Positif,positive,Mot,other,ok
Lelo,Aujourd'hui,aujourd'hui,4.0,4.0,Positif,positive,Mot,other,ok
Makelela,Demain,demain,3.0,3.0,Positif,positive,Mot,other,ok
Dimwe,Lundi,lundi,2.0,2.0,Positif,positive,Mot,other,ok
Dibiidi,Mardi,mardi,5.0,5.0,Positif,positive,Mot,other,ok
Disatu,Mercredi,mercredi,8.0,8.0,Positif,positive,Mot,other,ok
Dinayi,Jeudi,jeudi,4.0,4.0,Positif,positive,Mot,other,ok
Ditanu,Vendredi,vendredi,3.0,3.0,Positif,positive,Mot,other,ok
Disambombo,Samedi,samedi,2.0,2.0,Positif,positive,Mot,other,ok
Lumingu,Dimanche,dimanche,3.0,3.0,Positif,positive,Mot,other,ok
Nyama,Animal,animal,2.0,2.0,Positif,positive,Mot,other,ok
Lubulubulu,Abeille,abeille,5.0,5.0,Positif,positive,Mot,other,ok
Muanawamukoko,Agneau,agneau,7.0,7.0,Positif,positive,Mot,other,ok
Mukanku,Aigle,aigle,7.0,7.0,Positif,positive,Mot,other,ok
Mpunda,Ane,ane,3.0,3.0,Positif,positive,Mot,other,ok
Ntande,Araignée,araignée,1.0,1.0,Positif,positive,Mot,other,ok
Ntuba,Autruche,autruche,2.0,2.0,Positif,positive,Mot,other,ok
Dibata,Canard,canard,2.0,2.0,Positif,positive,Mot,other,ok
Kasha,Cerf,cerf,5.0,5.0,Positif,positive,Mot,other,ok
Mfulansa,Chameau,chameau,6.0,6.0,Positif,positive,Mot,other,ok
Mpusu,Chat,chat,7.0,7.0,Positif,positive,Mot,other,ok
Kabalo,Cheval,cheval,1.0,1.0,Positif,positive,Mot,other,ok
Mbuji,Chèvre,chèvre,2.0,2.0,Positif,positive,Mot,other,ok
Kabwa,Chien,chien,4.0,4.0,Positif,positive,Mot,other,ok
Ngulube,Cochon,cochon,5.0,5.0,Positif,positive,Mot,other,ok
Nzolo,Coq,coq,6.0,6.0,Positif,positive,Mot,other,ok
Lukala,Crabe,crabe,4.0,4.0,Positif,positive,Mot,other,ok
Tshiula,Crapaud,crapaud,7.0,7.0,Positif,positive,Mot,other,ok
Ngandu,Crocodile,crocodile,7.0,7.0,Positif,positive,Mot,other,ok
Kabundi,Ecureuil,ecureuil,2.0,2.0,Positif,positive,Mot,other,ok
Nzevu,Eléphant,eléphant,4.0,4.0,Positif,positive,Mot,other,ok
Dilandi,Escargot,escargot,3.0,3.0,Positif,positive,Mot,other,ok
Kankenene,Fourmi,fourmi,3.0,3.0,Positif,positive,Mot,other,ok
Ngomba,Girafe,girafe,5.0,5.0,Positif,positive,Mot,other,ok
Nsokumuntu,Gorille,gorille,6.0,6.0,Positif,positive,Mot,other,ok
	Maleyaya,Malaria,malaria,-3.0,-3.0,Negatif,negative,Mot,other,ok
	Malunvu,Alcool,alcool,-4.0,-4.0,Negatif,negative,Mot,other,ok
	Manga,Fétiche,fétiche,-3.0,-3.0,Negatif,negative,Mot,other,ok
	Ngumu, Information,information,3.0,3.0,Positif,positive,Mot,other,ok
	Blaba,Sable,sable,6.0,6.0,Positif,positive,Mot,other,ok
	Buta,Sandre,sandre,4.0,4.0,Positif,positive,Mot,other,ok
	Makuta,Argent,argent,5.0,5.0,Positif,positive,Mot,other,ok
	Mamu,Mère,mère,2.0,2.0,Positif,positive,Mot,other,ok
	Tatu, Père,père,6.0,6.0,Positif,positive,Mot,other,ok
	Dilongesha,  Enseignement,enseignement,7.0,7.0,Positif,positive,Mot,other,ok
	Mulongeshi,  enseignant,enseignant,9.0,9.0,Positif,positive,Mot,other,ok
	Kubungama,  Tristesse,tristesse,-4.0,-4.0,Negatif,negative,Mot,other,ok
	Musangu,  Oreiller,oreiller,3.0,3.0,Positif,positive,Mot,other,ok
Vunda_vunda,  Tourbillon,tourbillon,5.0,5.0,Positif,positive,Mot,other,ok
	Nvula,  Pluie,pluie,3.0,3.0,Positif,positive,Mot,other,ok
	Bihu,  punaise,punaise,2.0,2.0,Positif,positive,Mot,other,ok
	Songakaji,  Jeunefemme,jeunefemme,7.0,7.0,Positif,positive,Mot,other,ok
	Songaluma,  Jeunehomme,jeunehomme,9.0,9.0,Positif,positive,Mot,other,ok
	Maseba,  Oncle,oncle,6.0,6.0,Positif,positive,Mot,other,ok
	tatumukaji,  Tante,tante,5.0,5.0,Positif,positive,Mot,other,ok
kuenza	,  Faire,faire,2.0,2.0,Positif,positive,Mot,other,ok
	Menyi,  Urine,urine,1.0,1.0,Positif,positive,Mot,other,ok
Tuasakadila,  Merci,merci,5.0,5.0,Positif,positive,Mot,other,ok
	Kulala,  Dormir,dormir,5.0,5.0,Positif,positive,Mot,other,ok
	KuTuta,  Frappe,frappe,-4.0,-4.0,Negatif,negative,Mot,other,ok
Kunyungulaka,  Tourner,tourner,3.0,3.0,Positif,positive,Mot,other,ok
	KuBâla,  Lire,lire,4.0,4.0,Positif,positive,Mot,other,ok
	KUdia,  Manger,manger,2.0,2.0,Positif,positive,Mot,other,ok
	Disama,  Maladie,maladie,-2.0,-2.0,Negatif,negative,Mot,other,ok
	Ufua,  Mort,mort,-3.0,-3.0,Negatif,negative,Mot,other,ok
	Mufua,  Décédée,décédée,-1.0,-1.0,Negatif,negative,Mot,other,ok
	Lusa,  Pitié,pitié,4.0,4.0,Positif,positive,Mot,other,ok
	Nkenena,  Fourmis,fourmis,5.0,5.0,Positif,positive,Mot,other,ok
	Kanyunyi,  Oiseau,oiseau,3.0,3.0,Positif,positive,Mot,other,ok
	Mubuluka,  Fou,fou,-4.0,-4.0,Negatif,negative,Mot,other,ok
	Mubanji,  Riche,riche,4.0,4.0,Positif,positive,Mot,other,ok
	Musedibua,  Marier,marier,2.0,2.0,Positif,positive,Mot,other,ok
	Kalulu,  Lapin,lapin,3.0,3.0,Positif,positive,Mot,other,ok
	Dikalu,  Vélo,vélo,7.0,7.0,Positif,positive,Mot,other,ok
	Bowa,  Peur,peur,-4.0,-4.0,Negatif,negative,Mot,other,ok
	Boowa,  Champignons,champignons,9.0,9.0,Positif,positive,Mot,other,ok
	Diba,  Heure,heure,4.0,4.0,Positif,positive,Mot,other,ok
	Kaheji,  Saboté,saboté,-5.0,-5.0,Negatif,negative,Mot,other,ok
	Mukana,  Bouche,bouche,4.0,4.0,Positif,positive,Mot,other,ok
	Dingeya,  Mangue,mangue,6.0,6.0,Positif,positive,Mot,other,ok
	NtaMbua,  lion,lion,9.0,9.0,Positif,positive,Mot,other,ok
	Soku,  Singe,singe,5.0,5.0,Positif,positive,Mot,other,ok
	Zevu,  Eléphant,eléphant,3.0,3.0,Positif,positive,Mot,other,ok
	Mulangi,  bouteille,bouteille,4.0,4.0,Positif,positive,Mot,other,ok
	Mayi,  Eau,eau,3.0,3.0,Positif,positive,Mot,other,ok
	Muela,  Machette,machette,-4.0,-4.0,Negatif,negative,Mot,other,ok
	Kasuyi,  Hache,hache,-4.0,-4.0,Negatif,negative,Mot,other,ok
	Tshasu,  Bêche,bêche,2.0,2.0,Positif,positive,Mot,other,ok
	Nteta,  Bâche,bâche,2.0,2.0,Positif,positive,Mot,other,ok
	Bulalu,  Moussa,moussa,1.0,1.0,Positif,positive,Mot,other,ok
	Kuhenda,  Injurier,injurier,-3.0,-3.0,Negatif,negative,Mot,other,ok
	Kutata,  Tamiser,tamiser,4.0,4.0,Positif,positive,Mot,other,ok
	Tangila,  Regarde,regarde,3.0,3.0,Positif,positive,Mot,other,ok
	Lala,  Dors,dors,2.0,2.0,Positif,positive,Mot,other,ok
	Anu,  Seulement,seulement,5.0,5.0,Positif,positive,Mot,other,ok
	Angata,  Prends,prends,6.0,6.0,Positif,positive,Mot,other,ok
	Ambula,  Transporte,transporte,8.0,8.0,Positif,positive,Mot,other,ok
	Alunja,  Remet,remet,9.0,9.0,Positif,positive,Mot,other,ok
	Alukila,  Retourne,retourne,6.0,6.0,Positif,positive,Mot,other,ok
	Dikasa,  Pieds,pieds,5.0,5.0,Positif,positive,Mot,other,ok
	Amba,  Dit,dit,4.0,4.0,Positif,positive,Mot,other,ok
	Ambakaja,  Superposer,superposer,4.0,4.0,Positif,positive,Mot,other,ok
	Ambulula,  Répète,répète,1.0,1.0,Positif,positive,Mot,other,ok
	Ambelu,  Dehors,dehors,3.0,3.0,Positif,positive,Mot,other,ok
	Dilongo,  Assiette,assiette,2.0,2.0,Positif,positive,Mot,other,ok
	BaLedi,  Parents,parents,6.0,6.0,Positif,positive,Mot,other,ok
	Banga,  Commence,commence,7.0,7.0,Positif,positive,Mot,other,ok
	Tshifulu,  Chapeau,chapeau,8.0,8.0,Positif,positive,Mot,other,ok
	Tshilamba,  Habit,habit,9.0,9.0,Positif,positive,Mot,other,ok
	Tshilamba,  Pond,pond,4.0,4.0,Positif,positive,Mot,other,ok
	Tshisamba,  Origine,origine,3.0,3.0,Positif,positive,Mot,other,ok
	Tshikadilu,  Comportement,comportement,2.0,2.0,Positif,positive,Mot,other,ok
	Manayi,  Jeu,jeu,2.0,2.0,Positif,positive,Mot,other,ok
	Tshibulundu,  Ballon,ballon,1.0,1.0,Positif,positive,Mot,other,ok
Cingu_mapanga,  Cigale,cigale,1.0,1.0,Positif,positive,Mot,other,ok
	Kuhanga,  Echoué,echoué,3.0,3.0,Positif,positive,Mot,other,ok
	Kuhangila,  Manqué,manqué,-4.0,-4.0,Negatif,negative,Mot,other,ok
	Dikenga,  Souffrance,souffrance,-3.0,-3.0,Negatif,negative,Mot,other,ok
	Dikenga,  Galère,galère,-4.0,-4.0,Negatif,negative,Mot,other,ok
	Dinanga,  Amour,amour,3.0,3.0,Positif,positive,Mot,other,ok
	Dignoka,  Punition,punition,2.0,2.0,Positif,positive,Mot,other,ok
	Mubanji,  Riche,riche,1.0,1.0,Positif,positive,Mot,other,ok
	Bulanda,  Pauvreté,pauvreté,-5.0,-5.0,Negatif,negative,Mot,other,ok
	Budisu,  Orgueil,orgueil,-2.0,-2.0,Negatif,negative,Mot,other,ok
	Dihoyi,  Misère,misère,-1.0,-1.0,Negatif,negative,Mot,other,ok
	Matandu,  Querelle,querelle,-1.0,-1.0,Negatif,negative,Mot,other,ok
	Bulaku,  Injure,injure,-1.0,-1.0,Negatif,negative,Mot,other,ok
	Mujika,  Célibataire,célibataire,4.0,4.0,Negatif,negative,Mot,other,ok
	Mulobi,  Conducteur,conducteur,5.0,5.0,Positif,positive,Mot,other,ok
	Mibi,  Pécher,pécher,-3.0,-3.0,Negatif,negative,Mot,other,ok
	Kakone,  ÉcoMotiste,écomotiste,7.0,7.0,Positif,positive,Mot,other,ok
	Magnimela,  Ingénieur,ingénieur,7.0,7.0,Positif,positive,Mot,other,ok
	Bihu,Punaise,punaise,-1.0,-1.0,Negatif,negative,Mot,other,ok
bilunga,patate,patate,5.0,5.0,Positif,positive,Mot,other,ok
mayi,eau,eau,8.0,8.0,Positif,positive,Mot,other,ok
Nsoku,singe,singe,-3.0,-3.0,Negatif,negative,Mot,other,ok
dinanga,amour,amour,8.0,8.0,Positif,positive,Mot,other,ok
kanemu,respect,respect,7.0,7.0,Positif,positive,Mot,other,ok
ditumikila,obeissance,obeissance,6.0,6.0,Positif,positive,Mot,other,ok
lusa,pardon,pardon,8.0,8.0,Positif,positive,Mot,other,ok
luaku,viens,viens,5.0,5.0,Positif,positive,Mot,other,ok
kuata,prend,prend,7.0,7.0,Positif,positive,Mot,other,ok
lusaa,pitié,pitié,5.0,5.0,Positif,positive,Mot,other,ok
kalulu,lapin,lapin,4.0,4.0,Positif,positive,Mot,other,ok
nioka,serpent,serpent,-2.0,-2.0,Negatif,negative,Mot,other,ok
mpatu,canard,canard,3.0,3.0,Positif,positive,Mot,other,ok
masanka,joie,joie,3.0,3.0,Positif,positive,Mot,other,ok
bipeta,resultat,resultat,3.0,3.0,Positif,positive,Mot,other,ok
nsuki,cheuveux,cheuveux,3.0,3.0,Positif,positive,Mot,other,ok
nkuasa,chaise,chaise,3.0,3.0,Positif,positive,Mot,other,ok
tshibasa,banc,banc,3.0,3.0,Positif,positive,Mot,other,ok
mapapa,babouche,babouche,3.0,3.0,Positif,positive,Mot,other,ok
bisabata,chaussure,chaussure,3.0,3.0,Positif,positive,Mot,other,ok
dilata,tole,tole,3.0,3.0,Positif,positive,Mot,other,ok
mpusu,chat,chat,3.0,3.0,Positif,positive,Mot,other,ok
luremba,caholin,caholin,3.0,3.0,Positif,positive,Mot,other,ok
nkotshi,veste,veste,3.0,3.0,Positif,positive,Mot,other,ok
muanya,diasteme,diasteme,3.0,3.0,Positif,positive,Mot,other,ok
ndaku,partez,partez,3.0,3.0,Positif,positive,Mot,other,ok
kambumba,seau,seau,3.0,3.0,Positif,positive,Mot,other,ok
kabasa,tabouret,tabouret,3.0,3.0,Positif,positive,Mot,other,ok
mutshioku,fatigue,fatigue,-4.0,-4.0,Negatif,negative,Mot,other,ok
kankudumbua,pigeon,pigeon,1.0,1.0,Positif,positive,Mot,other,ok
tshibuta,sac,sac,1.0,1.0,Positif,positive,Mot,other,ok
musulu,riviere,riviere,1.0,1.0,Positif,positive,Mot,other,ok
lomba,demande,demande,1.0,1.0,Positif,positive,Verbe,verb,ok
luaku,viens,viens,1.0,1.0,Positif,positive,Mot,other,ok
dikisha,repos,repos,1.0,1.0,Positif,positive,Mot,other,ok
losa,riz,riz,1.0,1.0,Positif,positive,Mot,other,ok
nkunda,haricot,haricot,1.0,1.0,Positif,positive,Mot,other,ok
diba,montre,montre,1.0,1.0,Positif,positive,Mot,other,ok
bubanji,richesse,richesse,1.0,1.0,Positif,positive,Mot,other,ok
Kunvua,ecouter,ecouter,1.0,1.0,Positif,positive,Verbe,verb,ok
Kumona,voir,voir,1.0,1.0,Positif,positive,Verbe,verb,ok
Makasa,pied,pied,1.0,1.0,Positif,positive,Mot,other,ok
Kulamba,preparer,preparer,1.0,1.0,Positif,positive,Verbe,verb,ok
Kuteka,deposser,deposser,1.0,1.0,Positif,positive,Verbe,verb,ok
Kuangata,prendre,prendre,1.0,1.0,Positif,positive,Verbe,verb,ok
Kuenda,marcher,marcher,1.0,1.0,Positif,positive,Verbe,verb,ok
Kuvuala,porter,porter,1.0,1.0,Positif,positive,Verbe,verb,ok
Kutela,coudre,coudre,1.0,1.0,Positif,positive,Verbe,verb,ok
Kusumba,acheter,acheter,1.0,1.0,Positif,positive,Verbe,verb,ok
Kuteka,deposer,deposer,1.0,1.0,Positif,positive,Verbe,verb,ok
Kusukula,nettoyer,nettoyer,1.0,1.0,Positif,positive,Verbe,verb,ok
Bisekiseki,legumes,legumes,1.0,1.0,Positif,positive,Mot,other,ok
Nsuwu,soupe,soupe,1.0,1.0,Positif,positive,Mot,other,ok
Kusomba,s'asoire,s'asoire,1.0,1.0,Positif,positive,Verbe,verb,ok
