CILUBA,French,Score,Sentiment,Nature,
kulongolola,Arranger,2,Positif,Verbe,
pandalala,Trompette,2,Positif,Mot,
ngoma,Drum,2,Positif,Mot,
madimba,Xylophone,2,Positif,Mot,
ngoma,Batterie,2,Positif,Mot,
tshindidimbi,Image,2,Positif,Mot,
tshihahu,Champ,2,Positif,Mot,
dongamu,Programme,2,Positif,Mot,
kuibidija,Entraîner,2,Positif,Verbe,
kubanga,Entamer,2,Positif,Verbe,
kujima,Éteindre,2,Positif,Verbe,
kutemesha,Allumer,2,Positif,Verbe,
kujimina,Disparaitre,-3,Negatif,Verbe,
kutuhila,Disciper,4,Positif,Verbe,
bulelela,Vérité,4,Positif,Mot,
kamonakamba,Journaliste,4,Positif,Mot,
dijiba,Jourdain,4,Positif,Mot,
kukatshila,Étonner,4,Positif,Verbe,
madileji,Orgueil,4,Positif,Mot,
bulongama,Ordre,4,Positif,Mot,
bibi,Mal,-2,Negatif,Mot,
mutumibua,Envoyé,3,Positif,Mot,
mupostolo,Apôtre,3,Positif,Mot,
bupostolo,Apostolat,3,Positif,Mot,
bualuidi,Prêtrise,3,Positif,Mot,
mukanda,Evangile,3,Positif,Mot,
dilongesha,Prédication,3,Positif,Mot,
mukanda,Épître,3,Positif,Mot,
muyidi,Disciple,3,Positif,Mot,
mulongi,Élève,3,Positif,Mot,
kamua,Moustique,3,Positif,Mot,
Njinji,Mouche,3,Positif,Mot,
kamonakamba,Journaliste,3,Positif,Mot,
muinvi,Voleur,-6,Negatif,Mot,
Diyi,Volume,2,Positif,Mot,
nzembua,Courant,4,Positif,Mot,
disanka,Bonheur,1,Positif,Mot,
dibungama,Tristesse,-5,Negatif,Mot,
tshiji,Colère,-8,Negatif,Mot,
bowa,Peur,-4,Negatif,Mot,
ditalala,Paix,2,Positif,Mot,
kukuata,réussir,2,Positif,Verbe,
kubula,Échec,2,Positif,Mot,
ditekemena,Confiance,2,Positif,Mot,
kuseka,Sourire,2,Positif,Mot,
bisonji,Larmes,-3,Negatif,Mot,
ditekemena,Espoir,1,Positif,Mot,
kuvuluka,souvenir,1,Positif,Verbe,
muoyimukola,Courage,1,Positif,Mot,
tungunuka,continuer,1,Positif,Verbe,
mudikadila,Liberté,1,Positif,Verbe,
kukudimuna,Transformer,1,Positif,Verbe,
kukola,Grandir,1,Positif,Verbe,
kulongesha,enseigne,1,Positif,Verbe,
tshisumi,Persévérance,1,Positif,Mot,
kubenga,Refuser,-7,Negatif,Verbe,
kubela,Réprimande,3,Positif,Mot,
kulomba,Demander,4,Positif,Verbe,
ditekemena,Espoir,7,Positif,Verbe,
budu,Honte,-3,Negatif,Mot,
lupepela,Air,2,Positif,Verbe,
buloba,Monde,2,Positif,Mot,
anumpidieu,Immédiatement,2,Positif,Mot,
bualubudimuakuezaka,Possible,2,Positif,Mot,
bualubudikabuyimuakuezaka,Impossible,-4,Negatif,Mot,
buabualukayi,Pourquoi,0,Neutre,Mot,
biakana,Parfaite,2,Positif,Mot,
badisue,Egoïste,2,Positif,Mot,
umueka,Visible,2,Positif,Mot,
kayilulamatu,Infidèle,-5,Negatif,Mot,
lulamatu,Fidèle,1,Positif,Mot,
disengelela,Supplication,1,Positif,Mot,
dipingana,Retour,1,Positif,Mot,
dikudimuna,Variation,1,Positif,Mot,
dikuatshisha,Contribuer,1,Positif,Verbe,
dikanyina,Menace,-7,Negatif,Mot,
dijimina,Disparaitre,-4,Negatif,Verbe,
dibuikidila,Pardon,5,Positif,Mot,
dibela,Discipline,5,Positif,Mot,
dibingishibua,Justification,5,Positif,Mot,
kutangila,Surveillance,5,Positif,Mot,
mukawu,Jalousie,-8,Negatif,Mot,
disanga,Satisfaction,6,Positif,Mot,
dinyingalala,Regret,-6,Negatif,Mot,
disanka,Enthousiasme,7,Positif,Mot,
dipangadika,Détermination,6,Positif,Mot,
kukina,Haïr,-7,Negatif,Mot,
dielakana,Inquiétude,-4,Negatif,Mot,
ditukudilenga,Bonnejournée,4,Positif,Mot,
kayiumueka,Invisible,4,Positif,Mot,
kuabuluisha,Aide,4,Positif,Verbe,
kutshimuna,Remporter,4,Positif,Verbe,
kubukola,Avidement,4,Positif,Mot,
kanemu,Respecter,4,Positif,Mot,
kulekela,Abandon,4,Positif,Mot,
kakuyidishilangana,Indifférence,4,Positif,Mot,
kanemu,Respect,4,Positif,Mot,
kuikala,Exister,4,Positif,Verbe,
Udiuzakala,Tremblant,-2,Negatif,Mot,
kuikalanelungenyi,intelligible,2,Positif,Mot,
tshiditshitupu,Vide,2,Positif,Mot,
mupabuishi,Séducteur,2,Positif,Mot,
udinemuoyo,Vivant,2,Positif,Mot,
bienzedi,Comportement,2,Positif,Mot,
kukosa,Rompre,2,Positif,Mot,
luabila,Annoncer,2,Positif,Verbe,
babungi,Plusieurs,0,Neutre,Mot,
dikisha,Tranquillité,5,Positif,Mot,
biamushinga,intéressant,5,Positif,Mot,
kusamba,Consolation,5,Positif,Mot,
ditabuja,Confiance,5,Positif,Mot,
kuanyisha,Admiration,5,Positif,Mot,
kutekemena:,Espérance,5,Positif,Mot,
kuanyisha,Admiration,5,Positif,Mot,
dikisha,Tranquillité,5,Positif,Mot,
matandu,Rancune,-6,Negatif,Mot,
lusa,Compassion,4,Positif,Mot,
buimpabuenza,Gratitude,4,Positif,Mot,
kupetulula,Reconnaissance,4,Positif,Mot,
kuanyisha,Admiration,4,Positif,Mot,
kondokamuoyo,Conscience,4,Positif,Mot,
mpukapuka,Hasard,4,Positif,Mot,
bipeta,solution,4,Positif,Mot,
kusabuka,Traverser,4,Positif,Verbe,
buimpa,Beauté,4,Positif,Mot,
kusengelela,Supplier,4,Positif,Verbe,
makuta,L’argent,4,Positif,Mot,
dikenga,Galère,-5,Negatif,Mot,
tunyinganyinga,inquiétudes,-3,Negatif,Mot,
kudisangisha,Rassembler,1,Positif,Verbe,
bukokeshi,Pouvoir,1,Positif,Verbe,
mushidikibua,Détermination,1,Positif,Mot,
dinyingalala,Regret,-2,Negatif,Mot,
disama,Maladie,-5,Negatif,Mot,
musha,Pete,-3,Negatif,Verbe,
dinda,Matin,2,Positif,Mot,
muedi,Barbe,2,Positif,Mot,
lukenyibu,Coude,2,Positif,Mot,
diboko,Bras,2,Positif,Mot,
nshingu,Cou,2,Positif,Mot,
konyi,Rein,2,Positif,Mot,
dikiki,Sourcil,2,Positif,Mot,
tshisululu,Sueur,2,Positif,Mot,
mujilu,Veine,2,Positif,Mot,
difu,Ventre,2,Positif,Mot,
kasha,cerf,2,Positif,Mot,
lukala,Craba,2,Positif,Mot,
mukanku,Aigle,2,Positif,Mot,
tshuila,Crapaud,2,Positif,Mot,
ludimba,Grenouille,2,Positif,Mot,
tshipungulu,Hibou,2,Positif,Mot,
mushipa,Poisson,2,Positif,Mot,
lupasu,Sauterelle,2,Positif,Mot,
kabundi,renard,2,Positif,Mot,
mukoko,Mouton,2,Positif,Mot,
muzeu,Ours,2,Positif,Mot,
tshibulebule,Taupe,2,Positif,Mot,
lupepele,Air,2,Positif,Mot,
muelelu,Côte,2,Positif,Mot,
mashika,Froid,2,Positif,Mot,
musulu,Fleuve,2,Positif,Mot,
nkolo,Île,2,Positif,Mot,
mbu,Mer,2,Positif,Mot,
olo,Or,2,Positif,Mot,
lubwebwe,Rocher,2,Positif,Mot,
Muji,Racine,2,Positif,Mot,
muhanda,Papier,2,Positif,Mot,
lupuishi,Poussière,-4,Negatif,Mot,
dijiba,Lac,3,Positif,Mot,
tshiululu,Nuage,3,Positif,Mot,
tshisosa,Herbe,3,Positif,Mot,
muishi,Fumée,3,Positif,Mot,
tshipele,Désert,3,Positif,Mot,
dikalu,Couleur,3,Positif,Mot,
ditshima,Brouillard,3,Positif,Mot,
nkuvu,tortue,3,Positif,Mot,
lutolekela,Puce,3,Positif,Mot,
musodi,Lézard,3,Positif,Mot,
mukenge,Lièvre,3,Positif,Mot,
dibele,Sein,3,Positif,Mot,
tshikankanya,Talon,3,Positif,Mot,
mata,Salive,3,Positif,Mot,
munyungu,Ride,3,Positif,Mot,
tshiadi,Poitrine,3,Positif,Mot,
bongo,nerf,3,Positif,Mot,
dimanya,Savoir,3,Positif,Mot,
lungenyi,Connaissance,3,Positif,Mot,
dima,Argile,3,Positif,Mot,
dilua,Arrivée,3,Positif,Mot,
kamama,Muet,3,Positif,Mot,
kala,Jadis,3,Positif,Mot,
kamelu,Chameau,3,Positif,Mot,
kakuta,Quadrant,3,Positif,Mot,
kakese,Léger,3,Positif,Mot,
kakanu,Anneau,3,Positif,Mot,
kasumbu,Secte,3,Positif,Mot,
kasala,Plume,3,Positif,Mot,
lise,Miséricorde,3,Positif,Mot,
luteta,Grain,3,Positif,Mot,
lutulu,Clémence,3,Positif,Mot,
Mabue,Écueil,3,Positif,Mot,
luvungula,Clé,3,Positif,Mot,
lukanku,Tremblement,-4,Negatif,Mot,
lusengu,Corne,6,Positif,Mot,
Malala,Charbon,6,Positif,Mot,
umuepele,Unique,6,Positif,Mot,
utema,Ardent,6,Positif,Mot,
tujila,Ruelle,6,Positif,Mot,
tsjiji,Rage,6,Positif,Mot,
tshuwidi,Plénitude,6,Positif,Mot,
tshume,Sec,6,Positif,Mot,
tshiyole,Famine,6,Positif,Mot,
tshiule,Plein,6,Positif,Mot,
tshiunvuika,Intelligible,6,Positif,Mot,
nzubu,Maison,6,Positif,Mot,
nzala,Faim,6,Positif,Mot,
nzambi,Dieu,6,Positif,Mot,
nyota,Soif,-5,Negatif,Mot,
nyima,Dos,1,Positif,Mot,
nvula,Pluie,1,Positif,Mot,
mutshima,Coeur,1,Positif,Mot,
mutoto,Etoile,1,Positif,Mot,
mutoke,Transparent,1,Positif,Mot,
mutoyi,Mélodie,1,Positif,Mot,
lununku,Odorat,1,Positif,Mot,
lupangu,Cour,1,Positif,Mot,
lukodi,Corde,1,Positif,Mot,
lukinu,Malice,1,Positif,Mot,
lelu,Aujourd'hui,1,Positif,Mot,
kuyila,Étudier,1,Positif,Verbe,
kuya,Aller,1,Positif,Verbe,
diyisha,Prédication,1,Positif,Mot,
diya,Départ,1,Positif,Mot,
disoso,Déchirure,-4,Negatif,Mot,
disu,Oeil,3,Positif,Mot,
cilongama,Sérieux,3,Positif,Mot,
kasunsukila,Seconde,3,Positif,Mot,
bupolà,Sécurité,3,Positif,Mot,
cilondi,Suite,3,Positif,Mot,
bwezedi,Système,3,Positif,Mot,
dìjìmbu,Secret,3,Positif,Mot,
mwoyo,Sentiment,3,Positif,Mot,
diba,Soleil,3,Positif,Mot,
civulukidi,Souvenir,3,Positif,Verbe,
kubàsoka,Sauter,3,Positif,Verbe,
kupandisha,Sauvé,3,Positif,Verbe,
Dyokala,Souffrir,-9,Negatif,Verbe,
butooka,Lumière,2,Positif,Mot,
mvita,Guerre,-7,Negatif,Mot,
koobesha,Gagner,4,Positif,Verbe,
sama,Disparaître,4,Positif,Verbe,
cikola,Difficile,4,Positif,Mot,
mululama,Droite,4,Positif,Mot,
mushendu,Manière,4,Positif,Mot,
kubùla,Manquer,4,Positif,Mot,
cipendi,Moment,4,Positif,Mot,
cibì,Mouvais,4,Positif,Mot,
cilenga,Meilleur,4,Positif,Mot,
nakà,Autre,4,Positif,Mot,
cyàkala,Ancien,4,Positif,Mot,
dyambulwisha,Aide,4,Positif,Mot,
nteemà,Attention,4,Positif,Mot,
cipungidi,Accord,4,Positif,Mot,
dinanga,Amour,4,Positif,Mot,
kulekela,Abandonner,4,Positif,Verbe,
kushindikija,Accompagner,4,Positif,Verbe,
kusekesha,Amuser,4,Positif,Verbe,
kutwàla,Apporter,4,Positif,Verbe,
kushindamija,Assurer,4,Positif,Verbe,
kubunda,Attaquer,4,Positif,Verbe,
dyèndedi,Automatique,4,Positif,Mot,
dilekela,Abandon,4,Positif,Mot,
kukosa,Abolir,4,Positif,Verbe,
kubenga,Abhorrer,4,Positif,Verbe,
kunyanga,Abîmé,4,Positif,Verbe,
bungibupitèbuàbintu,Abondance,4,Positif,Verbe,
kukepesha,Abréger,4,Positif,Verbe,
kênaku,Absent,4,Positif,Mot,
cijala,Abstinence,4,Positif,Mot,
kudinga,Abuser,4,Positif,Verbe,
kukolesha,Accélérer,4,Positif,Verbe,
kusalakaja,Agiter,4,Positif,Verbe,
kutwampala,Affronter,4,Positif,Verbe,
kupikula,Affranchir,4,Positif,Verbe,
cipendi,Affront,4,Positif,Mot,
kujikija,Accomplir,4,Positif,Verbe,
disànka,Bonheur,4,Positif,Mot,
cikengelu,Besoin,4,Positif,Mot,
cimuna,Battre,4,Positif,Mot,
cyomò,Bruit,4,Positif,Mot,
kunyanga,Bouger,4,Positif,Verbe,
kulungula,Brûler,4,Positif,Verbe,
cyànaku,Bizarre,4,Positif,Mot,
kukolela,Obliger,4,Positif,Verbe,
ditalalaji,Ombre,4,Positif,Mot,
cikàlànga,Protocole,4,Positif,Mot,
kukùba,Protèger,4,Positif,Verbe,
Kaya,Promettre,4,Positif,Verbe,
kutwàta,Prendre,4,Positif,Verbe,
kutwala,Porter,4,Positif,Verbe,
kusakila,Pousser,4,Positif,Verbe,
merci,Penser,4,Positif,Verbe,
sendemuka,Partir,4,Positif,Verbe,
nshinga,Problèm,4,Positif,Mot,
bukalenga,Pouvoir,4,Positif,Verbe,
disànka,Plaisir,4,Positif,Verbe,
njila,Passage,4,Positif,Mot,
bwalu,Propos,4,Positif,Mot,
dikenga,Peine,4,Positif,Mot,
Luulù,Honneur,4,Positif,Mot,
kushikama,Habiter,4,Positif,Verbe,
cibidilu,Habitude,4,Positif,Mot,
musangala,Heureux,4,Positif,Mot,
kabingila,Raison,4,Positif,Mot,
kulokota,Raconter,4,Positif,Verbe,
ciluka,Réseau,4,Positif,Mot,
peta,Recevoir,4,Positif,Verbe,
aaluja,Remettre,4,Positif,Verbe,
kukatula,Retirer,4,Positif,Verbe,
kucika,,4,Positif,Verbe,
kubombola,Jeter,4,Positif,Verbe,
mulenga,Joli,4,Positif,Verbe,
cipyacipya,Nouveau,4,Positif,Mot,
mululama,Juste,4,Positif,Mot,
cibandilu,Escalier,4,Positif,Mot,
cilema,Erreur,-3,Negatif,Mot,
kwaakidila,Embrasser,2,Positif,Verbe,
cisamba,Ethnie,4,Positif,Mot,
kubambakaja,Serrer,3,Positif,Verbe,
kupetulula,Retrouver,5,Positif,Verbe,
kubondolola,Rouler,1,Positif,Verbe,
kucipa,Jurer,7,Positif,Verbe,
ngumu,Journal,4,Positif,Mot,
mululama,juste,2,Positif,Mot,
kusumpakaja,inquiéter,4,Positif,Verbe,
umue,un,0,Neutre,Nombre,
ibidi,deux,0,Neutre,Nombre,
isatu,trois,0,Neutre,Nombre,
inayi,quatre,0,Neutre,Nombre,
itanu,cinq,0,Neutre,Nombre,
isambombo,six,0,Neutre,Nombre,
muandamuteketa,sept,0,Neutre,Nombre,
muandamukulu,wight,0,Neutre,Nombre,
tshitemba,neuf,0,Neutre,Nombre,
dikumi,dix,0,Neutre,Nombre,
dikumi-ni-umue,onze,0,Neutre,Nombre,
dikumi-ni-ibidi,douze,0,Neutre,Nombre,
dikuminiisatu,trez,0,Neutre,Nombre,
dikuminiinayi,quatorze,0,Neutre,Nombre,
dikuminiitanu,quinze,0,Neutre,Nombre,
dikuminiisambombo,seize,0,Neutre,Nombre,
dikuminimuandamuteketa,dix-sept,0,Neutre,Nombre,
dikuminimuandamukulu,dix-wight,0,Neutre,Nombre,
dikuminitshitemba,dix-neuf,0,Neutre,Nombre,
makumiabidi,vingt,0,Neutre,Nombre,
makumiabidiniumue,vingt-un,0,Neutre,Nombre,
makumiabidiniibidi,vingt-deux,0,Neutre,Nombre,
makumiabidiniisatu,vingt-trois,0,Neutre,Nombre,
makumiabidiniinayi,vingt-quatre,0,Neutre,Nombre,
makumiabidinitanu,vingt-cinq,0,Neutre,Nombre,
makumiabidiniisambombo,vingt-six,0,Neutre,Nombre,
makumiabidinimuandamuteketa,vingt-sept,0,Neutre,Nombre,
makumiabidi-ni-mundamukulu,vingt-wight,0,Neutre,Nombre,
makumiabidi-ni-tshitemba,vingt-neuf,0,Neutre,Nombre,
makumiasatu,trente,0,Neutre,Nombre,
makumiasatu-ni-umua,trente-un,0,Neutre,Nombre,
makumiasatu-ni-ibidi,trente-deux,0,Neutre,Nombre,
makumiasatu-ni-isatu,trente-trois,0,Neutre,Nombre,
makumiasatu-ni-inayi,trente-quatre,0,Neutre,Nombre,
makumiasatu-ni-itanu,trente-cinq,0,Neutre,Nombre,
makumiasatu-ni-isambombo,trente-six,0,Neutre,Nombre,
makumiasatu-ni-muandamuteketa,trente-sept,0,Neutre,Nombre,
makumiasatu-ni-muandamukulu,trente-wight,0,Neutre,Nombre,
makumiasatu-ni-tshitemba,trente-neuf,0,Neutre,Nombre,
makumianayi,quarante,0,Neutre,Nombre,
makumianayi-ni-umua,quarante-un,0,Neutre,Nombre,
makumianayi-ni-ibidi,quarante-deux,0,Neutre,Nombre,
makumianayi-ni-isatu,quarante-trois,0,Neutre,Nombre,
makumianayi-ni-inayi,quarante-quatre,0,Neutre,Nombre,
makumianayi-ni-itanu,quarante-cinq,0,Neutre,Nombre,
makumianayi-ni-isambombo,quarante-six,0,Neutre,Nombre,
makumianayi-ni-muandamuteketa,quarante-sept,0,Neutre,Nombre,
makumianayi-ni-muandamukulu,quarante-wight,0,Neutre,Nombre,
makumianayi-ni-tshitemba,quarante-neuf,0,Neutre,Nombre,
makumiatanu,cinquante,0,Neutre,Nombre,
makumiatanu-umua,cinquante-un,0,Neutre,Nombre,
makumiatanu-ibidi,cinquante-deux,0,Neutre,Nombre,
makumiatanu-isatu,cinquante-trois,0,Neutre,Nombre,
makumiatanu-inayi,cinquante-quatre,0,Neutre,Nombre,
makumiatanu-itanu,cinquante-cinq,0,Neutre,Nombre,
makumiatanu-isambombo,cinquante-six,0,Neutre,Nombre,
makumiatanu-muandamuteketa,cinquante-sept,0,Neutre,Nombre,
makumiatanu-muandamukulu,cinquante-wight,0,Neutre,Nombre,
makumiatanu-tshitemba,cinquante-neuf,0,Neutre,Nombre,
makumiasambombo,soixante,0,Neutre,Nombre,
makumiasambombo-ni-umue,soixante-un,0,Neutre,Nombre,
makumiasambombo-ni-ibidi,soixante-deux,0,Neutre,Nombre,
makumiasambombo-ni-isatu,soixante-trois,0,Neutre,Nombre,
makumiasambombo-ni-inayi,soixante-quatre,0,Neutre,Nombre,
makumiasambombo-ni-itanu,soixante-cinq,0,Neutre,Nombre,
makumiasambombo-ni-isambombo,soixante-six,0,Neutre,Nombre,
makumiasambombo-ni-muandamuteketa,soixante-sept,0,Neutre,Nombre,
makumiasambombo-ni-muandamukulu,soixante-wight,0,Neutre,Nombre,
makumiasambombo-ni-tshitemba,soixante-neuf,0,Neutre,Nombre,
makumimuandamuteketa,septante,0,Neutre,Nombre,
makumimuandamuteketa-ni-umue,septante-un,0,Neutre,Nombre,
makumimuandamuteketa-ni-ibidi,septante-un,0,Neutre,Nombre,
makumimuandamuteketa-ni-isatu,septante-un,0,Neutre,Nombre,
makumimuandamuteketa-ni-inayi,septante-un,0,Neutre,Nombre,
makumimuandamuteketa-ni-itanu,septante-un,0,Neutre,Nombre,
makumimuandamuteketa-ni-isambombo,septante-un,0,Neutre,Nombre,
makumimuandamuteketa-ni-muandamuteketa,septante-un,0,Neutre,Nombre,
makumimuandamuteketa-ni-umue,septante-un,0,Neutre,Nombre,
makumimuandamuteketa-ni-umue,septante-un,0,Neutre,Nombre,
Mukanda,Livre,1,Positif,Mot,
Ciyi,Court,1,Positif,Mot,
Cileha,Géant,1,Positif,Mot,
Bowa,peur,-2,Negatif,Mot,
kuangata,prendre,1,Positif,Verbe,
ambula,Transporte,1,Positif,Verbe,
Alunja,Remet,1,Positif,Verbe,
Alukila,Retourne,1,Positif,Verbe,
Dikasa,Pieds,1,Positif,Mot,
Amba,Dit,1,Positif,Verbe,
Ambakaja,superposer,1,Positif,Verbe,
Ambulula,répète,1,Positif,Verbe,
Ambelu,Dehors,1,Positif,Verbe,
Dilongo,Assiette,1,Positif,Mot,
BaLedi,parent,1,Positif,Mot,
Banga,Commence,1,Positif,Mot,
cifulu,chapeau,1,Positif,Mot,
Cilamba,Habit,1,Positif,Mot,
CilambaPond,Pond,1,Positif,Mot,
Cisamba,origine,1,Positif,Mot,
Ciskadilu,Comportement,1,Positif,Mot,
Manayi,Jeux,1,Positif,Mot,
Cibulundu,Ballon,1,Positif,Mot,
Cingu_mapanga,cigale,1,Positif,Mot,
Kuhanga,Echoué,-1,Negatif,Verbe,
Dikenga,Souffrance,-1,Negatif,Verbe,
Disama,maladie,-1,Negatif,Mot,
Dikenga,galère,-1,Negatif,Mot,
Dinanga,Amour,1,Positif,Mot,
Dignoka,punition,-1,Negatif,Mot,
Mubanji,Riche,1,Positif,Mot,
Bulanda,Pauvreté,-1,Negatif,Mot,
Budisu,Orgueil,-1,Negatif,Mot,
Dihoyi,misère,-1,Negatif,Mot,
Matandu,Querelle,-1,Negatif,Mot,
Bulaku,Injure,-1,Negatif,Verbe,
Maleyaya,Malaria,-1,Negatif,Mot,
Malunvu,Alcool,1,Positif,Mot,
Londopu,Traitement,2,Positif,Mot,
Manga,Fétiche,-5,Negatif,Mot,
Ngumu,Information,2,Positif,Mot,
Blaba,Sable,6,Positif,Mot,
Butu,Sandre,1,Positif,Mot,
Makuta,Argent,1,Positif,Mot,
Mamu,mère,1,Positif,Mot,
Tatu,Père,1,Positif,Mot,
Kubungama,Tristesse,-2,Negatif,Mot,
Musangu,Oreiller,4,Positif,Mot,
Vunda_vunda,Tourbillon,4,Positif,Mot,
Nvula,Pluie,4,Positif,Mot,
Nous,Nous,4,Positif,Mot,
Quantité,Quantité,4,Positif,Mot,
NtaMbua,lion,4,Positif,Mot,
Soku,Singe,4,Positif,Mot,
Zevu,Elephant,4,Positif,Mot,
Mulangi,bouteille,4,Positif,Mot,
Mayi,Eau,4,Positif,Mot,
Muela,Machette,4,Positif,Mot,
Kasuyi,Hache,4,Positif,Mot,
Tshasu,Bêche,4,Positif,Mot,
Nteta,Bâche,4,Positif,Mot,
Bulalu,Moussa,4,Positif,Mot,
Kuhenda,Injurier,-3,Negatif,Verbe,
Kutata,Tamiser,1,Positif,Verbe,
Bihu,punaise,-7,Negatif,Mot,
Songakaji,Fille,1,Positif,Mot,
Songaluma,Garçon,1,Positif,Mot,
Maseba,Oncle,1,Positif,Mot,
tatumukaji,Tante,1,Positif,Mot,
kuenza,Faire,1,Positif,Verbe,
Menyi,L'urine,1,Positif,Mot,
Tuasakidila,Merci,1,Positif,Mot,
Kulala,Dormir,1,Positif,Verbe,
Tuta,Frappe,1,Positif,Verbe,
Kunyungulaka,Tourner,1,Positif,Verbe,
Bâle,Lit,1,Positif,Mot,
Udia,Mange,1,Positif,Verbe,
Usama,Malade,1,Positif,Mot,
Ufua,Mort,1,Positif,Mot,
Mufua,Décédée,-9,Negatif,Mot,
Lusa,Pitier,2,Positif,Mot,
Nkenena,Fourmis,-4,Negatif,Mot,
Kanyunyi,Oiseau,5,Positif,Mot,
Kabuluku,Fou,-7,Negatif,Mot,
mubanji,patron,2,Positif,Mot,
kusela,Marier,2,Positif,Verbe,
Mujika,Célibataire,2,Positif,Mot,
Mulobi,Pécheur,2,Positif,Mot,
Mibi,Pécher,2,Positif,Verbe,
Kakone,ÉcoMotiste,2,Positif,Mot,
Magnimela,Ingénieur,2,Positif,Mot,
Bihu,Punaise,2,Positif,Mot,
Mimbembela,Agama,2,Positif,Mot,
Nkunda,haricot,2,Positif,Mot,
Nyonga,Escargot,2,Positif,Mot,
Mukolabibi,Impolie,-4,Negatif,Mot,
Mubelu,Conseil,5,Positif,Verbe,
Kubela,Conseiller,5,Positif,Verbe,
Lombola,Cordonne,5,Positif,Mot,
Mulombodi,Coordinateur,5,Positif,Mot,
Moyi,Coeur,5,Positif,Mot,
Boowa,Champignons,5,Positif,Mot,
Diba,Heure,5,Positif,Mot,
Kaheji,Saboté,5,Positif,Mot,
Mukana,Bouche,5,Positif,Mot,
Dingeya,Mangue,5,Positif,Mot,
Disama,maladie,-2,Negatif,Mot,
Tangila,Regarde,1,Positif,Verbe,
Lala,Dors,1,Positif,Mot,
Anu,Seulement,1,Positif,Mot,
angata,prends,1,Positif,Verbe,
ambula,Transporte,1,Positif,Verbe,
Alunja,Remet,1,Positif,Verbe,
Alukila,Retourne,1,Positif,Verbe,
Dikasa,Pieds,1,Positif,Mot,
Amba,Dit,1,Positif,Verbe,
Ambakaja,superposer,1,Positif,Verbe,
Ambulula,répète,1,Positif,Verbe,
Ambelu,Dehors,1,Positif,Mot,
Dilongo,Assiette,1,Positif,Mot,
BaLedi,parent,1,Positif,Mot,
Banga,Commence,1,Positif,Mot,
cifulu,chapeau,1,Positif,Mot,
Cilamba,Habit,1,Positif,Mot,
Cilamba,Pond,1,Positif,Mot,
Cisamba,origine,1,Positif,Mot,
Ciskadilu,Comportement,1,Positif,Mot,
Manayi,Jeux,1,Positif,Mot,
Cibulundu,Ballon,1,Positif,Mot,
Cilumana,Tshichose,1,Positif,Mot,
Cingu_mapanga,cigale,1,Positif,Mot,
Kuhanga,Echoué,1,Positif,Verbe,
Kuhangila,manqué,1,Positif,Verbe,
Dikenga,Souffrance,1,Positif,Verbe,
Disama,maladie,1,Positif,Mot,
Dikenga,galère,-5,Negatif,Verbe,
Dinanga,Amour,5,Positif,Mot,
Dignoka,punition,5,Positif,Mot,
Mubanji,Riche,5,Positif,Mot,
Bulanda,Pauvreté,5,Positif,Verbe,
Bunyinu,Vagin,5,Positif,Mot,
Budisu,Orgueil,5,Positif,Mot,
Dihoyi,misère,5,Positif,Mot,
Matandu,Querelle,5,Positif,Mot,
Bulaku,Injure,5,Positif,Mot,
Maleyaya,Malaria,-3,Negatif,Mot,
Malunvu,Alcool,-5,Negatif,Mot,
Manga,Fétiche,-1,Negatif,Mot,
Ngumu,Information,3,Positif,Mot,
Bulaba,Sable,3,Positif,Mot,
Buta,Sandre,3,Positif,Mot,
Makuta,Argent,3,Positif,Mot,
Mamu,Mère,3,Positif,Mot,
Tatu,Père,3,Positif,Mot,
Kubungama,Tristesse,-6,Negatif,Mot,
Musangu,Oreiller,6,Positif,Mot,
Vunda_vunda,Tourbillon,6,Positif,Mot,
Nvula,Pluie,6,Positif,Mot,
Bihu,punaise,6,Positif,Mot,
Songakaji,Fille,6,Positif,Mot,
Songaluma,Garçon,6,Positif,Mot,
Maseba,Oncle,6,Positif,Mot,
Tante,tatumukaji,6,Positif,Mot,
Faire,kuenza,6,Positif,Mot,
Menyi,Pipi,6,Positif,Mot,
Merci,Tuasakadila,6,Positif,Mot,
Kulala,Dormir,6,Positif,Verbe,
Tuta,Frappe,6,Positif,Mot,
Kunyungulaka,Tourner,6,Positif,Verbe,
Bala,Lis,6,Positif,Mot,
Udia,Mange,6,Positif,Mot,
Usama,Malade,-8,Negatif,Mot,
Ufua,Mort,-8,Negatif,Mot,
Mufua,Décédée,-8,Negatif,Mot,
Lusa,Pitier,-8,Negatif,Verbe,
Nkenena,Fourmis,2,Positif,Mot,
Kanyunyi,Oiseau,2,Positif,Mot,
Kabuluku,Fou,2,Positif,Mot,
Musedibua,Marier,2,Positif,Verbe,
Mujika,Célibataire,2,Positif,Mot,
Mulobi,Péchère,2,Positif,Mot,
Mibi,Pécher,2,Positif,Verbe,
Kakone,ÉcoMotiste,2,Positif,Mot,
Magnimela,Ingénieur,2,Positif,Mot,
Bihu,Punaise,2,Positif,Mot,
Mumbembela,Agame,2,Positif,Mot,
Nkunda,Arrigo,2,Positif,Mot,
Lukonyonyo,Camelon,2,Positif,Mot,
Nyonga,Escargot,2,Positif,Mot,
Impolie,Mukolabibi,2,Positif,Mot,
Conseil,Mubelu,2,Positif,Mot,
Conseiller,Kubela,2,Positif,Mot,
